match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,captain,stat_totalContest,stat_interceptionWon,stat_accurateCross,stat_errorLeadToAShot,stat_keyPass,stat_bigChanceCreated,stat_wonContest,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_goals
12625017,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,28,28,False,25.0,19.0,14.0,8.0,0.0,17.0,18.0,2.0,7.0,1.0,1.0,3.0,13.0,2.0,1.0,1.0,1.0,2.0,2.0,90.0,36.0,7.3,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12625017,home,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,41.0,36.0,4.0,1.0,0.0,16.0,16.0,20.0,27.0,,4.0,,6.0,,,,,,,82.0,60.0,6.5,14.0,0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
12625017,home,Al-Okhdood,Damion Lowe,,,damion-lowe,D. Lowe,D,,190.0,195,M,539948,EUR,736560000,D,17,17,False,55.0,44.0,11.0,5.0,0.0,27.0,30.0,17.0,26.0,4.0,7.0,4.0,2.0,,,,,,,90.0,71.0,7.5,15.0,1,1.0,3.0,1.0,,3.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12625017,home,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,57.0,56.0,2.0,2.0,0.0,35.0,35.0,21.0,22.0,,1.0,1.0,1.0,,,,,,,90.0,67.0,6.9,2.0,0,,4.0,,,,,,1.0,3.0,,,,,2.0,True,1.0,2.0,,,,,,,,,
12625017,home,Al-Okhdood,Diego Ferreira,,,ferreira-diego,D. Ferreira,D,66,,28,M,1147011,EUR,1053302400,D,16,16,False,51.0,45.0,4.0,1.0,0.0,22.0,23.0,24.0,34.0,2.0,4.0,2.0,5.0,,,,,,,82.0,76.0,6.6,16.0,0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,
12625017,home,Al-Okhdood,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,175.0,194,M,1521467,EUR,1008288000,M,6,6,False,28.0,27.0,,,0.0,13.0,13.0,14.0,16.0,,2.0,,3.0,,,,,,,69.0,39.0,6.5,5.0,0,1.0,3.0,1.0,,2.0,1.0,2.0,,3.0,,,,,,,,1.0,,,,,,,,,
12625017,home,Al-Okhdood,Mohammed Petros,,,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,66,66,False,83.0,77.0,8.0,5.0,0.0,38.0,38.0,39.0,45.0,2.0,4.0,,6.0,,,,,,,90.0,92.0,7.0,9.0,0,,2.0,,,,,2.0,2.0,,1.0,,,,,,1.0,1.0,,1.0,2.0,,,,,,
12625017,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,59.0,47.0,8.0,5.0,0.0,14.0,16.0,35.0,54.0,3.0,7.0,,6.0,,,,,,,90.0,81.0,7.8,23.0,1,11.0,4.0,1.0,1.0,4.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,2.0,2.0,,2.0,1.0,,,,,
12625017,home,Al-Okhdood,Knowledge Musona,,,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400,F,11,11,False,32.0,23.0,2.0,1.0,0.0,8.0,8.0,15.0,26.0,,2.0,1.0,2.0,,,,,,,90.0,44.0,6.6,13.0,3,2.0,3.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,2.0,,,,,,1.0,3.0,,,
12625017,home,Al-Okhdood,Ibrahima Kone,,,ibrahima-kone,I. Kone,F,9,190.0,808,M,873630,EUR,929491200,F,9,9,False,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,62.0,12.0,6.8,3.0,2,,2.0,,,,,2.0,,2.0,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,
12625017,home,Al-Okhdood,Christian Bassogog,,,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,F,13,13,False,37.0,32.0,2.0,2.0,0.0,4.0,4.0,29.0,38.0,,3.0,,2.0,,,,,,,90.0,64.0,6.7,18.0,0,5.0,8.0,,4.0,1.0,,2.0,,3.0,,,,,,,3.0,,1.0,,,,2.0,,,,
12625017,home,Al-Okhdood,Saleh Al Abbas,,,saleh-al-abbas,S. A. Abbas,F,14,177.0,52,M,989766,EUR,797904000,F,14,14,True,2.0,2.0,1.0,1.0,0.0,,,2.0,2.0,2.0,2.0,,,,,,,,,28.0,4.0,6.7,,1,,2.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,
12625017,home,Al-Okhdood,Mohammed Al Jahif,Mohammed Al Jahif,,mohammed-al-jahif,M. A. Jahif,M,10,175.0,11,M,1521471,EUR,912297600,M,21,21,True,7.0,6.0,,,0.0,1.0,1.0,5.0,7.0,1.0,2.0,,3.0,,,,,,,21.0,13.0,6.7,4.0,0,1.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,
12625017,home,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,D,8,8,True,9.0,8.0,1.0,,0.0,3.0,4.0,5.0,7.0,,2.0,,3.0,,,,,,,8.0,14.0,6.7,3.0,0,2.0,1.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
