match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,captain,stat_fouls,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAShot
11067556,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,35.0,34.0,3.0,2.0,34.0,35.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,90.0,43.0,6.6,1.0,8.416e-05,0,-0.7094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067556,home,Fluminense,Guga,,,guga,Guga,D,23,173,1100,M,928134,EUR,904348800,D,23,23,False,56.0,50.0,5.0,3.0,22.0,26.0,4.0,12.0,1.0,6.0,,,,,90.0,83.0,7.5,11.0,0.0654336,1,,28.0,31.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,0.0345,1.0,,,,,,,,,,,,,,
11067556,home,Fluminense,Nino,,,nino,Nino,D,33,188,1659,M,870788,EUR,860630400,D,33,33,False,84.0,79.0,5.0,3.0,58.0,58.0,2.0,4.0,4.0,8.0,,,,,90.0,93.0,6.8,7.0,0.00853438,0,,21.0,26.0,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,True,,,,,,,,,,,,,
11067556,home,Fluminense,Felipe Melo,,,felipe-melo,F. Melo,D,,183,1013,M,4811,EUR,425433600,D,30,30,False,20.0,20.0,1.0,1.0,19.0,19.0,,1.0,1.0,,,,,,26.0,24.0,6.5,1.0,0.00048205,0,,1.0,1.0,,2.0,3.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
11067556,home,Fluminense,Marcelo,,,marcelo,Marcelo,D,,174,26297,M,17787,EUR,579398400,D,12,12,False,64.0,50.0,12.0,5.0,17.0,21.0,,5.0,1.0,4.0,,,,,75.0,91.0,7.6,25.0,0.59215,0,,34.0,48.0,5.0,,5.0,2.0,1.0,1.0,,,,2.0,4.0,2.0,4.0,1.0,,6.0,,1.0,Marcelo12,1.0,1.0,,,,,,,,,
11067556,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,False,48.0,41.0,2.0,1.0,10.0,14.0,2.0,5.0,,4.0,,,,,90.0,67.0,7.1,12.0,0.0617352,6,,31.0,35.0,1.0,,5.0,2.0,2.0,1.0,,2.0,,,3.0,3.0,1.0,,0.7979,2.0,,,jhonariasa,,,2.0,2.0,1.0,3.0,1.0,1.0,0.1773,,
11067556,home,Fluminense,André,André,,andre,André,M,7,176,9120,M,1035996,EUR,995241600,M,7,7,False,108.0,104.0,5.0,4.0,68.0,71.0,1.0,1.0,,4.0,,,,,90.0,115.0,7.1,6.0,0.0132521,1,,36.0,37.0,,1.0,2.0,,,1.0,,,1.0,2.0,,,1.0,,0.0408,,,,Andre7,,,,,,1.0,,,0.0484,,
11067556,home,Fluminense,Danielzinho,,,danielzinho,Danielzinho,M,10,173,249,M,840218,EUR,821318400,M,55,55,False,50.0,42.0,4.0,1.0,14.0,16.0,,3.0,,6.0,,,,,76.0,61.0,7.2,9.0,0.129974,1,,29.0,35.0,1.0,1.0,6.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,,1.0,0.0476,3.0,,4.0,,1.0,,,,1.0,,,,,,
11067556,home,Fluminense,Lima,,,lima,Lima,M,45,181,1368,M,807850,EUR,834451200,M,45,45,False,47.0,45.0,3.0,2.0,17.0,18.0,,1.0,,7.0,,,,,76.0,59.0,6.3,7.0,0.111366,0,,28.0,29.0,,,8.0,1.0,2.0,2.0,,,2.0,2.0,,,,1.0,,,,4.0,,,,,,,,,,,,
11067556,home,Fluminense,John Kennedy,,,john-kennedy,John Kennedy,F,99,173,5275,M,1087399,EUR,1021680000,F,9,9,False,15.0,13.0,1.0,1.0,3.0,3.0,1.0,8.0,,2.0,,,,,84.0,40.0,8.0,12.0,0.201271,4,,10.0,12.0,,1.0,4.0,,1.0,6.0,5.0,1.0,,,1.0,1.0,7.0,1.0,0.2639,2.0,,1.0,,,,,,1.0,2.0,1.0,,0.2407,1.0,
11067556,home,Fluminense,Germán Cano,,,german-cano,G. Cano,F,14,176,8244,M,33238,EUR,568080000,F,14,14,False,16.0,15.0,,,6.0,7.0,1.0,2.0,2.0,3.0,,,,,90.0,31.0,7.7,5.0,0.038664,6,,9.0,11.0,2.0,,1.0,,,,,,,1.0,1.0,1.0,2.0,,0.5019,,,1.0,germancano14,,,,,4.0,2.0,,,0.5809,1.0,
11067556,home,Fluminense,Isaac,,,isaac,Isaac,M,11,177,320,M,1464519,EUR,1082764800,M,32,32,True,28.0,23.0,,,12.0,13.0,,11.0,,6.0,,,,,64.0,57.0,7.1,15.0,0.178244,1,,12.0,16.0,1.0,1.0,8.0,2.0,,7.0,4.0,1.0,,1.0,4.0,1.0,6.0,3.0,0.0797,2.0,,2.0,,1.0,,,,,,,,,,
11067556,home,Fluminense,Diogo Barbosa,,,diogo-barbosa,D. Barbosa,D,16,180,555,M,243107,EUR,714009600,D,16,16,True,10.0,9.0,1.0,1.0,5.0,6.0,,,,2.0,,,,,15.0,14.0,6.3,3.0,0.00425018,0,,4.0,4.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
11067556,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,True,20.0,17.0,,,13.0,14.0,1.0,1.0,,2.0,,,,,14.0,20.0,6.5,3.0,0.00271902,0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067556,home,Fluminense,Lelê,Lelê,,lele,Lelê,F,99,189,710,M,1173457,EUR,875664000,F,18,18,True,2.0,1.0,,,,,,2.0,,,,,,,14.0,5.0,7.0,1.0,0.0527312,1,,1.0,2.0,,,1.0,,,,,,,,1.0,1.0,,1.0,0.1205,1.0,,1.0,,,1.0,,,1.0,,,,,,
11067556,home,Fluminense,Giovanni,Giovanni,,giovanni,Giovanni,F,8,176,199,M,1036002,EUR,1012435200,M,37,37,True,9.0,7.0,,,5.0,7.0,,,,1.0,,,,,12.0,11.0,6.5,3.0,0.00088266,0,,2.0,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11067556,home,Fluminense,Pedro Rangel,,,pedro-rangel,Pedro Rangel,G,12,192,199,M,1092614,EUR,962236800,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
