match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalOffside,captain,stat_goalAssist,player_firstName,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock
11388397,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,265,M,94835,EUR,648432000,G,1,1,False,30.0,25.0,6.0,1.0,24.0,25.0,1.0,5.0,10.0,2.0,2.0,90.0,32.0,6.3,5.0,0.00066699,0,-0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388397,home,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177.0,742,M,996940,EUR,1061164800,D,8,8,False,48.0,40.0,4.0,3.0,17.0,22.0,25.0,33.0,7.0,,,90.0,83.0,7.9,18.0,0.173919,1,,7.0,2.0,1.0,1.0,6.0,8.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.1348,0.2927,2.0,,,,,,,,,,,,,,,,,
11388397,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185.0,8875,M,1014288,EUR,989712000,D,2,2,False,54.0,46.0,8.0,4.0,25.0,26.0,21.0,28.0,5.0,,,90.0,63.0,6.7,10.0,0.0478205,1,,,,1.0,3.0,2.0,6.0,1.0,,,,,,,2.0,1.0,2.0,1.0,,0.0159,,,meeshilgerss,1.0,1.0,1.0,,,,,,,,,,,,,
11388397,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190.0,269,M,196082,EUR,748742400,D,3,3,False,78.0,73.0,8.0,4.0,32.0,33.0,41.0,45.0,4.0,,,90.0,90.0,7.7,6.0,0.0678976,1,,,,2.0,3.0,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,0.0569,0.1952,,,,2.0,,True,,,,,,,,,,,,
11388397,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183.0,339,M,860160,EUR,872985600,D,5,5,False,47.0,41.0,4.0,3.0,21.0,22.0,22.0,39.0,,,,80.0,75.0,7.1,23.0,0.102982,0,,14.0,2.0,,1.0,4.0,3.0,2.0,1.0,,,,,,2.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
11388397,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174.0,167,M,966546,EUR,993600000,M,4,4,False,46.0,41.0,3.0,2.0,13.0,13.0,28.0,33.0,3.0,,,66.0,49.0,6.7,6.0,0.383427,0,,,,1.0,1.0,3.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11388397,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168.0,329,M,825731,EUR,928108800,M,23,23,False,65.0,57.0,7.0,5.0,27.0,29.0,30.0,38.0,5.0,,,80.0,79.0,6.8,16.0,0.0540299,1,,2.0,,2.0,,4.0,,,2.0,,,1.0,,1.0,,,3.0,,,0.0668,0.2048,,,,,,,,,,,,,,,,,,
11388397,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179.0,509,M,1048430,EUR,996019200,M,11,11,False,28.0,23.0,2.0,2.0,6.0,6.0,17.0,25.0,4.0,,,57.0,42.0,6.5,14.0,0.0847253,0,,3.0,,2.0,,9.0,2.0,1.0,1.0,6.0,1.0,,,,,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,
11388397,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173.0,3417,M,944467,EUR,1005523200,M,14,14,False,19.0,18.0,1.0,1.0,5.0,5.0,13.0,17.0,4.0,,,90.0,32.0,9.6,8.0,0.219605,4,,3.0,,2.0,1.0,5.0,2.0,1.0,1.0,1.0,,4.0,3.0,,1.0,1.0,1.0,,,0.5105,1.538,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,
11388397,home,FC Twente,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168.0,1162,M,954317,EUR,1055462400,M,10,10,False,27.0,21.0,1.0,,2.0,3.0,20.0,25.0,3.0,,,57.0,43.0,6.8,13.0,0.0778568,2,,1.0,1.0,,,4.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,,0.2916,0.8904,,,,2.0,,,,,,,,1.0,,,,,,
