match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_duelLost,stat_outfielderBlock,stat_fouls,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
11450040,home,Fatih Karagümrük,Salvatore Sirigu,salvatore-sirigu,S. Sirigu,G,192.0,499,M,18954,EUR,537408000.0,G,31,31,False,36.0,24.0,19.0,7.0,19.0,23.0,5.0,13.0,2.0,3.0,1.0,2.0,1.0,90.0,41.0,6.6,12.0,0.00342116,0,-0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450040,home,Fatih Karagümrük,Frédéric Veseli,frederic-veseli,F. Veseli,D,183.0,158,M,137775,EUR,722217600.0,D,3,3,False,15.0,10.0,4.0,1.0,4.0,8.0,6.0,7.0,1.0,2.0,,,,88.0,28.0,7.0,6.0,0.00778569,0,,34,1.0,5.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450040,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,182.0,102,M,233252,EUR,773107200.0,D,4,4,False,35.0,28.0,10.0,5.0,19.0,23.0,9.0,12.0,1.0,2.0,,,,90.0,42.0,6.6,7.0,0.00283349,0,,4,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11450040,home,Fatih Karagümrük,Federico Ceccherini,federico-ceccherini,F. Ceccherini,D,187.0,130,M,139410,EUR,705542400.0,D,26,26,False,47.0,43.0,8.0,5.0,36.0,37.0,7.0,10.0,1.0,8.0,,,,90.0,56.0,6.7,7.0,0.00313839,0,,23,1.0,3.0,1.0,2.0,2.0,,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11450040,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,176.0,1693,M,1085938,EUR,976406400.0,D,18,18,False,38.0,31.0,2.0,1.0,17.0,18.0,15.0,22.0,,8.0,,,,90.0,62.0,6.7,12.0,0.0619884,0,,22,,3.0,,1.0,1.0,1.0,,,5.0,1.0,2.0,,1.0,True,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11450040,home,Fatih Karagümrük,Marcus Rohdén,marcus-rohden,M. Rohdén,M,182.0,77,M,209082,EUR,673920000.0,M,6,6,False,33.0,29.0,3.0,1.0,17.0,17.0,12.0,16.0,2.0,6.0,,,,90.0,47.0,7.6,5.0,0.325333,1,,8,2.0,7.0,1.0,3.0,3.0,2.0,,,3.0,1.0,2.0,,1.0,,,,,2.0,,,2.0,1.0,1.0,1.0,0.0161,,,,,,,,,,
11450040,home,Fatih Karagümrük,Sofiane Feghouli,sofiane-feghouli,S. Feghouli,M,178.0,3304,M,37240,EUR,630633600.0,M,8,8,False,19.0,14.0,2.0,,6.0,7.0,8.0,12.0,,6.0,,,,60.0,25.0,6.7,6.0,0.0157048,0,,,,2.0,1.0,1.0,,,,,2.0,1.0,2.0,,1.0,,,,,1.0,,,1.0,,,,,sffeghouli,,,,,,,,,
11450040,home,Fatih Karagümrük,Can Keleş,can-keles,C. Keleş,F,180.0,519,M,918408,EUR,999388800.0,M,7,7,False,9.0,7.0,,,2.0,3.0,5.0,8.0,1.0,5.0,,,,90.0,25.0,7.4,9.0,0.0958174,4,,70,,3.0,,1.0,,1.0,,,5.0,,2.0,2.0,1.0,,2.0,,,,2.0,,2.0,,,2.0,0.3322,,2.0,1.0,3.0,0.5771,,,,,
11450040,home,Fatih Karagümrük,Valentin Eysseric,valentin-eysseric,V. Eysseric,M,181.0,141,M,139798,EUR,701481600.0,M,9,9,False,28.0,22.0,4.0,3.0,7.0,9.0,17.0,22.0,1.0,3.0,,,,88.0,46.0,7.6,11.0,0.137206,4,,,1.0,3.0,,2.0,,3.0,,,1.0,1.0,,1.0,1.0,,3.0,2.0,,,,,,,,3.0,0.2963,,1.0,,,0.0514,,,,,
11450040,home,Fatih Karagümrük,Güven Yalçın,guven-yalcin,G. Yalçın,F,184.0,385,M,826162,EUR,916617600.0,M,10,10,False,21.0,14.0,,,1.0,3.0,13.0,18.0,,5.0,,,,88.0,39.0,7.3,15.0,0.0375881,2,,10,3.0,6.0,,,,1.0,,,4.0,,,1.0,4.0,,,,1.0,,3.0,1.0,2.0,,,,0.2289,,1.0,1.0,,0.7457,1.0,,,,
