match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOwnHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_height,captain,stat_aerialLost,stat_shotOffTarget,stat_ownGoals,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
10833116,home,Bracknell Town,Michael Eacott,Michael,Eacott,michael-eacott,M. Eacott,G,1,0,M,1431541,EUR,760838400.0,G,1,1,False,27.0,5.0,27.0,5.0,1.0,5.0,26.0,1.0,6.0,3.0,3.0,1.0,90.0,31.0,6.6,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10833116,home,Bracknell Town,Jack Dean,Jack,Dean,jack-dean,J. Dean,D,,0,M,2029959,EUR,975715200.0,D,2,2,False,15.0,6.0,6.0,1.0,3.0,5.0,12.0,,2.0,,,,90.0,38.0,6.2,17.0,0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10833116,home,Bracknell Town,Anthony Cheshire,,,anthony-cheshire,A. Cheshire,D,,5,M,1006177,EUR,994636800.0,D,4,4,False,11.0,5.0,4.0,1.0,6.0,2.0,5.0,6.0,5.0,,,,90.0,31.0,7.0,7.0,0,3.0,,1.0,5.0,1.0,,7.0,2.0,2.0,3.0,,184.0,,,,,,,,,,,,,,,,,,
10833116,home,Bracknell Town,Daniel Bayliss,Daniel,Bayliss,daniel-bayliss,D. Bayliss,D,,4,M,1909056,EUR,918950400.0,D,5,5,False,12.0,5.0,4.0,1.0,5.0,3.0,7.0,2.0,6.0,,,,90.0,24.0,6.4,7.0,1,2.0,1.0,1.0,3.0,,1.0,4.0,1.0,1.0,1.0,,193.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,
10833116,home,Bracknell Town,Ethan Burden,Ethan Burden,,ethan-burden,E. Burden,D,,1,M,1427509,EUR,949017600.0,D,3,3,False,15.0,8.0,4.0,,4.0,6.0,12.0,1.0,1.0,,,,90.0,28.0,6.1,12.0,0,2.0,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,
10833116,home,Bracknell Town,George Knight,,,george-knight,G. Knight,M,6,6,M,935252,EUR,882057600.0,M,6,6,False,20.0,8.0,6.0,,3.0,6.0,19.0,1.0,4.0,,,,83.0,32.0,6.2,18.0,0,2.0,,6.0,4.0,2.0,,,3.0,2.0,,2.0,,,1.0,,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
10833116,home,Bracknell Town,Ashley Lodge,Ashley,Lodge,ashley-lodge,A. Lodge,M,18,4,M,309808,EUR,625708800.0,M,8,8,False,17.0,10.0,1.0,,7.0,4.0,14.0,1.0,2.0,,,,90.0,39.0,6.6,17.0,1,6.0,2.0,2.0,3.0,1.0,,2.0,1.0,1.0,,,171.0,,,1.0,,4.0,,1.0,,,,,,,,,,,
10833116,home,Bracknell Town,Max Herbert,Max Herbert,,max-herbert,M. Herbert,M,6,4,M,1423901,EUR,798336000.0,M,20,20,False,16.0,9.0,2.0,1.0,3.0,6.0,15.0,,4.0,,,,79.0,23.0,6.5,10.0,0,3.0,,2.0,3.0,1.0,,,2.0,,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,
10833116,home,Bracknell Town,Gary Abisogun,Gary Abisogun,,gary-abisogun,G. Abisogun,M,,2,M,1427504,EUR,849571200.0,F,7,7,False,10.0,4.0,3.0,1.0,3.0,3.0,9.0,,5.0,,,,78.0,24.0,6.6,13.0,1,1.0,,5.0,2.0,,,1.0,1.0,,1.0,1.0,189.0,,2.0,,,2.0,1.0,1.0,,4.0,,1.0,,,,,,,
10833116,home,Bracknell Town,Jordan Esprit,Jordan Esprit,,jordan-esprit,J. Esprit,F,,1,M,1427524,EUR,925862400.0,F,9,9,False,9.0,5.0,1.0,,2.0,3.0,7.0,,3.0,,,,64.0,19.0,6.5,10.0,0,2.0,,4.0,3.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,2.0,1.0,4.0,,,1.0,,,,,,
10833116,home,Bracknell Town,Kamaron English,,,kameron-english,K. English,F,11,8,M,1431535,EUR,793584000.0,F,15,15,False,13.0,9.0,1.0,,4.0,7.0,10.0,,7.0,,,,90.0,23.0,6.5,9.0,1,2.0,2.0,6.0,2.0,3.0,,1.0,,,,1.0,162.0,,2.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,
10833116,home,Bracknell Town,Mickel Platt,Mickel Platt,,mickel-platt,M. Platt,F,,11,M,1427529,EUR,957139200.0,M,23,23,True,8.0,7.0,,,3.0,4.0,6.0,,3.0,,,,26.0,15.0,6.4,5.0,1,3.0,,,1.0,,,,1.0,1.0,,,186.0,,,,,1.0,,,,3.0,,,,1.0,,,,,
10833116,home,Bracknell Town,Darryl Sanders,Darryl,Sanders,darryl-sanders,D. Sanders,M,10,6,M,2029921,EUR,921283200.0,F,10,10,True,4.0,4.0,,,2.0,2.0,4.0,,1.0,,,,12.0,6.0,6.4,2.0,0,2.0,,2.0,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,
10833116,home,Bracknell Town,Joe Grant,,,joe-grant,J. Grant,M,16,8,M,1004587,EUR,853891200.0,F,11,11,True,2.0,,,,,,2.0,1.0,3.0,,,,11.0,7.0,6.6,3.0,0,,,1.0,2.0,,,,1.0,1.0,1.0,,182.0,,,,,,1.0,,,1.0,,,,,,,,,
