match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_sofascoreId,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_unsuccessfulTouch,stat_wonContest,stat_outfielderBlock,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_punches,stat_accurateKeeperSweeper,stat_totalOffside,stat_bigChanceMissed
11368648,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,47.0,33.0,26.0,13.0,0.0,27.0,32.0,6.0,15.0,6.0,2.0,3.0,1.0,90.0,50.0,7.5,14.0,0.00245596,0,1.1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368648,home,Real Sociedad,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,20,175,2582,M,353250,EUR,818899200,D,2,2,False,42.0,38.0,1.0,,0.0,23.0,26.0,15.0,17.0,3.0,,,,75.0,56.0,6.8,6.0,0.00649844,0,,,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368648,home,Real Sociedad,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,787751,EUR,847670400,D,24,24,False,85.0,75.0,9.0,5.0,0.0,57.0,60.0,18.0,25.0,5.0,,,,90.0,94.0,7.4,10.0,0.00731163,1,,,,,1.0,2.0,5.0,,1.0,1.0,1.0,,,lenormand_r,4.0,1.0,1.0,4.0,0.0292,,,,,,,,,,,,,,,,,
11368648,home,Real Sociedad,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184,537,M,934383,EUR,978912000,D,20,20,False,86.0,72.0,9.0,5.0,0.0,58.0,65.0,14.0,21.0,5.0,,,,90.0,95.0,7.3,15.0,0.00275199,0,,,,,3.0,3.0,8.0,,1.0,2.0,2.0,,,,6.0,,,3.0,,1.0,,,,,,,,,,,,,,,,
11368648,home,Real Sociedad,Kieran Tierney,kieran-tierney,K. Tierney,D,63,178,4739,M,366592,EUR,865468800,D,17,17,False,61.0,49.0,6.0,1.0,0.0,28.0,31.0,21.0,32.0,4.0,,,,82.0,77.0,7.1,16.0,0.0239552,0,,,,2.0,,,4.0,1.0,,1.0,1.0,,,kierantierney1,2.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11368648,home,Real Sociedad,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,8,8,False,52.0,39.0,5.0,5.0,0.0,9.0,11.0,30.0,41.0,10.0,,,,90.0,68.0,7.9,14.0,0.178668,1,,,,,3.0,8.0,14.0,,1.0,4.0,3.0,4.0,3.0,mikelmerino,6.0,1.0,,1.0,0.0241,,,,True,1.0,1.0,2.0,,,,,,,,,,
11368648,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179,748,M,980410,EUR,1012435200,M,22,22,False,49.0,42.0,5.0,3.0,0.0,22.0,24.0,20.0,25.0,2.0,,,,90.0,59.0,7.1,8.0,0.0062428,2,,,,,1.0,1.0,2.0,,1.0,1.0,,,,,1.0,,1.0,1.0,0.0787,1.0,,,,,,,1.0,0.3788,,,,,,,,
11368648,home,Real Sociedad,Arsen Zakharyan,arsen-zakharyan,A. Zakharyan,M,21,183,4558,M,1066045,EUR,1053907200,M,12,12,False,17.0,14.0,2.0,,0.0,6.0,6.0,8.0,11.0,3.0,,,,60.0,23.0,6.6,5.0,0.00743755,0,,Arsen Zakharyan,,,,1.0,1.0,,1.0,1.0,,,1.0,zaha47,,,,1.0,,2.0,,,,,,,,,,,,,,,,
11368648,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,F,14,14,False,46.0,38.0,,,1.0,11.0,13.0,29.0,39.0,3.0,,,,90.0,69.0,7.8,18.0,0.439329,0,,,,6.0,,5.0,8.0,3.0,,3.0,,2.0,2.0,KuboTake,1.0,,,,,2.0,2.0,,,2.0,,3.0,,,2.0,1.0,,,,,,
11368648,home,Real Sociedad,André Silva,andre-silva,A. Silva,F,9,185,5803,M,190159,EUR,815616000,F,21,21,False,15.0,12.0,,,0.0,7.0,8.0,5.0,7.0,2.0,,,,75.0,21.0,7.3,5.0,0.00183881,2,,,,,,2.0,2.0,1.0,,,,2.0,1.0,andresilva9,,,1.0,,0.9838,1.0,,,,,,,1.0,0.9814,,,1.0,,,,,
