match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_wasFouled,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_bigChanceMissed,captain,stat_goalAssist,stat_blockedScoringAttempt
11450140,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191.0,137,M,105974,EUR,626227200,G,1,1,False,35.0,26.0,13.0,4.0,24.0,25.0,2.0,10.0,1.0,1.0,2.0,9.0,2.0,1.0,2.0,2.0,90.0,45.0,7.1,9.0,0.0409694,1.0,0,-0.4303,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450140,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183.0,410,M,354860,EUR,775612800,D,94,94,False,46.0,37.0,6.0,3.0,22.0,27.0,16.0,21.0,1.0,3.0,4.0,6.0,,,,,90.0,63.0,7.0,14.0,0.330111,2.0,0,,2.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11450140,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184.0,123,M,1133301,EUR,984700800,D,2,2,False,67.0,59.0,10.0,5.0,50.0,53.0,9.0,14.0,2.0,6.0,8.0,1.0,,,,,89.0,82.0,6.9,8.0,0.00544686,,0,,,,5.0,5.0,,,,3.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,
11450140,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182.0,320,M,385296,EUR,749606400,D,5,5,False,60.0,48.0,11.0,4.0,40.0,43.0,8.0,17.0,3.0,5.0,3.0,3.0,,,,,90.0,66.0,6.5,12.0,0.00214672,,0,,,,2.0,3.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,
11450140,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185.0,292,M,171625,EUR,779068800,D,29,29,False,41.0,35.0,10.0,9.0,22.0,24.0,14.0,22.0,,2.0,3.0,5.0,,,,,90.0,69.0,7.2,14.0,0.16954,1.0,0,,5.0,1.0,3.0,4.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
11450140,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191.0,349,M,897617,EUR,761529600,M,25,25,False,51.0,44.0,2.0,,25.0,27.0,19.0,24.0,4.0,11.0,7.0,13.0,,,,,90.0,75.0,7.2,10.0,0.0100238,,1,,,,2.0,4.0,1.0,1.0,,2.0,1.0,,,4.0,1.0,1.0,,1.0,2.0,1.0,0.0522,,,,,,,,
11450140,home,Alanyaspor,Leroy Fer,,,leroy-fer,L. Fer,M,8,188.0,136,M,31821,EUR,631497600,M,8,8,False,36.0,33.0,1.0,1.0,15.0,16.0,18.0,20.0,2.0,4.0,,2.0,,,,,90.0,48.0,7.4,5.0,0.724037,1.0,3,,,,,7.0,2.0,1.0,,1.0,1.0,4.0,,1.0,,,2.0,1.0,,1.0,0.7753,2.0,1.0,1.0,1.3909,,,,
11450140,home,Alanyaspor,Oğuz Aydın,,,oguz-aydin,O. Aydın,M,70,183.0,3374,M,999396,EUR,972604800,M,11,11,False,29.0,15.0,4.0,2.0,7.0,9.0,11.0,27.0,1.0,3.0,,5.0,,,,,90.0,49.0,6.6,22.0,0.122229,1.0,1,,7.0,3.0,4.0,6.0,,3.0,,,,,,1.0,,1.0,,1.0,,1.0,0.1423,,,,,,,,
11450140,home,Alanyaspor,João Novais,,,joao-novais,J. Novais,M,7,183.0,160,M,233370,EUR,742262400,M,10,10,False,15.0,10.0,1.0,1.0,4.0,6.0,6.0,10.0,,2.0,1.0,1.0,,,,,89.0,30.0,6.4,11.0,0.0240132,,2,,1.0,,1.0,4.0,1.0,1.0,,,,1.0,2.0,2.0,,,,1.0,,4.0,0.2282,1.0,,,0.2673,1.0,,,
11450140,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181.0,157,M,1084884,EUR,979084800,M,88,88,False,10.0,7.0,3.0,2.0,3.0,3.0,4.0,10.0,,1.0,1.0,3.0,,,,,72.0,25.0,6.5,11.0,0.00487293,,1,,3.0,,,3.0,,4.0,,,,,,,,1.0,,1.0,,2.0,0.1842,,,,,,,,
