match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,captain,stat_bigChanceMissed,stat_wonContest,stat_totalOffside
10382041,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186,801,M,2622,EUR,437097600,G,22,22,False,12.0,11.0,4.0,3.0,9.0,9.0,2.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,90.0,22.0,7.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382041,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,982778,EUR,1042848000,D,15,15,False,67.0,55.0,4.0,4.0,11.0,13.0,44.0,55.0,6.0,,,,,,90.0,94.0,7.7,19.0,1,1.0,3.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
10382041,home,AFC Ajax,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21701,M,958959,EUR,992736000,D,2,2,False,64.0,57.0,3.0,1.0,12.0,14.0,45.0,50.0,6.0,,,,,,79.0,74.0,6.7,10.0,2,,2.0,6.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,jurrientimber,3.0,1.0,,,,,,,,,,,,
10382041,home,AFC Ajax,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8671,M,861972,EUR,946598400,D,3,3,False,85.0,81.0,3.0,1.0,21.0,21.0,60.0,67.0,10.0,,,,,,90.0,97.0,7.9,8.0,1,3.0,2.0,,6.0,,,,,,1.0,1.0,1.0,1.0,3.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,
10382041,home,AFC Ajax,Daley Blind,daley-blind,D. Blind,D,17,180,2817,M,44864,EUR,636940800,D,17,17,False,99.0,86.0,10.0,6.0,24.0,25.0,62.0,75.0,5.0,,,,,,90.0,114.0,7.4,15.0,3,1.0,2.0,,3.0,,,,,,,1.0,1.0,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,
10382041,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179,1575,M,97410,EUR,730252800,M,6,6,False,25.0,21.0,,,5.0,6.0,16.0,19.0,2.0,,,,,,90.0,30.0,6.8,7.0,1,,,4.0,,,2.0,1.0,1.0,,1.0,,,,,,3.0,,1.0,,,,1.0,,,,,,,,,
10382041,home,AFC Ajax,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10882,M,847151,EUR,877651200,M,4,4,False,28.0,26.0,2.0,2.0,6.0,8.0,20.0,20.0,,,,,,,45.0,37.0,7.2,2.0,3,,1.0,5.0,5.0,4.0,,,,,,4.0,2.0,,,,,EdsonAlvarez19,1.0,1.0,,,,,2.0,,,,,,,
10382041,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1909,M,100386,EUR,693100800,M,23,23,False,73.0,66.0,10.0,8.0,9.0,10.0,59.0,70.0,6.0,,,,,,90.0,93.0,8.2,16.0,2,7.0,,2.0,4.0,,2.0,,,,,4.0,2.0,1.0,,,4.0,,,,,,,,2.0,,,2.0,,,,
10382041,home,AFC Ajax,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12245,M,38560,EUR,595987200,F,10,10,False,50.0,45.0,1.0,1.0,1.0,2.0,49.0,59.0,1.0,,,,,,80.0,69.0,7.8,13.0,1,11.0,,1.0,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,dusantadic,,,,,,1.0,1.0,,,5.0,True,,,
10382041,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7090,M,910048,EUR,1012521600,F,9,9,False,13.0,11.0,,,2.0,2.0,9.0,11.0,1.0,,,,,,45.0,15.0,6.4,2.0,2,,,,,,,,,,,,,,,,1.0,brianbrobbeyy,,,,,,,2.0,,,,,1.0,,
