match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_fouls,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_penaltyConceded
14109670,home,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192,577,M,798375,EUR,857001600,G,1,1,False,True,29.0,6.0,27.0,4.0,0.0,2.0,2.0,4.0,27.0,1.0,1.0,3.0,1.0,2.0,3.0,90.0,35.0,7.4,23.0,0.00048784,0.5448,0,1.1469,0.02,0.01,0.16,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109670,home,Göztepe,Allan,allan,Allan,D,3,187,118,M,987088,EUR,765417600,D,3,3,False,,16.0,12.0,7.0,3.0,1.0,3.0,4.0,9.0,12.0,6.0,6.0,2.0,1.0,,,90.0,32.0,7.5,6.0,0.0157753,,0,,0.07,0.16,0.29,,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14109670,home,Göztepe,Héliton,heliton,Héliton,D,5,196,324,M,922725,EUR,816220800,D,5,5,False,,12.0,7.0,2.0,,0.0,5.0,5.0,2.0,7.0,5.0,3.0,1.0,1.0,,,90.0,20.0,6.9,6.0,0.00091015,,0,,0.01,0.01,0.18,,2.0,3.0,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14109670,home,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193,545,M,1122632,EUR,950313600,D,26,26,False,,20.0,14.0,3.0,2.0,0.0,7.0,8.0,7.0,12.0,3.0,6.0,2.0,1.0,,,90.0,37.0,7.4,7.0,0.00407705,,2,,0.09,-0.02,0.52,,1.0,2.0,1.0,,,,,4.0,,,,,1.0,1.0,1.0,1.0,0.0709,-0.26,,,,,,,,,,,,,,,,,
14109670,home,Göztepe,Arda Kurtulan,arda-kurtulan,A. Kurtulan,D,2,183,386,M,1063395,EUR,1037664000,M,2,2,False,,13.0,8.0,2.0,,0.0,4.0,5.0,4.0,8.0,4.0,6.0,5.0,1.0,,,88.0,41.0,6.6,13.0,0.00291818,,0,,-0.03,0.07,0.24,,2.0,1.0,8.0,1.0,,3.0,1.0,4.0,1.0,1.0,,,1.0,,,,,,Arda Kurtulan,,3.0,,,,,,,,,,,,,,
14109670,home,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180,461,M,1484438,EUR,1087776000,M,30,30,False,,21.0,19.0,,,0.0,7.0,7.0,12.0,14.0,3.0,1.0,8.0,1.0,,,69.0,36.0,6.5,8.0,0.0181202,,0,,0.17,0.04,0.24,,1.0,,7.0,,3.0,2.0,1.0,2.0,1.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
14109670,home,Göztepe,Novatus Miroshi,novatus-miroshi,N. Miroshi,M,20,185,3867,M,1103597,EUR,1030924800,M,20,20,False,,30.0,17.0,9.0,3.0,0.0,5.0,6.0,12.0,24.0,2.0,1.0,5.0,,,,90.0,39.0,6.3,14.0,0.00834716,,0,,0.13,-0.06,-0.16,,1.0,1.0,7.0,3.0,,,,5.0,1.0,1.0,1.0,1.0,,,,,,,,,4.0,novatus_40,,,,,,,,,,,,,
14109670,home,Göztepe,Amine Cherni,cherni-amine,A. Cherni,D,15,181,874,M,1094487,EUR,994464000,M,15,15,False,,20.0,15.0,2.0,,0.0,4.0,5.0,11.0,15.0,3.0,2.0,4.0,,,,90.0,43.0,6.5,16.0,0.0338862,,0,,-0.04,0.06,0.2,,1.0,1.0,5.0,,2.0,1.0,,,2.0,1.0,,1.0,9.0,,,,,,Amine Cherni,,1.0,,2.0,,,,,,,,,,,,
14109670,home,Göztepe,Rhaldney,rhaldney,Rhaldney,M,26,184,223,M,992024,EUR,911520000,F,6,6,False,,15.0,12.0,3.0,1.0,0.0,4.0,5.0,8.0,10.0,3.0,,5.0,1.0,,,69.0,31.0,6.8,7.0,0.0827458,,1,,0.1,0.28,0.16,,1.0,,5.0,,2.0,,,2.0,2.0,1.0,1.0,2.0,3.0,,1.0,,0.0615,-0.28,,,2.0,,3.0,,,,,,,,,,,,
14109670,home,Göztepe,Juan Santos da Silva,juan,Juan,F,9,176,1031,M,1009928,EUR,1015459200,F,9,9,False,,12.0,7.0,,,0.0,1.0,2.0,6.0,10.0,5.0,,4.0,1.0,,,69.0,25.0,6.7,10.0,0.0152311,,2,,-0.17,0.17,-0.03,,3.0,2.0,9.0,,2.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,0.8168,0.25,,,3.0,,,1.0,1.0,1.0,1.0,0.0223,1.0,,,,,,
