match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_blockedScoringAttempt,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_outfielderBlock,stat_goals,captain,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAGoal
12441691,home,PSV Eindhoven,Noa Lang,,,noa-lang,N. Lang,F,77,173,15023,M,875136,EUR,929577600,F,10,10,False,50.0,42.0,3.0,3.0,0.0,5.0,5.0,39.0,49.0,,4.0,,,76.0,69.0,7.8,16.0,0.222171,2,,4.0,,3.0,2.0,4.0,2.0,,,2.0,,,1.0,,,,0.6348,,,1.0,0.9745,2.0,1.0,,1.0,noano,,1.0,,,,,,,
12441691,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173,6120,M,906021,EUR,973209600,D,8,8,True,8.0,7.0,,,0.0,5.0,6.0,2.0,3.0,,2.0,,,14.0,15.0,6.6,3.0,0.00102079,1,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,0.0269,,,,,,,,,sergino,,,,,,,,,
12441691,home,PSV Eindhoven,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,F,21,21,True,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,,,,14.0,10.0,6.6,2.0,0.00542351,0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
12441691,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,F,11,11,True,8.0,5.0,2.0,1.0,0.0,3.0,3.0,2.0,5.0,,1.0,,,14.0,10.0,6.5,4.0,0.00348077,0,,,,2.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,johanbakayoko,,,,,,,,,
12441691,home,PSV Eindhoven,Isaac Babadi,,,isaac-babadi,I. Babadi,M,10,179,1021,M,1120701,EUR,1112745600,M,26,26,True,4.0,2.0,1.0,,0.0,,,2.0,4.0,,1.0,,,1.0,4.0,,2.0,0.00596099,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12441691,home,PSV Eindhoven,Tygo Land,,,land-tygo,T. Land,M,18,180,850,M,1441117,EUR,1136937600,M,28,28,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,,1.0,3.0,,,0.00025322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,home,PSV Eindhoven,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189,376,M,610396,EUR,848102400,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,home,PSV Eindhoven,Niek Schiks,,,niek-schiks,N. Schiks,G,24,188,223,M,1134720,EUR,1075766400,G,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,home,PSV Eindhoven,Adamo Nagalo,Adamo Nagalo,,adamo-nagalo,A. Nagalo,D,39,185,3457,M,1108094,EUR,1032652800,D,39,39,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,home,PSV Eindhoven,Tyrell Malacia,,,tyrell-malacia,T. Malacia,D,12,169,8804,M,825839,EUR,934761600,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,tyrellmalacia,,,,,,,,,
12441691,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,450,M,825838,EUR,920592000,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,home,PSV Eindhoven,Esmir Bajraktarević,Esmir Bajraktarevic,,esmir-bajraktarevic,E. Bajraktarević,F,19,175,6905,M,1136110,EUR,1110412800,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Mattijs Branderhorst,,,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,31,31,False,30.0,14.0,23.0,7.0,0.0,8.0,8.0,6.0,22.0,2.0,10.0,1.0,1.0,90.0,40.0,6.3,16.0,0.00107536,0,0.0615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,
12441691,away,Fortuna Sittard,Ivo Pinto,,,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,24.0,17.0,6.0,,0.0,13.0,16.0,4.0,8.0,4.0,2.0,,,81.0,43.0,6.1,8.0,0.00358779,0,,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,3.0,,,,,,,,,,,,,,,True,,,,,,
12441691,away,Fortuna Sittard,Syb van Ottele,,,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,False,35.0,24.0,15.0,5.0,1.0,15.0,17.0,10.0,19.0,7.0,9.0,,,90.0,56.0,6.8,17.0,0.116374,0,,1.0,3.0,5.0,2.0,1.0,,1.0,1.0,,,,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
12441691,away,Fortuna Sittard,Rodrigo Guth,Rodrigo,Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,37.0,27.0,10.0,1.0,0.0,21.0,22.0,6.0,15.0,8.0,3.0,,,90.0,50.0,6.1,10.0,0.00208197,0,,,3.0,3.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,
12441691,away,Fortuna Sittard,Ryan Fosso,Ryan,Fosso,ryan-fosso,R. Fosso,M,80,183,188,M,1142147,EUR,1024272000,D,80,80,False,34.0,31.0,4.0,2.0,0.0,24.0,25.0,7.0,9.0,1.0,5.0,,,87.0,46.0,5.9,5.0,0.0108179,1,,,,,4.0,,,3.0,1.0,2.0,1.0,,1.0,4.0,,,0.0138,,,,,,,,,,,,,,1.0,,,,1.0
12441691,away,Fortuna Sittard,Mitchell Dijks,,,mitchell-dijks,M. Dijks,D,24,192,201,M,235400,EUR,729216000,D,35,35,False,29.0,23.0,3.0,,0.0,14.0,18.0,9.0,11.0,2.0,3.0,,,90.0,41.0,6.2,7.0,0.00286183,0,,,,1.0,5.0,4.0,3.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Kristoffer Peterson,,,kristoffer-peterson,K. Peterson,M,7,180,133,M,366942,EUR,785980800,M,7,7,False,10.0,7.0,1.0,,0.0,2.0,4.0,5.0,7.0,,3.0,,,45.0,18.0,6.0,9.0,0.00250917,0,,1.0,1.0,5.0,,2.0,,,,3.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Ezequiel Bullaude,,,ezequiel-bullaude,E. Bullaude,M,10,184,548,M,960077,EUR,972518400,M,33,33,False,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,,2.0,,,45.0,15.0,6.4,3.0,0.0263565,0,,,1.0,3.0,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,
12441691,away,Fortuna Sittard,Édouard Michut,,,edouard-michut,É. Michut,M,20,178,697,M,1048011,EUR,1046736000,M,20,20,False,27.0,27.0,,,0.0,19.0,19.0,8.0,10.0,1.0,2.0,,,90.0,42.0,6.2,7.0,0.0079279,0,,2.0,4.0,9.0,2.0,,,2.0,2.0,4.0,,,,,,1.0,,,3.0,,,,1.0,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Jasper Dahlhaus,,,jasper-dahlhaus,J. Dahlhaus,D,8,176,32,M,1048758,EUR,1006819200,M,8,8,False,23.0,19.0,,,0.0,11.0,12.0,8.0,15.0,1.0,4.0,,,90.0,37.0,7.1,11.0,0.00715195,2,,4.0,2.0,4.0,3.0,,,1.0,1.0,3.0,2.0,,,2.0,,2.0,0.2461,1.0,,1.0,0.5551,,,,,,,1.0,,,,,,,
12441691,away,Fortuna Sittard,Kaj Sierhuis,,,kaj-sierhuis,K. Sierhuis,F,9,180,498,M,855847,EUR,893635200,F,9,9,False,11.0,4.0,2.0,,0.0,1.0,3.0,3.0,9.0,1.0,2.0,,,74.0,22.0,6.3,12.0,0.00193764,0,,1.0,2.0,7.0,3.0,2.0,,1.0,1.0,1.0,2.0,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,2.0,,,,
12441691,away,Fortuna Sittard,Rosier Loreintz,,,loreintz-rosier,R. Loreintz,M,32,190,104,M,954812,EUR,903052800,M,32,32,True,19.0,18.0,,,0.0,7.0,7.0,11.0,12.0,2.0,2.0,,,45.0,25.0,6.5,2.0,0.0234897,0,,,,1.0,2.0,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Bojan Radulović,,,bojan-radulovic,B. Radulović,F,25,192,225,M,958578,EUR,946425600,F,19,19,True,13.0,11.0,,,0.0,3.0,3.0,8.0,10.0,,1.0,,,45.0,17.0,6.7,3.0,0.015019,0,,,1.0,3.0,5.0,1.0,1.0,,,1.0,2.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,
12441691,away,Fortuna Sittard,Luka Tunjić,Luka Tunjic,,luka-tunjic,L. Tunjić,M,77,183,250,M,1896133,EUR,1132358400,M,77,77,True,4.0,3.0,,,0.0,,,3.0,5.0,,,,,16.0,6.0,6.5,2.0,0.00428539,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Josip Mitrović,Josip,Mitrović,josip-mitrovic,J. Mitrović,M,11,174,184,M,880751,EUR,960681600,F,28,28,True,4.0,3.0,1.0,,0.0,1.0,2.0,2.0,2.0,,1.0,,,9.0,6.0,6.6,2.0,0.00304486,0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Tristan Schenkhuizen,Tristan,Schenkhuizen,tristan-schenkhuizen,T. Schenkhuizen,M,38,178,40,M,1386737,EUR,1089590400,M,38,38,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,3.0,2.0,,,0.00580743,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Niels Martens,Niels Martens,,niels-martens,N. Martens,G,25,201,18,M,1513291,EUR,1083888000,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Luuk Koopmans,,,luuk-koopmans,L. Koopmans,G,1,191,51,M,128992,EUR,753580800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441691,away,Fortuna Sittard,Darijo Grujčić,Darijo,Grujčić,darijo-grujcic,D. Grujčić,D,29,188,108,M,870118,EUR,927072000,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
