match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,captain,stat_outfielderBlock,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_interceptionWon,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,stat_errorLeadToAGoal,stat_bigChanceMissed
12437511,home,Leganés,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194.0,1184,M,94527,EUR,696211200,G,13,13,False,26.0,16.0,17.0,7.0,0.0,11.0,11.0,5.0,15.0,1.0,1.0,2.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,90.0,39.0,7.6,10.0,0.00225245,0,0.6743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437511,home,Leganés,Adrià Altimira,altimira-adria,A. Altimira,D,2,170.0,365,M,980732,EUR,985737600,D,2,2,False,46.0,41.0,3.0,1.0,0.0,20.0,22.0,21.0,26.0,1.0,5.0,3.0,8.0,,,,,,,90.0,67.0,7.2,10.0,0.0360231,1,,,,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0232,1.0,,,,,,,,,,,,,,,
12437511,home,Leganés,Jorge Sáenz,jorge-saenz,J. Sáenz,D,3,192.0,188,M,592098,EUR,848188800,D,3,3,False,56.0,51.0,6.0,3.0,0.0,42.0,42.0,9.0,14.0,,2.0,2.0,1.0,,,,,,,90.0,65.0,6.9,6.0,0.00466855,0,,,,,5.0,1.0,,,,2.0,2.0,,,1.0,,,3.0,,,,,,,,,,,,,,
12437511,home,Leganés,Sergio González,sergio-gonzalez,S. González,D,4,186.0,271,M,377234,EUR,703728000,D,6,6,False,52.0,49.0,6.0,4.0,0.0,43.0,43.0,6.0,9.0,,2.0,3.0,1.0,,,,,,,90.0,59.0,7.2,3.0,0.00252364,0,,,,,,,,,,1.0,1.0,,1.0,,,,,True,1.0,,,,,,,,,,,,
12437511,home,Leganés,Javier Hernández,javier-hernandez,J. Hernández,D,26,181.0,457,M,1031658,EUR,894067200,D,20,20,False,51.0,42.0,4.0,1.0,0.0,23.0,27.0,19.0,25.0,1.0,3.0,2.0,1.0,,,,,,,90.0,72.0,7.4,17.0,0.10012,3,,,,1.0,10.0,1.0,1.0,,1.0,1.0,,4.0,1.0,5.0,0.1275,,2.0,,,1.0,2.0,1.0,0.7713,,,,,,,,
12437511,home,Leganés,Juan Cruz,juan-cruz,J. Cruz,M,10,179.0,541,M,936234,EUR,956620800,M,11,11,False,24.0,21.0,,,0.0,6.0,7.0,15.0,19.0,1.0,4.0,,4.0,,,,,,,90.0,45.0,7.5,9.0,0.0468636,1,,,,2.0,5.0,1.0,2.0,1.0,,1.0,,,1.0,,0.8924,1.0,,,,3.0,1.0,1.0,0.9953,2.0,,,,,,,
12437511,home,Leganés,Seydouba Cisse,seydouba-cisse,S. Cisse,M,8,172.0,3843,M,906065,EUR,981763200,M,8,8,False,39.0,37.0,,,1.0,12.0,13.0,25.0,26.0,,3.0,,,,,,,,,74.0,51.0,7.2,5.0,0.0731216,2,,,,,7.0,3.0,1.0,,1.0,2.0,1.0,,1.0,,0.2365,2.0,1.0,,,2.0,,,,,seydoubacisse32,1.0,1.0,,,,
12437511,home,Leganés,Renato Tapia,renato-tapia,R. Tapia,M,13,185.0,3151,M,352376,EUR,806889600,M,5,5,False,51.0,46.0,4.0,1.0,0.0,16.0,19.0,30.0,32.0,1.0,4.0,,6.0,,,,,,,83.0,61.0,6.9,7.0,0.0309471,1,,,,,2.0,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,0.0218,,,,,,,,,,,,,,,,
12437511,home,Leganés,Yan Diomande,yan-diomande,Y. Diomande,F,49,180.0,20639,M,2087085,EUR,1163462400,M,30,30,False,28.0,26.0,,,1.0,7.0,7.0,19.0,22.0,,10.0,,4.0,,,,,,,63.0,52.0,9.5,10.0,0.151376,3,,Yan Diomande,,1.0,5.0,1.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,,0.5245,3.0,1.0,,,2.0,1.0,1.0,0.8485,1.0,,,1.0,,,,
12437511,home,Leganés,Dani Raba,dani-raba,D. Raba,F,19,184.0,999,M,873947,EUR,814924800,F,10,10,False,34.0,30.0,,,0.0,4.0,4.0,28.0,35.0,,5.0,1.0,3.0,,,,,,,75.0,59.0,7.5,14.0,0.198542,4,,,,5.0,6.0,2.0,5.0,4.0,1.0,,,2.0,1.0,1.0,0.28,2.0,,,,2.0,2.0,,0.2444,,,,1.0,2.0,,,
12437511,home,Leganés,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175.0,3412,M,350170,EUR,809913600,F,23,23,False,27.0,24.0,,,0.0,4.0,4.0,20.0,23.0,1.0,5.0,,2.0,,,,,,,63.0,38.0,7.0,7.0,0.0300794,0,,,,,4.0,,1.0,1.0,,,,2.0,4.0,,,1.0,2.0,,,2.0,,,,,,,,,1.0,,
12437511,home,Leganés,Diego García,diego-garcia,D. Garcia,F,19,188.0,234,M,1121475,EUR,956016000,F,19,19,True,3.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,,,,,,,,,27.0,5.0,6.5,2.0,0.0001281,1,,Diego Garcia,,1.0,1.0,,,,1.0,,,,,1.0,0.0287,,,,,,,,,,,,,,1.0,,
12437511,home,Leganés,Duk,luis-henriques-de-barros-lopes,Duk,F,11,182.0,474,M,1390389,EUR,950659200,F,18,18,True,9.0,6.0,,,0.0,3.0,4.0,3.0,5.0,1.0,3.0,,1.0,,,,,,,27.0,16.0,6.6,6.0,0.00808535,0,,Duk,,,2.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,
12437511,home,Leganés,Darko Brašanac,darko-brasanac,D. Brašanac,M,5,178.0,208,M,94539,EUR,697852800,M,14,14,True,7.0,7.0,,,0.0,4.0,4.0,3.0,3.0,,,,,,,,,,,16.0,8.0,6.5,1.0,0.0009715,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12437511,home,Leganés,Miguel de la Fuente,miguel-de-la-fuente,M. d. l. Fuente,F,24,182.0,395,M,914212,EUR,936316800,F,9,9,True,5.0,4.0,,,0.0,2.0,2.0,3.0,4.0,,,,1.0,,,,,,,15.0,8.0,6.5,2.0,0.0038572,0,,,,1.0,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,
12437511,home,Leganés,Julián Chicco,julian-chicco,J. Chicco,M,14,181.0,173,M,822594,EUR,884649600,M,24,24,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,8.0,7.0,6.6,1.0,0.00374534,0,,Julián,Chicco,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
12437511,home,Leganés,Alvin Abajas,alvin,A. Abajas,G,1,186.0,34,M,1513618,EUR,1052697600,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437511,home,Leganés,Juan Soriano,juan-soriano,J. Soriano,G,1,186.0,154,M,547246,EUR,872294400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437511,home,Leganés,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188.0,481,M,98440,EUR,733276800,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437511,home,Leganés,Iker Bachiller,bachiller-iker,I. Bachiller,D,28,169.0,9,M,978652,EUR,1031961600,D,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437511,home,Leganés,Hugo Solozábal,hugo-solozabal,H. Solozábal,M,34,,14,M,1429059,EUR,1044576000,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Hugo Solozabal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437511,home,Leganés,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174.0,618,M,794948,EUR,898992000,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437511,home,Leganés,Roberto López,roberto-lopez,R. López,M,14,178.0,200,M,958018,EUR,956534400,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437511,away,Real Valladolid,Karl Hein,karl-hein,K. Hein,G,13,193.0,4102,M,991591,EUR,1018656000,G,13,13,False,28.0,22.0,10.0,5.0,0.0,19.0,21.0,3.0,7.0,,,1.0,4.0,,1.0,3.0,,,,90.0,35.0,6.0,7.0,0.00045252,0,-0.1405,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,
12437511,away,Real Valladolid,Antonio Candela,candela-antonio,A. Candela,D,26,182.0,271,M,862464,EUR,956793600,D,22,22,False,7.0,4.0,2.0,1.0,0.0,2.0,4.0,2.0,4.0,,,1.0,1.0,,,,,,,45.0,19.0,5.3,10.0,0.00207193,0,,,,1.0,7.0,2.0,3.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,
12437511,away,Real Valladolid,Joseph Aidoo,joseph-aidoo,J. Aidoo,D,4,184.0,857,M,796320,EUR,812332800,D,16,16,False,18.0,14.0,2.0,,0.0,11.0,12.0,3.0,6.0,3.0,3.0,4.0,,,,,,,,45.0,25.0,6.3,4.0,0.00102237,0,,,,,2.0,,,,,,,,,2.0,,,1.0,,1.0,,,,,1.0,,,,,,,
12437511,away,Real Valladolid,Eray Cömert,eray-comert,E. Cömert,D,24,183.0,508,M,814023,EUR,886550400,D,15,15,False,47.0,42.0,5.0,2.0,0.0,32.0,34.0,10.0,13.0,,5.0,8.0,5.0,,,,,,,90.0,68.0,6.7,7.0,0.00208946,0,,,,,3.0,1.0,1.0,1.0,,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,3.0,,,,,,,
12437511,away,Real Valladolid,Henrique,henrique,Henrique,D,3,173.0,390,M,336851,EUR,767232000,D,17,17,False,37.0,31.0,2.0,1.0,0.0,16.0,20.0,15.0,18.0,,3.0,2.0,1.0,,,,,,,90.0,54.0,6.3,10.0,0.00750946,1,,Henrique,,1.0,2.0,,,,1.0,3.0,,1.0,,1.0,0.0262,1.0,,,,1.0,,,,1.0,,,,,,,
