match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goals
13981602,home,Cagliari,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,1,1,False,28.0,22.0,9.0,3.0,0.0,21.0,22.0,1.0,6.0,7.0,1.0,3.0,90.0,35.0,6.8,6.0,0.00063837,63.90237985819,9.0,21.84,13.23,0.4459,0,0.3394,0.03,-0.1,-0.1,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981602,home,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,52.0,45.0,4.0,1.0,0.0,31.0,31.0,14.0,21.0,1.0,,,90.0,66.0,6.3,14.0,0.00778761,179.18195610236,22.0,72.66,22.68,,0,,-0.1,0.17,-0.23,,True,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,22.688255640309,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981602,home,Cagliari,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,51.0,50.0,1.0,,0.0,45.0,45.0,5.0,6.0,2.0,,,90.0,66.0,6.5,2.0,0.00152354,90.557778291547,16.0,6.72,6.72,,0,,0.06,0.03,-0.02,,,,8.0,5.0,1.0,,1.0,1.0,1.0,,,4.0,2.0,7.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
13981602,home,Cagliari,Juan Rodríguez,Juan Rodríguez,,rodriguez-juan,J. Rodríguez,D,15,190,820,M,1485391,EUR,1117411200,D,15,15,False,58.0,53.0,4.0,1.0,0.0,44.0,47.0,9.0,11.0,5.0,,,90.0,71.0,6.9,5.0,0.00286617,106.13447717293,18.0,34.86,11.34,,0,,0.08,0.03,0.31,,,,4.0,4.0,,,4.0,4.0,,,,3.0,,4.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
13981602,home,Cagliari,Marco Palestra,,,palestra-marco,M. Palestra,M,2,186,2182,M,1397736,EUR,1109808000,M,2,2,False,36.0,34.0,1.0,1.0,0.0,20.0,20.0,14.0,16.0,5.0,,,90.0,63.0,6.9,15.0,0.0516235,276.38587973004,29.0,187.32,31.08,,1,,0.12,0.37,-0.06,,,8.0,7.0,7.0,1.0,4.0,2.0,2.0,2.0,122.01396070532,6.0,1.0,1.0,,1.0,3.0,,,2.0,2.0,1.0,1.0,0.1401,1.0,-0.4,,,,,,,,,,
13981602,home,Cagliari,Michel Adopo,,,michel-ndary-adopo,M. N. Adopo,M,8,187,534,M,928777,EUR,963964800,M,8,8,False,39.0,35.0,3.0,2.0,0.0,20.0,23.0,15.0,16.0,5.0,,,90.0,44.0,6.7,5.0,0.017471,96.152385284834,15.0,29.925,19.845,,1,,0.19,0.14,-0.04,,,,3.0,2.0,1.0,,2.0,1.0,1.0,32.843050659069,2.0,2.0,,,,,,,,,,,0.0313,1.0,-0.21,1.0,0.0188,,,,,,,,
13981602,home,Cagliari,Matteo Prati,,,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,False,26.0,22.0,5.0,1.0,0.0,13.0,14.0,9.0,12.0,5.0,,,61.0,31.0,6.2,4.0,0.00841769,41.320534768008,7.0,8.4,6.72,,2,,0.04,0.1,-0.04,,,,4.0,,,,,,,,,3.0,,1.0,,,1.0,,,,,2.0,0.043,1.0,-0.17,,,,,,,,,,
13981602,home,Cagliari,Luca Mazzitelli,,,luca-mazzitelli,L. Mazzitelli,M,4,180,415,M,369866,EUR,816393600,M,4,4,False,42.0,35.0,8.0,3.0,0.0,19.0,20.0,16.0,22.0,1.0,,,83.0,57.0,6.9,8.0,0.00957697,109.59773365857,17.0,45.465,10.605,,1,,0.03,0.3,0.32,,,,6.0,5.0,1.0,1.0,3.0,1.0,1.0,9.1062884316279,1.0,4.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,0.0879,,-0.51,,,,,,,,,,
13981602,home,Cagliari,Adam Obert,,,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,M,33,33,False,29.0,26.0,3.0,2.0,0.0,18.0,18.0,8.0,11.0,4.0,,,61.0,49.0,7.2,7.0,0.00410525,89.143165444689,11.0,46.41,11.55,,0,,0.03,0.24,0.2,,,3.0,1.0,6.0,,3.0,3.0,2.0,1.0,,,,,4.0,,,1.0,,,,3.0,,,,,,,,,,,,,,
13981602,home,Cagliari,Semih Kılıçsoy,,,semih-kilicsoy,S. Kilicsoy,F,9,178,11712,M,1142606,EUR,1124064000,F,9,9,False,16.0,12.0,1.0,1.0,0.0,4.0,5.0,8.0,11.0,2.0,,,83.0,31.0,6.1,13.0,0.0152927,75.998107116247,11.0,19.53,11.97,,1,,0.07,0.05,-0.01,,,,7.0,1.0,,4.0,,,5.0,12.416103897761,1.0,2.0,,,,1.0,1.0,,,,,,0.0735,,-0.09,,,semihkilicsoy9,1.0,,,,,,
