match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_goals,stat_hitWoodwork,stat_penaltyWon,stat_totalOffside,captain,player_lastName,stat_penaltyFaced,stat_penaltyConceded
14083185,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,27.0,23.0,8.0,4.0,0.0,21.0,23.0,2.0,4.0,5.0,3.0,5.0,1.0,1.0,90.0,33.0,8.3,4.0,0.00037794,48.720825974392,6.0,24.99,15.645,0.7566,0,1.0306,0.02,0.01,0.15,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083185,home,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184,117937,M,asencio,1156645,EUR,1045094400,D,17,17,False,45.0,41.0,2.0,1.0,0.0,18.0,19.0,23.0,26.0,3.0,,,,,89.0,61.0,7.2,6.0,0.0456034,142.57235447017,15.0,25.305,36.54,,0,,0.13,0.03,0.19,,3.0,4.0,7.0,1.0,2.0,1.0,1.0,2.0,3.0,60.051573286876,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083185,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,69.0,63.0,7.0,3.0,0.0,42.0,42.0,21.0,27.0,1.0,,,,,90.0,72.0,7.1,6.0,0.0181427,139.13656155841,23.0,64.995,13.86,,1,,0.25,0.13,-0.03,,2.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,0.0167,-0.14,,,,,,,,,,,,,,,,,,,,,,,
14083185,home,Real Madrid,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195,160912,M,deanhuijsen,1176744,EUR,1113436800,D,24,24,False,88.0,80.0,6.0,4.0,0.0,46.0,48.0,34.0,40.0,3.0,,,,,90.0,104.0,7.8,8.0,0.017553,233.09776944074,30.0,137.76,26.145,,2,,0.25,0.31,0.26,,5.0,2.0,9.0,,1.0,1.0,,2.0,,60.519783537934,3.0,1.0,2.0,7.0,0.3117,-0.53,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
14083185,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,False,23.0,19.0,2.0,1.0,0.0,9.0,9.0,10.0,14.0,1.0,,,,,90.0,42.0,6.7,8.0,0.0389267,51.559108904254,7.0,24.085,12.6,,1,,-0.11,0.34,0.14,,,4.0,4.0,,2.0,1.0,1.0,1.0,,12.835602985446,1.0,1.0,,,0.1694,-0.52,1.0,3.0,1.0,1.0,1.0,,,2.0,1.0,1.0,0.3806,,,,,,,,,,,,
14083185,home,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,AGüler,1091116,EUR,1109289600,M,15,15,False,41.0,38.0,3.0,3.0,0.0,18.0,18.0,20.0,23.0,4.0,,,,,72.0,59.0,6.8,11.0,0.0587703,163.7650649595,22.0,27.51,13.545,,1,,0.09,0.31,0.15,,,4.0,1.0,2.0,1.0,1.0,2.0,,2.0,37.198575814642,2.0,,,,0.0194,-0.07,,,,,,1.0,,4.0,1.0,,,Arda Guler,1.0,3.0,,,,,,,,,
14083185,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,14,14,False,72.0,65.0,1.0,1.0,0.0,34.0,37.0,31.0,35.0,5.0,,,,,90.0,78.0,7.4,9.0,0.155901,243.05886882535,33.0,49.14,28.35,,0,,0.3,0.14,0.15,,4.0,4.0,6.0,1.0,2.0,2.0,1.0,,2.0,29.107210721744,1.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
14083185,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,42.0,39.0,5.0,5.0,0.0,14.0,14.0,25.0,28.0,2.0,,,,,90.0,65.0,9.2,7.0,0.0923607,195.61758256825,21.0,138.915,17.85,,2,,0.26,0.35,0.29,,1.0,5.0,12.0,3.0,3.0,1.0,1.0,6.0,,66.338605655756,4.0,1.0,,2.0,0.1558,0.53,1.0,2.0,2.0,,1.0,,,,,1.0,0.8166,,1.0,3.0,,1.0,,,,,,,
14083185,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,False,36.0,32.0,2.0,1.0,1.0,5.0,5.0,27.0,31.0,9.0,,,,,90.0,52.0,8.2,6.0,0.665774,352.3098707218,27.0,187.49,40.005,,1,,0.3,0.6,0.18,,,5.0,5.0,,,,1.0,4.0,3.0,179.06988920553,7.0,,,1.0,0.0642,-0.27,2.0,2.0,1.0,,,2.0,,3.0,3.0,1.0,0.3619,,,6.0,3.0,,1.0,1.0,,,,,
14083185,home,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,10,10,False,16.0,14.0,,,0.0,5.0,5.0,9.0,11.0,1.0,,,,,90.0,40.0,7.6,12.0,0.146603,90.814644611204,11.0,45.885,16.17,,9,,0.45,0.26,-0.01,,1.0,4.0,5.0,1.0,,,5.0,,1.0,47.386837922634,3.0,,4.0,,1.5727,0.05,,6.0,4.0,2.0,,,,1.0,,4.0,1.5448,,1.0,1.0,,1.0,1.0,,1.0,,,,
