match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_interceptionWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
12513672,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,37.0,27.0,16.0,6.0,0.0,27.0,29.0,8.0,1.0,10.0,1.0,2.0,3.0,90.0,50.0,6.9,10.0,0.00021989,0,-0.1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513672,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,40.0,33.0,5.0,2.0,0.0,18.0,21.0,21.0,1.0,1.0,,,,90.0,71.0,6.7,16.0,0.178183,1,,Zé,Carlos,True,17.0,2.0,2.0,2.0,1.0,9.0,7.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,0.0275,1.0,,,,,,,,,,,,,
12513672,home,Gil Vicente,Marvin Elimbi,marvin-elimbi,M. Elimbi,D,4,186,83,M,1114164,EUR,1045699200,D,4,4,False,64.0,55.0,15.0,9.0,0.0,43.0,45.0,19.0,4.0,6.0,,,,90.0,71.0,6.9,9.0,0.0107727,0,,Marvin,Elimbi,,12.0,,,,3.0,2.0,4.0,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
12513672,home,Gil Vicente,Jonathan Buatu,jonathan-buatu-mananga,J. Buatu,D,39,187,415,M,800348,EUR,749088000,D,39,39,False,51.0,48.0,6.0,4.0,0.0,41.0,42.0,9.0,1.0,1.0,,,,90.0,59.0,6.6,5.0,0.00210597,0,,,,,7.0,,,1.0,2.0,6.0,4.0,2.0,1.0,,,,2.0,2.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,
12513672,home,Gil Vicente,Jonathan Mutombo,jonathan-mutombo-mawesi,J. Mutombo,D,45,190,54,M,1004444,EUR,1030406400,D,45,45,False,48.0,36.0,5.0,1.0,0.0,18.0,22.0,27.0,1.0,6.0,,,,90.0,66.0,7.2,14.0,0.0194191,1,,Jonathan,Mutombo,,18.0,1.0,,,,1.0,5.0,,,2.0,1.0,,2.0,2.0,,2.0,,,0.0257,1.0,2.0,1.0,0.028,,,,,,,,,,
12513672,home,Gil Vicente,Mohamed Bamba,mohamed-bamba,M. Bamba,M,8,188,181,M,1537180,EUR,1097193600,M,8,8,False,59.0,45.0,10.0,5.0,0.0,32.0,34.0,25.0,,11.0,,,,90.0,74.0,6.8,16.0,0.0229538,2,,Mohamed,Bamba,,13.0,,,4.0,1.0,7.0,5.0,1.0,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,,0.3772,2.0,3.0,1.0,0.3925,1.0,1.0,,,,,,,,
12513672,home,Gil Vicente,Facundo Cáseres,facundo-caseres,F. Cáseres,M,5,178,226,M,989837,EUR,991008000,M,5,5,False,38.0,35.0,9.0,8.0,0.0,20.0,20.0,18.0,1.0,7.0,,,,83.0,44.0,7.1,3.0,0.0166995,1,,,,,15.0,,,,1.0,2.0,3.0,,,,,1.0,,,,2.0,2.0,,0.022,1.0,,,,,,1.0,,,,,,,
12513672,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,M,71,71,False,32.0,23.0,4.0,3.0,0.0,4.0,4.0,39.0,,2.0,,,,90.0,55.0,7.4,19.0,0.47559,5,,,,,24.0,11.0,5.0,,,4.0,1.0,,3.0,,,2.0,,,,1.0,1.0,,0.4876,2.0,,2.0,0.0743,1.0,1.0,,1.0,,,,,,
12513672,home,Gil Vicente,Santi García,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,19,19,False,38.0,30.0,3.0,3.0,0.0,15.0,15.0,24.0,3.0,5.0,,,,90.0,64.0,8.3,14.0,0.342946,3,,,,,15.0,1.0,,2.0,,5.0,6.0,,,5.0,3.0,,2.0,2.0,2.0,1.0,1.0,,0.2611,2.0,2.0,1.0,0.2083,,2.0,,1.0,1.0,1.0,,,,
12513672,home,Gil Vicente,Joao Marques,marques-joao,J. Marques,M,11,179,304,M,1087321,EUR,1013558400,M,33,33,False,22.0,19.0,1.0,1.0,1.0,6.0,6.0,17.0,,2.0,,,,78.0,35.0,6.9,9.0,0.0563058,1,,,,,13.0,1.0,,1.0,2.0,6.0,4.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,,0.1134,2.0,,,,,1.0,,,,,,,,
12513672,home,Gil Vicente,Pablo Felipe,pablo-felipe,P. Felipe,F,19,184,2627,M,1101174,EUR,1073001600,F,90,90,False,19.0,15.0,2.0,2.0,0.0,5.0,8.0,12.0,,,,,,82.0,31.0,7.1,6.0,0.291416,1,,Pablo Felipe Pereira de Jesus,,,11.0,1.0,1.0,5.0,3.0,8.0,6.0,,1.0,1.0,,1.0,1.0,,,2.0,1.0,,0.0896,2.0,,,,,,,,1.0,,,,,
12513672,home,Gil Vicente,Sergio Bermejo,sergio-bermejo,S. Bermejo,M,17,170,42,M,949449,EUR,871776000,F,22,22,True,5.0,5.0,,,0.0,2.0,2.0,3.0,,1.0,,,,12.0,16.0,6.1,6.0,0.00048118,0,,Sergio,Bermejo,,3.0,,,,,5.0,,,3.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
