match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,captain,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_lastManTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoalsOnTarget,stat_aerialWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12499750,home,Borussia Dortmund,Alexander Meyer,alexander-meyer,A. Meyer,G,33,196,878,M,138491,EUR,671500800,G,33,33,False,39.0,28.0,17.0,6.0,0.0,24.0,25.0,4.0,14.0,11.0,1.0,1.0,90.0,43.0,6.7,11.0,0.0191345,1.0,0,-0.6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499750,home,Borussia Dortmund,Pascal Groß,pascal-gross,P. Groß,M,30,181,4705,M,48480,EUR,676944000,D,13,13,False,68.0,51.0,9.0,3.0,0.0,28.0,32.0,24.0,46.0,5.0,,,90.0,110.0,7.2,28.0,0.175498,3.0,0,,pascalgross65,10.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499750,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,138156,EUR,758332800,D,23,23,False,64.0,60.0,4.0,2.0,0.0,45.0,46.0,15.0,18.0,3.0,,,90.0,81.0,7.7,6.0,0.0110658,,1,,emrecan23,,,7.0,6.0,2.0,4.0,5.0,4.0,,1.0,,,True,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0188,,,,,,,,,,,,
12499750,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,940871,EUR,944006400,D,4,4,False,69.0,61.0,11.0,5.0,0.0,36.0,37.0,25.0,32.0,4.0,,,90.0,83.0,7.4,8.0,0.0189421,,2,,nico.schlotterbeck,,,3.0,5.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,0.1484,1.0,1.0,1.0,0.0724,,,,,,,,
12499750,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,577726,EUR,797990400,D,5,5,False,51.0,42.0,6.0,2.0,0.0,20.0,22.0,23.0,31.0,10.0,,,90.0,77.0,6.8,13.0,0.134181,1.0,2,,rbens,2.0,1.0,5.0,5.0,,1.0,1.0,,1.0,3.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,0.0841,,,,,2.0,1.0,,,,,,
12499750,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,907463,EUR,971136000,M,8,8,False,63.0,53.0,9.0,7.0,1.0,26.0,30.0,27.0,34.0,8.0,,,90.0,80.0,8.1,12.0,0.0974933,3.0,1,,,1.0,,4.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,,1.0,0.0184,,1.0,3.0,,4.0,1.0,,,,,,
12499750,home,Borussia Dortmund,Maximilian Beier,maximilian-beier,M. Beier,F,14,183,4887,M,980628,EUR,1034812800,M,14,14,False,37.0,27.0,,,1.0,9.0,10.0,19.0,29.0,5.0,,,89.0,69.0,8.5,20.0,0.381898,3.0,3,,,2.0,1.0,5.0,8.0,,,1.0,,3.0,,,,,,3.0,6.0,4.0,2.0,,,,3.0,0.6337,1.0,,2.0,0.6952,,1.0,1.0,1.0,,,,
12499750,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,133908,EUR,763862400,M,20,20,False,23.0,20.0,1.0,,0.0,7.0,8.0,13.0,16.0,5.0,,,67.0,37.0,6.7,8.0,0.0413447,,0,,marcel7sabitzer,1.0,,3.0,4.0,1.0,,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,3.0,,,,,,1.0,,,,,,,
12499750,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,226978,EUR,830995200,M,10,10,False,50.0,43.0,2.0,1.0,0.0,18.0,19.0,26.0,32.0,6.0,,,90.0,64.0,6.9,12.0,0.187373,3.0,4,,julianbrandt,1.0,1.0,5.0,1.0,1.0,,1.0,1.0,,,,,,1.0,2.0,1.0,,,,,,1.0,0.4623,2.0,2.0,,0.1742,,1.0,1.0,,,,,
12499750,home,Borussia Dortmund,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23992,M,1140599,EUR,1091923200,M,43,43,False,21.0,17.0,,,0.0,5.0,5.0,13.0,18.0,2.0,,,79.0,42.0,6.8,10.0,0.24816,1.0,5,,jbgittens,2.0,1.0,3.0,6.0,,,1.0,,,1.0,,,,,1.0,6.0,5.0,,,,,2.0,0.6551,2.0,3.0,1.0,0.6172,,1.0,2.0,,1.0,,,
