match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,player_gender,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_clearanceOffLine,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_goalAssist,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10438018,home,Boavista,Rafael Bracali,rafael-bracali,R. Bracali,G,182,29,44676,EUR,357868800,G,1,1,False,True,25.0,18.0,12.0,5.0,14.0,16.0,4.0,9.0,1.0,1.0,6.0,3.0,90.0,35.0,6.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438018,home,Boavista,Reggie Cannon,reggie-cannon,R. Cannon,D,180,224,864226,EUR,897523200,D,2,2,False,,45.0,40.0,3.0,,26.0,28.0,15.0,20.0,,2.0,5.0,,81.0,57.0,6.7,8.0,0,4,M,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438018,home,Boavista,Vincent Sasso,vincent-sasso,V. Sasso,D,190,44,74071,EUR,666662400,D,23,23,False,,87.0,82.0,7.0,4.0,67.0,70.0,15.0,17.0,3.0,9.0,5.0,,90.0,99.0,7.1,5.0,0,23,M,,,4.0,,,4.0,,2.0,2.0,2.0,3.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,
10438018,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,846416,EUR,758505600,D,26,26,False,,82.0,72.0,15.0,8.0,55.0,59.0,17.0,24.0,,2.0,4.0,,90.0,95.0,7.6,12.0,0,26,M,1.0,,,,,3.0,1.0,3.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
10438018,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,1134441,EUR,923097600,D,70,70,False,,23.0,14.0,5.0,2.0,6.0,11.0,9.0,14.0,1.0,7.0,2.0,,45.0,45.0,7.3,12.0,0,70,M,2.0,1.0,1.0,,,,,1.0,2.0,1.0,,2.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10438018,home,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,176,396,158597,EUR,733363200,M,24,24,False,,49.0,46.0,4.0,3.0,32.0,33.0,14.0,16.0,,3.0,5.0,,63.0,53.0,6.9,3.0,0,42,M,,,2.0,1.0,,,,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10438018,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,587416,EUR,689817600,M,21,21,False,,26.0,21.0,,,9.0,10.0,12.0,19.0,,5.0,5.0,,89.0,41.0,7.1,13.0,1,11,M,3.0,,4.0,1.0,,,,1.0,1.0,,2.0,2.0,,2.0,,,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
10438018,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,984810,EUR,886377600,M,8,8,False,,35.0,31.0,2.0,1.0,11.0,12.0,21.0,26.0,,4.0,7.0,,90.0,51.0,7.5,9.0,2,8,M,3.0,1.0,4.0,,,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,2.0,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,
10438018,home,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,180,299,847013,EUR,869788800,M,42,42,False,,46.0,42.0,1.0,,28.0,29.0,14.0,17.0,3.0,11.0,8.0,,90.0,70.0,7.0,11.0,3,42,M,,,10.0,,2.0,,,3.0,6.0,3.0,3.0,,1.0,1.0,,,,5.0,1.0,,1.0,,2.0,,,1.0,,,,,,,
10438018,home,Boavista,Ricardo Mangas,mangas-ricardo,R. Mangas,D,179,1156,878496,EUR,890179200,M,19,19,False,,36.0,29.0,2.0,2.0,15.0,20.0,15.0,17.0,1.0,4.0,11.0,,90.0,59.0,8.6,12.0,4,91,M,1.0,1.0,3.0,1.0,,1.0,,1.0,,,2.0,4.0,,2.0,,Ricardo,Mangas,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,
