match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_fouls,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_keyPass,stat_accurateCross,captain,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget
12504347,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,22.0,10.0,19.0,7.0,0.0,3.0,3.0,7.0,19.0,3.0,12.0,1.0,90.0,32.0,7.1,12.0,0.00487806,0,0.0666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504347,home,Hellas Verona,Daniele Ghilardi,daniele-ghilardi,D. Ghilardi,D,87,189,1128,M,1384847,EUR,1041811200,D,87,87,False,38.0,31.0,6.0,1.0,0.0,19.0,20.0,12.0,19.0,4.0,1.0,,90.0,51.0,7.2,8.0,0.00866472,0,,,,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12504347,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,False,46.0,45.0,2.0,2.0,0.0,32.0,32.0,13.0,14.0,10.0,4.0,,90.0,70.0,7.9,2.0,0.00612497,0,,,,,1.0,3.0,4.0,7.0,2.0,4.0,3.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
12504347,home,Hellas Verona,Nicolás Valentini,nicolas-valentini,N. Valentini,D,6,184,1144,M,1116570,EUR,986515200,D,6,6,False,40.0,28.0,12.0,4.0,0.0,17.0,22.0,11.0,18.0,7.0,6.0,,90.0,60.0,7.4,14.0,0.00285689,0,,Nicolás Valentini,,,,5.0,2.0,6.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12504347,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,16.0,12.0,2.0,,0.0,4.0,5.0,8.0,15.0,,5.0,,90.0,33.0,6.8,10.0,0.0132362,0,,,,4.0,,,1.0,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12504347,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,M,33,33,False,37.0,27.0,4.0,2.0,0.0,14.0,14.0,14.0,28.0,,6.0,,90.0,56.0,7.1,17.0,0.0665343,0,,,,5.0,,,1.0,8.0,,4.0,1.0,1.0,,1.0,,,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,
12504347,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,M,27,27,False,31.0,25.0,5.0,3.0,0.0,17.0,19.0,8.0,12.0,2.0,3.0,,70.0,37.0,6.7,6.0,0.00367375,0,,,,,,,3.0,2.0,1.0,2.0,2.0,,2.0,,,1.0,,,,,,True,,,,,,,,,,,,
12504347,home,Hellas Verona,Antoine Bernede,antoine-bernede,A. Bernede,M,24,177,421,M,837080,EUR,927676800,M,24,24,False,14.0,11.0,1.0,1.0,0.0,5.0,6.0,6.0,8.0,,4.0,,58.0,20.0,6.6,7.0,0.00384154,0,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,4.0,,,,,,,,,,,,,,,,,
12504347,home,Hellas Verona,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,897594,EUR,944784000,M,12,12,False,23.0,18.0,3.0,,0.0,5.0,5.0,14.0,23.0,,2.0,,83.0,48.0,6.8,12.0,0.041071,0,,,,5.0,,,2.0,2.0,1.0,,,2.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
12504347,home,Hellas Verona,Amin Sarr,sarr-amin,A. Sarr,F,9,190,942,M,1022204,EUR,984268800,F,9,9,False,21.0,14.0,1.0,1.0,0.0,2.0,4.0,12.0,17.0,,1.0,,83.0,31.0,6.8,12.0,0.0238466,1,,,,,4.0,5.0,5.0,6.0,,,,2.0,,1.0,,,4.0,,,,,,1.0,0.1022,,,,,,,,,,
