match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalCross,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,captain,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_errorLeadToAShot
14032423,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,29.0,21.0,13.0,6.0,0.0,16.0,18.0,5.0,11.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,90.0,38.0,6.7,8.0,0.00205182,47.147922639854,9.0,28.875,6.195,0,-0.76,0.04,0.0,-0.03,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032423,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,51.0,45.0,6.0,2.0,0.0,37.0,39.0,8.0,12.0,1.0,3.0,7.0,1.0,,,,90.0,65.0,6.7,9.0,0.0643711,117.01767750901,21.0,-1.575,6.93,0,,0.24,0.0,-0.1,,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14032423,home,Oud-Heverlee Leuven,Noë Dussenne,,,noe-dussenne,N. Dussenne,D,3,191.0,108,M,115569,EUR,702604800,D,3,3,False,61.0,50.0,14.0,9.0,0.0,39.0,42.0,11.0,19.0,5.0,6.0,10.0,2.0,,,,90.0,76.0,6.9,11.0,0.0999574,188.76567499588,29.0,92.295,17.955,0,,-0.07,0.21,-0.01,,4.0,5.0,,2.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14032423,home,Oud-Heverlee Leuven,Roggerio Nyakossi,,,roggerio-nyakossi,R. Nyakossi,D,34,194.0,192,M,1129502,EUR,1073952000,D,34,34,False,45.0,43.0,2.0,1.0,0.0,32.0,32.0,11.0,13.0,1.0,2.0,1.0,4.0,,,,90.0,50.0,6.5,3.0,0.00666221,61.056349759899,11.0,9.555,8.295,1,,0.17,-0.04,-0.12,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,0.0478,-0.14,,,,,,,,,,,,,,,,,
14032423,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,M,27,27,False,30.0,24.0,4.0,2.0,0.0,15.0,18.0,9.0,12.0,1.0,6.0,1.0,4.0,,,,75.0,45.0,6.6,11.0,0.00527424,70.357596011289,13.0,19.95,10.185,0,,0.01,0.2,-0.17,,2.0,6.0,3.0,,3.0,1.0,3.0,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
14032423,home,Oud-Heverlee Leuven,Łukasz Łakomy,,,lukasz-lakomy,Ł. Łakomy,M,24,181.0,794,M,1001201,EUR,979776000,M,24,24,False,32.0,23.0,8.0,4.0,1.0,8.0,10.0,15.0,22.0,1.0,2.0,,2.0,,,,75.0,42.0,6.6,12.0,0.105017,50.463800777938,9.0,10.605,8.715,0,,0.31,0.07,-0.19,,1.0,6.0,2.0,,,,,3.0,2.0,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14032423,home,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171.0,119,M,192268,EUR,766454400,M,4,4,False,21.0,18.0,2.0,1.0,0.0,9.0,10.0,9.0,11.0,2.0,6.0,4.0,9.0,,,,90.0,38.0,6.9,6.0,0.0358897,92.459003132367,8.0,13.23,22.575,0,,0.21,0.08,-0.02,,,4.0,,4.0,3.0,3.0,2.0,3.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
14032423,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,M,10,10,False,25.0,18.0,3.0,3.0,0.0,10.0,11.0,8.0,14.0,,,1.0,3.0,,,,64.0,37.0,6.6,11.0,0.0239036,125.12058841424,17.0,-11.34,10.71,3,,-0.15,0.22,-0.01,,1.0,2.0,,,,,3.0,1.0,,1.0,1.0,1.0,,0.2022,-0.34,,,,,1.0,1.0,1.0,0.1992,,,,,,,,,
14032423,home,Oud-Heverlee Leuven,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,M,7,7,False,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,39.0,11.0,7.4,3.0,0.00129271,36.563645922822,4.0,26.775,11.445,1,,0.03,0.13,-0.09,,1.0,4.0,1.0,1.0,,,1.0,,,,,,1.0,0.0198,0.53,1.0,,,1.0,,1.0,,0.2467,1.0,,,,,,,,
14032423,home,Oud-Heverlee Leuven,Mathieu Maertens,,,mathieu-maertens,M. Maertens,F,33,182.0,86,M,360652,EUR,796262400,F,33,33,False,23.0,18.0,3.0,,0.0,5.0,5.0,13.0,18.0,,4.0,2.0,7.0,,,,90.0,43.0,6.6,10.0,0.163932,105.31687629962,16.0,59.955,15.75,4,,0.25,0.47,-0.03,,1.0,7.0,1.0,1.0,,,1.0,3.0,1.0,,3.0,2.0,3.0,0.3283,-0.75,2.0,1.0,,1.0,1.0,1.0,1.0,0.2811,,True,1.0,,,,,,
