match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_sofascoreId,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_blockedScoringAttempt,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_totalOffside
11368666,home,Deportivo Alavés,Kike García,kike-garcia,K. García,F,19,186.0,1005,M,84972,EUR,627955200,F,15,15,False,17.0,9.0,1.0,1.0,8.0,14.0,2.0,,,,,,79.0,40.0,7.2,15.0,0.029102,2,,1.0,4.0,1.0,5.0,3.0,11.0,6.0,,3.0,1.0,1.0,,,,2.0,3.0,,,3.0,1.0,1.0,0.1053,,,,,,1.0,,0.0926,1.0,
11368666,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180.0,265,M,891931,EUR,868233600,M,6,6,True,9.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,,,,,20.0,12.0,6.5,5.0,0.0014345,0,,4.0,5.0,,,,2.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,
11368666,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179.0,1926,M,1084399,EUR,924825600,F,22,22,True,5.0,4.0,1.0,,2.0,2.0,1.0,1.0,,,,,11.0,9.0,7.0,1.0,0.0221636,0,,3.0,4.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,
11368666,home,Deportivo Alavés,Joaquin Panichelli,panichelli-joaquin,J. Panichelli,F,9,190.0,11517,M,1410925,EUR,1033948800,F,29,29,True,2.0,1.0,,,,1.0,2.0,2.0,,,,,11.0,8.0,6.4,4.0,1.332e-05,0,,1.0,1.0,,2.0,1.0,5.0,1.0,1.0,1.0,,,,,,,2.0,,,2.0,,,,,,Joaquín Panichelli,,,,,,,
11368666,home,Deportivo Alavés,Luis Rioja,luis-rioja,L. Rioja,M,11,173.0,860,M,900433,EUR,750729600,F,11,11,True,2.0,2.0,,,2.0,2.0,,,,,,,8.0,5.0,7.7,,0.00120206,1,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,0.0495,,,,,,1.0,1.0,0.3151,,
11368666,home,Deportivo Alavés,Jesús Owono,jesus-owono,J. Owono,G,13,183.0,434,M,990659,EUR,983404800,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368666,home,Deportivo Alavés,Eneko Ortiz,eneko-ortiz,E. Ortiz,D,3,,13,M,1120373,EUR,1053907200,D,39,39,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Eneko Ortiz,,,,,,,
11368666,home,Deportivo Alavés,Álex Sola,alex-sola,Á. Sola,M,7,178.0,195,M,966836,EUR,928886400,D,7,7,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368666,home,Deportivo Alavés,Xeber Alkain,xeber-alkain,X. Alkain,M,7,174.0,53,M,1010409,EUR,867283200,F,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368666,home,Deportivo Alavés,Ianis Hagi,ianis-hagi,I. Hagi,M,14,180.0,7098,M,756344,EUR,909014400,M,10,10,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,ianishagi,,,,,,,,,,,,,,,
11368666,home,Deportivo Alavés,Abderrahman Rebbach,abderrahman-rebbach,A. Rebbach,M,21,176.0,1315,M,1082968,EUR,902793600,F,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368666,home,Deportivo Alavés,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193.0,14784,M,1503836,EUR,1083715200,F,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,samuaghehowa9,,,,,,,,Samuel,Aghehowa,,,,,,
11368666,away,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189.0,12131,M,69768,EUR,726364800,G,13,13,False,19.0,16.0,5.0,2.0,1.0,3.0,1.0,9.0,,,1.0,1.0,90.0,29.0,6.1,4.0,0.00018849,0,-1.2795,15.0,16.0,,,,,,,,,,,,,,,oblakjan,,,,,,,,,,,,,,,
11368666,away,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186.0,1712,M,76265,EUR,663292800,D,15,15,False,62.0,42.0,18.0,3.0,11.0,27.0,4.0,1.0,,,,,81.0,77.0,6.7,22.0,0.00347551,1,,31.0,35.0,,2.0,3.0,2.0,8.0,,,1.0,1.0,,4.0,2.0,,,,,2.0,,1.0,0.0528,,,,,,,,,,
11368666,away,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185.0,5874,M,325355,EUR,790560000,D,2,2,False,71.0,60.0,9.0,4.0,21.0,30.0,3.0,4.0,,,,,90.0,80.0,6.8,11.0,0.00864887,2,,39.0,41.0,,2.0,2.0,2.0,2.0,,,,,1.0,,,,,JoseMaGimenez13,,,,2.0,0.0653,,,,,,,,,,
11368666,away,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178.0,4642,M,21555,EUR,620265600,D,3,3,False,29.0,27.0,4.0,2.0,6.0,7.0,3.0,1.0,,,,,57.0,41.0,6.5,3.0,0.00527646,0,,21.0,22.0,,2.0,1.0,3.0,2.0,,,,,,,,1.0,1.0,Dave,,1.0,1.0,,,,,,,,,,,,
11368666,away,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175.0,13426,M,831799,EUR,891820800,M,16,16,False,39.0,29.0,5.0,,19.0,29.0,2.0,5.0,,,,,81.0,69.0,7.1,19.0,0.133125,0,,12.0,15.0,5.0,,2.0,2.0,6.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,nahuelmolina_35,,3.0,2.0,,,2.0,,,,,,,,,
11368666,away,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180.0,54582,M,249399,EUR,769737600,M,5,5,False,22.0,20.0,2.0,2.0,10.0,12.0,,3.0,,,,,45.0,32.0,6.7,5.0,0.0785131,1,,10.0,10.0,,,,,4.0,,,,,,1.0,,3.0,1.0,RodridePaul,,3.0,,,0.0476,,1.0,,,,,,,,
11368666,away,Atlético Madrid,Koke,koke,Koke,M,6,177.0,5822,M,84539,EUR,694828800,M,6,6,False,70.0,66.0,4.0,3.0,31.0,34.0,3.0,8.0,,,,,90.0,87.0,7.0,6.0,0.0433181,1,,35.0,36.0,,,1.0,3.0,7.0,1.0,1.0,2.0,1.0,,1.0,,5.0,,Koke6,,,1.0,,0.0231,,1.0,,,True,,,,,
11368666,away,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181.0,6589,M,1142588,EUR,1055635200,M,24,24,False,42.0,41.0,,,31.0,34.0,,,,,,,67.0,57.0,6.8,7.0,0.0384707,0,,10.0,10.0,2.0,1.0,1.0,6.0,5.0,1.0,3.0,2.0,2.0,,2.0,,,1.0,PBarrios,,1.0,2.0,,,,,,,,,,,,
11368666,away,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178.0,22125,M,874705,EUR,945907200,M,12,12,False,39.0,33.0,2.0,,17.0,23.0,1.0,4.0,,,,,90.0,65.0,7.1,16.0,0.0163517,4,,16.0,19.0,3.0,1.0,3.0,9.0,10.0,2.0,1.0,6.0,2.0,,2.0,1.0,4.0,1.0,osamuellino,1.0,2.0,,1.0,0.3894,,1.0,,,,2.0,,0.3799,,1.0
11368666,away,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176.0,100258,M,85859,EUR,669513600,F,7,7,False,40.0,34.0,5.0,3.0,22.0,35.0,,1.0,,,,,90.0,63.0,7.4,18.0,0.215267,1,,15.0,16.0,11.0,1.0,,4.0,3.0,,2.0,,,,2.0,1.0,1.0,1.0,AGriez,1.0,2.0,3.0,,0.0163,3.0,,,,,1.0,,0.0141,,
11368666,away,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171.0,16959,M,316152,EUR,794707200,F,10,10,False,21.0,16.0,,,12.0,23.0,,2.0,,,,,90.0,37.0,7.1,14.0,0.0933315,2,,4.0,4.0,6.0,,,5.0,4.0,1.0,,2.0,2.0,,,,2.0,4.0,angelcorrea32,,3.0,2.0,,0.1568,,1.0,,,,1.0,,0.2755,,
11368666,away,Atlético Madrid,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184.0,13421,M,116955,EUR,785376000,M,8,8,True,26.0,25.0,1.0,1.0,11.0,12.0,,1.0,,,,,45.0,31.0,7.1,1.0,0.0581701,1,,14.0,14.0,,1.0,2.0,2.0,5.0,,,,,,2.0,2.0,1.0,1.0,Saul,,,1.0,1.0,0.044,,,,,,,,,,
11368666,away,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180.0,11835,M,831424,EUR,759110400,D,23,23,True,19.0,16.0,1.0,1.0,6.0,9.0,1.0,1.0,,,,,33.0,30.0,6.4,5.0,0.00361728,1,,10.0,11.0,1.0,,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,1.0,ReinildoMandava,,,,,0.0302,,1.0,,,,,,,,
11368666,away,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174.0,4780,M,989113,EUR,954633600,M,17,17,True,11.0,9.0,1.0,1.0,4.0,6.0,,3.0,,,,,23.0,16.0,6.8,3.0,0.00871835,1,,5.0,6.0,1.0,1.0,,1.0,2.0,,,1.0,1.0,,,,1.0,,,,,,,0.0819,,1.0,,,,,,,,
11368666,away,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184.0,2630,M,353130,EUR,803433600,D,22,22,True,13.0,9.0,2.0,,6.0,8.0,,1.0,,,,,9.0,13.0,6.2,4.0,0.00423096,0,,3.0,5.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11368666,away,Atlético Madrid,Abde Raihani,abde-raihani,A. Raihani,F,20,187.0,851,M,1213236,EUR,1075766400,F,39,39,True,,,,,,,,,,,,,9.0,2.0,6.4,1.0,,0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,Abde,Raihani,,,,,,
11368666,away,Atlético Madrid,Horațiu Moldovan,horatiu-moldovan,H. Moldovan,G,1,186.0,2538,M,857065,EUR,885254400,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368666,away,Atlético Madrid,Antonio Gomis,antonio-gomis,A. Gomis,G,1,191.0,355,M,1156733,EUR,1053388800,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368666,away,Atlético Madrid,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187.0,5224,M,124737,EUR,659577600,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368666,away,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186.0,9808,M,35612,EUR,600566400,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,axelwitsel28,,,,,,,,,,,,,,,
11368666,away,Atlético Madrid,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180.0,4706,M,1149127,EUR,1107734400,M,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,arthurvermeeren,,,,,,,,Arthur Vermeeren,,,,,,,
11368666,away,Atlético Madrid,Salim El Jebari,salim-el-jebari,S. E. Jebari,F,30,174.0,1317,M,1142596,EUR,1075939200,F,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
