match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_outfielderBlock,stat_accurateCross,stat_bigChanceMissed,captain,stat_goals,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated
11352318,home,Burnley,James Trafford,,,james-trafford,J. Trafford,G,1,197,21722,M,980643,EUR,1034208000,G,1,1,False,42.0,13.0,37.0,8.0,7.0,12.0,6.0,30.0,3.0,4.0,1.0,1.0,2.0,14.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,90.0,61.0,6.9,29.0,0.00808255,0,-0.2988,,,,,,,,,,,,,,,,,,,,,,,,,
11352318,home,Burnley,Vitinho,,,vitinho,Vitinho,D,2,175,3591,M,914477,EUR,932688000,D,22,22,False,19.0,15.0,2.0,1.0,8.0,11.0,7.0,9.0,1.0,11.0,4.0,3.0,2.0,4.0,,2.0,,,,,,,,90.0,59.0,7.3,16.0,0.0375733,2,,1.0,1.0,6.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0817,0.0184,,,,,,,,,,,,
11352318,home,Burnley,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,2,2,False,28.0,16.0,6.0,1.0,6.0,10.0,10.0,18.0,3.0,5.0,,,7.0,4.0,,1.0,,,,,,,,90.0,40.0,7.0,12.0,0.0296413,0,,,3.0,4.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
11352318,home,Burnley,Hjalmar Ekdal,,,hjalmar-ekdal,H. Ekdal,D,18,187,549,M,875360,EUR,908928000,D,18,18,False,29.0,27.0,2.0,1.0,22.0,22.0,5.0,7.0,,1.0,,,5.0,3.0,,,,,,,,,,89.0,38.0,6.7,2.0,0.00459917,1,,,,2.0,,1.0,,1.0,1.0,1.0,,1.0,0.0364,,,1.0,,,,,,,,,,
11352318,home,Burnley,Ameen Al-Dakhil,Ameen,Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185,551,M,1979970,EUR,1015372800,D,28,28,False,21.0,17.0,2.0,1.0,10.0,11.0,7.0,11.0,2.0,4.0,3.0,1.0,2.0,3.0,,,,,,,,,,90.0,47.0,7.2,11.0,0.00290839,2,,1.0,5.0,8.0,,1.0,1.0,3.0,1.0,,1.0,,0.1279,0.2808,1.0,1.0,2.0,,,,,,,,,
11352318,home,Burnley,Jóhann Guðmundsson,,,johann-gudmundsson,J. Guðmundsson,M,7,186,451,M,49805,EUR,656985600,M,7,7,False,25.0,17.0,2.0,1.0,7.0,8.0,11.0,19.0,1.0,2.0,,,4.0,4.0,,,,,,,,,,74.0,39.0,6.7,11.0,0.0328505,2,,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,0.3888,0.2539,1.0,2.0,,1.0,1.0,,,,,,,
11352318,home,Burnley,Josh Cullen,,,cullen-josh,J. Cullen,M,24,175,875,M,792122,EUR,828835200,M,24,24,False,40.0,32.0,2.0,,11.0,15.0,21.0,26.0,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,90.0,52.0,7.1,10.0,0.0195017,0,,1.0,1.0,4.0,1.0,,,,,,,,,,2.0,2.0,4.0,,,,,,,,,
11352318,home,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179,817,M,358394,EUR,819331200,M,8,8,False,47.0,39.0,5.0,2.0,15.0,16.0,25.0,34.0,2.0,9.0,,,3.0,10.0,,4.0,,,,,,,,90.0,73.0,7.3,13.0,0.0486455,0,,3.0,1.0,2.0,1.0,,,2.0,4.0,2.0,1.0,,,,,,,1.0,,True,,,,,,
11352318,home,Burnley,Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,M,47,47,False,22.0,21.0,,,4.0,4.0,18.0,19.0,1.0,5.0,6.0,4.0,1.0,3.0,,,,,,,,,,84.0,38.0,7.3,5.0,0.103291,3,,1.0,1.0,6.0,,1.0,2.0,,,,2.0,,0.0715,0.3707,1.0,3.0,,1.0,,,,,,,,
11352318,home,Burnley,Lyle Foster,,,foster-lyle,L. Foster,F,9,180,7126,M,901907,EUR,967939200,F,17,17,False,32.0,19.0,1.0,1.0,7.0,15.0,12.0,17.0,5.0,8.0,4.0,1.0,,1.0,,1.0,,,,,,,,90.0,55.0,6.7,25.0,0.0262469,2,,,9.0,18.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0654,0.113,1.0,,,,,,,,,,,
