match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAGoal,stat_expectedGoals,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork,stat_totalOffside
12504425,home,Fiorentina,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,43,43,False,20.0,16.0,10.0,6.0,0.0,15.0,18.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,90.0,26.0,6.8,4.0,0.00030897,0,-0.6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504425,home,Fiorentina,Dodô,,,dodo,Dodô,D,2,166,3348,M,,822518,EUR,911260800,D,2,2,False,29.0,22.0,3.0,2.0,0.0,10.0,12.0,14.0,23.0,1.0,,,,,90.0,54.0,7.2,13.0,0.351943,0,,6.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
12504425,home,Fiorentina,Pietro Comuzzo,Pietro Comuzzo,,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,,1210848,EUR,1108857600,D,15,15,False,51.0,45.0,3.0,3.0,0.0,26.0,30.0,19.0,21.0,2.0,,,,,90.0,66.0,6.3,9.0,0.00938213,1,,,,3.0,2.0,4.0,1.0,,,6.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,0.2318,,,,,,,,,,,,,
12504425,home,Fiorentina,Luca Ranieri,,,luca-ranieri,L. Ranieri,D,6,187,1115,M,,893998,EUR,924825600,D,6,6,False,62.0,57.0,5.0,2.0,0.0,34.0,35.0,23.0,27.0,3.0,,,,,90.0,72.0,6.8,6.0,0.0102739,1,,,,2.0,2.0,2.0,,,,5.0,,,1.0,,,,,,1.0,,,0.0548,True,2.0,,,,,,,,,,,
12504425,home,Fiorentina,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,D,21,21,False,39.0,33.0,4.0,1.0,0.0,16.0,19.0,19.0,24.0,5.0,,,,,90.0,63.0,7.4,10.0,0.144443,0,,4.0,2.0,1.0,5.0,8.0,1.0,,,1.0,6.0,2.0,2.0,1.0,1.0,2.0,,,,2.0,,,,3.0,,,,,,,,,,,
12504425,home,Fiorentina,Yacine Adli,,,yacine-adli,Y. Adli,M,29,187,3790,M,adliyacine,859024,EUR,964828800,M,29,29,False,67.0,60.0,11.0,9.0,0.0,27.0,29.0,34.0,45.0,6.0,,,,,90.0,88.0,7.8,14.0,0.169771,2,,7.0,1.0,,4.0,6.0,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,0.135,,2.0,1.0,0.0345,,,,,,,,,
12504425,home,Fiorentina,Rolando Mandragora,,,rolando-mandragora,R. Mandragora,M,8,183,2103,M,,548178,EUR,867542400,M,8,8,False,57.0,54.0,4.0,4.0,0.0,29.0,29.0,26.0,29.0,2.0,,,,,76.0,69.0,7.4,4.0,0.134655,1,,1.0,1.0,,1.0,1.0,,2.0,1.0,4.0,,,,,,1.0,,,1.0,1.0,,0.0256,,,,,1.0,,,,,,,,
12504425,home,Fiorentina,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,23,23,False,30.0,28.0,3.0,2.0,0.0,4.0,5.0,24.0,28.0,4.0,,,,,89.0,46.0,7.2,10.0,0.159763,3,,3.0,,1.0,5.0,1.0,,,,,,,3.0,,3.0,4.0,2.0,,,1.0,,0.1334,,1.0,1.0,0.1762,,2.0,,,,,,,
12504425,home,Fiorentina,Albert Guðmundsson,,,albert-gudmundsson,A. Guðmundsson,F,10,178,3691,M,,804909,EUR,866332800,M,10,10,False,35.0,29.0,2.0,,0.0,12.0,13.0,17.0,23.0,,,,,,76.0,50.0,7.2,12.0,0.139401,2,,1.0,,2.0,3.0,7.0,1.0,2.0,2.0,,2.0,1.0,4.0,1.0,1.0,2.0,1.0,,,,,0.1407,,,1.0,0.1532,,1.0,,,,,,,
12504425,home,Fiorentina,Michael Folorunsho,,,michael-folorunsho,M. Folorunsho,M,90,190,1521,M,,869795,EUR,886809600,M,90,90,False,38.0,33.0,1.0,1.0,0.0,11.0,12.0,23.0,29.0,8.0,,,,,90.0,61.0,7.4,10.0,0.0692204,2,,3.0,1.0,2.0,7.0,12.0,1.0,5.0,4.0,1.0,3.0,1.0,,4.0,3.0,1.0,2.0,,1.0,,,0.115,,,,,,1.0,,,,,,,
