match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceCreated,stat_errorLeadToAShot,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_punches,stat_totalOffside,stat_errorLeadToAGoal,stat_accurateCross,stat_bigChanceMissed
14061180,home,Angers,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15844,M,HKoffi,867299,EUR,845424000,G,12,12,False,41.0,20.0,28.0,10.0,0.0,12.0,17.0,8.0,24.0,3.0,13.0,1.0,3.0,4.0,7.0,90.0,60.0,9.4,22.0,0.00437474,1.1161,0,1.7301,0.12,0.0,0.39,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14061180,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180.0,5908,M,,794373,EUR,835920000,D,2,2,False,34.0,26.0,5.0,2.0,0.0,14.0,17.0,12.0,17.0,2.0,4.0,,,,,90.0,57.0,7.4,13.0,0.121043,,0,,0.14,0.18,0.22,,1.0,1.0,3.0,3.0,7.0,1.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14061180,home,Angers,Ousmane Camara,ousmane-camara,O. Camara,D,4,197.0,1730,M,,1049538,EUR,1046908800,D,4,4,False,26.0,22.0,4.0,1.0,0.0,19.0,20.0,3.0,6.0,5.0,2.0,1.0,,,,90.0,39.0,7.3,5.0,0.00129784,,0,,0.04,-0.01,0.43,,,2.0,2.0,2.0,5.0,,2.0,1.0,1.0,,,Ousmane Camara,1.0,2.0,,,,,,,,,,,,,,,,,,,
14061180,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184.0,183,M,,363042,EUR,741225600,D,21,21,False,42.0,34.0,8.0,2.0,1.0,32.0,33.0,2.0,9.0,6.0,3.0,,,,,90.0,55.0,7.3,8.0,0.239491,,0,,0.14,0.09,0.21,,,,1.0,,4.0,,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14061180,home,Angers,Lilian Raolisoa,lilian-raolisoa,L. Raolisoa,D,27,178.0,247,M,,1462778,EUR,961113600,M,27,27,False,16.0,12.0,2.0,1.0,0.0,3.0,5.0,9.0,11.0,1.0,2.0,5.0,,,,62.0,33.0,6.7,14.0,0.00681926,,1,,-0.36,0.26,0.15,,5.0,,2.0,3.0,5.0,,3.0,2.0,,2.0,,Lilian Raolisoa,,1.0,,,,1.0,1.0,0.0357,0.01,,,,,,,,,,,,
14061180,home,Angers,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177.0,1877,M,,580642,EUR,759715200,M,93,93,False,25.0,24.0,3.0,2.0,0.0,16.0,16.0,8.0,9.0,2.0,8.0,4.0,,,,90.0,39.0,6.9,7.0,0.00345861,,0,,0.06,0.06,0.15,,,,1.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,1.0,,,,True,2.0,1.0,,,,,,,,,
14061180,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175.0,1155,M,,1195241,EUR,1013644800,M,14,14,False,23.0,18.0,7.0,4.0,0.0,8.0,12.0,10.0,11.0,2.0,4.0,,,,,85.0,29.0,7.1,5.0,0.0165976,,0,,0.22,0.19,0.2,,,,,1.0,3.0,,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
14061180,home,Angers,Florent Hanin,florent-hanin,F. Hanin,D,26,177.0,69,M,,170129,EUR,634089600,M,26,26,False,20.0,14.0,1.0,1.0,0.0,9.0,10.0,5.0,10.0,4.0,,,,,,72.0,30.0,6.7,8.0,0.0117118,,0,,0.03,0.02,0.16,,,,,3.0,1.0,,1.0,1.0,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,
14061180,home,Angers,Louis Mouton,louis-mouton,L. Mouton,M,6,180.0,136,M,,1172936,EUR,1023062400,F,6,6,False,15.0,12.0,,,0.0,6.0,7.0,6.0,8.0,1.0,1.0,1.0,,,,57.0,22.0,6.1,5.0,0.021077,,1,,0.19,0.18,0.23,,1.0,1.0,1.0,4.0,2.0,,1.0,1.0,,2.0,,Louis Mouton,1.0,,,,,1.0,,0.0433,-0.07,,,,1.0,,,,,,,,
14061180,home,Angers,Sidiki Cherif,sidiki-cherif,S. Cherif,F,26,188.0,3001,M,,1514916,EUR,1166140800,F,11,11,False,6.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,,2.0,1.0,,,,62.0,20.0,6.5,8.0,0.00112068,,2,,-0.03,0.22,-0.01,,2.0,,,4.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,0.174,0.0,,2.0,,,1.0,0.0287,,,,,,
14061180,home,Angers,Esteban Lepaul,lepaul-esteban,E. Lepaul,F,9,177.0,1997,M,,966621,EUR,956016000,F,19,19,False,16.0,9.0,2.0,,0.0,4.0,5.0,5.0,11.0,,1.0,1.0,,,,85.0,22.0,7.3,8.0,0.00177555,,2,,-0.08,0.07,0.14,,,3.0,1.0,3.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,0.4571,0.51,,,,1.0,1.0,0.3707,1.0,,,,,
14061180,home,Angers,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172.0,920,M,,988632,EUR,793843200,F,18,18,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,2.0,,,,,28.0,10.0,6.8,2.0,0.00305453,,2,,0.1,0.16,0.16,,1.0,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,0.2593,-0.1,,1.0,,1.0,,,,,,,,
