match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_height,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_wonTackle,stat_bigChanceMissed,stat_shotOffTarget,stat_challengeLost,stat_wonContest,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork
12765145,home,Larne FC,Rohan Ferguson,,,rohan-ferguson,R. Ferguson,G,1,20,M,926752,EUR,881366400,G,1,1,False,34.0,13.0,31.0,10.0,0.0,7.0,11.0,6.0,23.0,13.0,1.0,4.0,6.0,1.0,1.0,90.0,44.0,8.3,21.0,0.00108498,0,1.8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765145,home,Larne FC,Tomas Cosgrove,,,tomas-cosgrove,T. Cosgrove,D,23,13,M,242593,EUR,724032000,D,23,23,False,16.0,11.0,1.0,,0.0,6.0,8.0,5.0,8.0,2.0,,,,,,90.0,36.0,7.5,8.0,0.00596641,1,,178.0,True,3.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.341,0.5149,1.0,,,,,,,,,,,,,
12765145,home,Larne FC,Shaun Want,,,shaun-want,S. Want,D,4,3,M,837745,EUR,855446400,D,2,2,False,9.0,4.0,4.0,,0.0,1.0,4.0,3.0,5.0,4.0,,,,,,90.0,26.0,7.3,7.0,0.0017268,0,,180.0,,3.0,1.0,4.0,6.0,1.0,,,,5.0,1.0,4.0,1.0,,,,,2.0,3.0,,,,,,,,,,,
12765145,home,Larne FC,Sam Todd,,,todd-sam,S. Todd,D,22,13,M,845896,EUR,893721600,D,20,20,False,7.0,6.0,1.0,,0.0,6.0,6.0,,1.0,,,,,,,90.0,23.0,7.0,1.0,6.817e-05,1,,185.0,,2.0,5.0,2.0,5.0,,,,,11.0,,,2.0,,0.1506,,,,,1.0,1.0,,,,,,,,,
12765145,home,Larne FC,Aaron Donnelly,,,aaron-donnelly,A. Donnelly,D,4,6,M,890968,EUR,954115200,D,4,4,False,12.0,9.0,3.0,1.0,0.0,7.0,7.0,2.0,5.0,1.0,,,,,,90.0,26.0,7.0,7.0,0.00146635,0,,180.0,,,1.0,,3.0,,,,,5.0,,2.0,,,,,,3.0,,,,,,,,,,,,
12765145,home,Larne FC,Levi Ives,,,levi-ives,L. Ives,D,15,28,M,803694,EUR,870048000,D,3,3,False,12.0,10.0,1.0,1.0,0.0,6.0,6.0,4.0,6.0,2.0,,,,,,60.0,25.0,7.0,2.0,0.0192285,0,,173.0,,,,2.0,4.0,,1.0,,,2.0,,1.0,2.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,
12765145,home,Larne FC,Mark Randall,,,mark-randall,M. Randall,M,8,13,M,24813,EUR,622944000,M,8,8,False,21.0,14.0,6.0,2.0,0.0,7.0,10.0,8.0,14.0,4.0,,,,,,55.0,39.0,7.2,11.0,0.108705,1,,183.0,,,,3.0,3.0,1.0,1.0,,,3.0,1.0,2.0,,2.0,0.0187,,1.0,1.0,1.0,,1.0,,1.0,3.0,1.0,1.0,1.0,,,
12765145,home,Larne FC,Chris Gallagher,,,chris-gallagher,C. Gallagher,M,6,17,M,994982,EUR,922752000,M,27,27,False,13.0,9.0,4.0,1.0,0.0,5.0,5.0,4.0,8.0,6.0,,,,,,89.0,28.0,6.8,4.0,0.00487143,0,,175.0,,,1.0,4.0,1.0,,,,,5.0,1.0,,,2.0,,,,4.0,,,,2.0,,,,,,,,
12765145,home,Larne FC,Sean Graham,,,sean-graham,S. Graham,M,11,10,M,1000782,EUR,974678400,M,11,11,False,15.0,12.0,2.0,1.0,1.0,7.0,8.0,7.0,10.0,,,,,,,90.0,33.0,7.4,8.0,0.336828,0,,173.0,,1.0,2.0,3.0,4.0,2.0,,,,3.0,,2.0,,,,,1.0,,2.0,,,,,3.0,2.0,1.0,1.0,,,
12765145,home,Larne FC,Andy Ryan,,,andy-ryan,A. Ryan,F,29,77,M,152090,EUR,780796800,F,29,29,False,22.0,13.0,,,0.0,3.0,6.0,10.0,16.0,4.0,,,,,,89.0,45.0,6.5,20.0,0.0235089,2,,173.0,,7.0,8.0,15.0,10.0,2.0,2.0,1.0,,3.0,,,2.0,3.0,0.089,0.1167,1.0,,,,1.0,1.0,,,,,6.0,3.0,,
12765145,home,Larne FC,Matthew Lusty,,,lusty-matthew,M. Lusty,F,30,14,M,1121633,EUR,1058140800,F,30,30,False,15.0,11.0,,,0.0,2.0,2.0,9.0,13.0,8.0,,,,,,89.0,35.0,6.8,12.0,0.0706688,1,,171.0,,3.0,,8.0,5.0,2.0,2.0,,,1.0,,2.0,1.0,2.0,0.0658,,2.0,2.0,1.0,,,1.0,2.0,,,,5.0,,1.0,
12765145,home,Larne FC,Joe Thomson,,,joe-thomson,J. Thomson,M,6,18,M,352600,EUR,853200000,M,6,6,True,6.0,2.0,1.0,,0.0,2.0,2.0,,4.0,2.0,,,,,,34.0,9.0,6.7,4.0,1.218e-05,0,,178.0,,1.0,,1.0,2.0,,,,,,1.0,2.0,,,,,,,2.0,,,,,,,,,,,
12765145,home,Larne FC,Jordan McEneff,,,jordan-mceneff,J. McEneff,M,22,42,M,993435,EUR,978912000,M,16,16,True,10.0,6.0,2.0,1.0,0.0,1.0,1.0,5.0,9.0,1.0,,,,,,30.0,17.0,6.8,6.0,0.00227639,0,,183.0,,,,,4.0,,,,,1.0,,3.0,1.0,,,,,,1.0,,,,,,,,2.0,,,
12765145,home,Larne FC,Conor McKendry,,,conor-mckendry,C. McKendry,M,7,23,M,895568,EUR,908928000,F,7,7,True,2.0,,1.0,,0.0,,1.0,,1.0,2.0,,,,,,10.0,6.0,6.4,3.0,,0,,170.0,,,,2.0,,1.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,
12765145,home,Larne FC,Dylan Sloan,,,dylan-sloan,D. Sloan,M,25,21,M,1386166,EUR,1081987200,M,25,25,True,1.0,,,,0.0,,,,1.0,1.0,,,,,,10.0,3.0,6.4,2.0,,0,,182.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
12765145,home,Larne FC,Benji Magee,,,benji-magee,B. Magee,F,14,16,M,1517373,EUR,1021507200,F,14,14,True,,,,,0.0,,,,,,,,,,,10.0,4.0,6.7,1.0,,0,,183.0,,,,1.0,3.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,
12765145,home,Larne FC,Daniel Collett,Daniel Collett,,daniel-collett,D. Collett,G,,3,M,1952223,EUR,1160784000,G,50,50,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765145,home,Larne FC,Joe Besant,,,joe-besant,J. Besant,G,31,1,M,1936308,EUR,1041379200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765145,home,Larne FC,Paul O'Neill,,,paul-oneill,P. O'Neill,F,9,49,M,890947,EUR,947203200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765145,away,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,235,M,156663,EUR,760492800,G,33,33,False,14.0,13.0,3.0,2.0,0.0,13.0,14.0,,,4.0,,1.0,1.0,,,90.0,17.0,6.7,1.0,5.777e-05,0,-0.3683,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765145,away,KAA Gent,Tiago Araújo,,,tiago-araujo,T. Araújo,D,20,269,M,997024,EUR,985651200,D,20,20,False,50.0,43.0,6.0,5.0,0.0,15.0,16.0,29.0,37.0,2.0,,,,,,45.0,60.0,6.8,11.0,0.206629,0,,184.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,3.0,1.0,,1.0,,,
12765145,away,KAA Gent,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,1373,M,942213,EUR,855100800,D,4,4,False,85.0,81.0,10.0,9.0,0.0,32.0,33.0,49.0,52.0,9.0,,,,,,90.0,99.0,7.6,5.0,0.0539763,2,,187.0,,2.0,4.0,4.0,7.0,,1.0,1.0,,6.0,,2.0,1.0,1.0,0.1873,0.4918,,,2.0,,,,,,,,,,1.0,
12765145,away,KAA Gent,Stefan Mitrović,,,stefan-mitrovic,S. Mitrović,D,23,433,M,108736,EUR,643334400,D,13,13,False,84.0,77.0,7.0,3.0,0.0,40.0,42.0,37.0,43.0,6.0,,,,,,90.0,94.0,7.4,8.0,0.0300852,1,,189.0,,3.0,3.0,6.0,7.0,,1.0,,,1.0,,3.0,,3.0,0.1547,,1.0,2.0,3.0,,1.0,,1.0,1.0,,,,,,1.0
12765145,away,KAA Gent,Archie Brown,,,brown-archie,A. Brown,D,3,3095,M,1009738,EUR,1022544000,D,3,3,False,48.0,40.0,3.0,2.0,0.0,16.0,16.0,24.0,35.0,8.0,,,,,,77.0,71.0,6.8,15.0,0.0940737,3,,190.0,,2.0,1.0,6.0,6.0,1.0,2.0,,,,,2.0,3.0,1.0,0.0698,,,2.0,1.0,,1.0,,,3.0,,,1.0,,2.0,
12765145,away,KAA Gent,Atsuki Ito,Atsuki Ito,,atsuki-ito,A. Ito,M,15,600,M,1034816,EUR,902793600,M,15,15,False,44.0,42.0,1.0,,0.0,13.0,15.0,29.0,30.0,3.0,,,,,,90.0,56.0,7.1,4.0,0.0248096,1,,185.0,,1.0,1.0,3.0,6.0,,1.0,1.0,,,1.0,3.0,1.0,,0.0426,0.0403,,1.0,2.0,,,2.0,1.0,1.0,,,1.0,,,
12765145,away,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,161,M,45990,EUR,572832000,M,24,24,False,63.0,55.0,3.0,3.0,0.0,19.0,21.0,40.0,51.0,6.0,,,,,,60.0,78.0,7.7,15.0,0.411219,0,,176.0,True,1.0,1.0,2.0,2.0,1.0,,,,1.0,,1.0,,1.0,,,8.0,1.0,,,,,,9.0,4.0,,1.0,,,
