match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,player_sofascoreId,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_totalOffside
12437519,home,Las Palmas,Dinko Horkaš,,,dinko-horkas,D. Horkaš,G,1,189.0,377,M,855922,EUR,921024000,G,13,13,False,46.0,36.0,20.0,10.0,0.0,30.0,33.0,6.0,13.0,6.0,1.0,2.0,2.0,2.0,2.0,90.0,53.0,7.5,10.0,0.00355358,0,0.4174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Viti Rozada,,,viti-rozada,V. Rozada,D,17,171.0,116,M,1031499,EUR,874368000,D,18,18,False,26.0,20.0,2.0,1.0,0.0,12.0,15.0,8.0,14.0,2.0,,,,,,90.0,55.0,7.3,14.0,0.0105634,0,,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179.0,259,M,914848,EUR,725846400,D,4,4,False,51.0,46.0,5.0,,0.0,31.0,32.0,15.0,19.0,2.0,,,,,,90.0,61.0,7.1,5.0,0.00393015,1,,,4.0,2.0,4.0,,1.0,1.0,1.0,,1.0,,True,4.0,1.0,1.0,0.2889,0.2273,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Scott McKenna,,,scott-mckenna,S. McKenna,D,26,188.0,973,M,358108,EUR,847756800,D,15,15,False,47.0,43.0,4.0,3.0,0.0,33.0,34.0,10.0,13.0,1.0,,,,,,90.0,58.0,7.3,5.0,0.152872,0,,,3.0,4.0,9.0,,1.0,,,1.0,,,,3.0,,,,,4.0,1.0,1.0,,,,,,,,,,,,
12437519,home,Las Palmas,Mika Mármol,,,mika-marmol,M. Mármol,D,3,181.0,783,M,979146,EUR,993945600,D,3,3,False,40.0,34.0,11.0,7.0,0.0,13.0,16.0,21.0,26.0,1.0,,,,,,90.0,63.0,7.7,11.0,0.0190115,0,,2.0,2.0,4.0,6.0,,2.0,3.0,3.0,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
12437519,home,Las Palmas,Javier Muñoz,,,javier-munoz,J. Muñoz,M,14,179.0,313,M,353154,EUR,793929600,M,5,5,False,23.0,18.0,2.0,1.0,0.0,5.0,5.0,14.0,21.0,1.0,,,,,,90.0,40.0,7.6,8.0,0.0424693,2,,3.0,2.0,4.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,0.2157,0.203,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
12437519,home,Las Palmas,Dário Essugo,,,dario-essugo,D. Essugo,M,14,178.0,9115,M,1110006,EUR,1110758400,M,29,29,False,31.0,23.0,3.0,,0.0,13.0,15.0,10.0,16.0,5.0,,,,,,79.0,52.0,7.3,11.0,0.0250745,2,,,5.0,9.0,3.0,,3.0,3.0,3.0,,2.0,1.0,,1.0,,,0.0532,,3.0,,1.0,,,1.0,,2.0,2.0,1.0,1.0,,,,
12437519,home,Las Palmas,Stefan Bajčetić,,,stefan-bajcetic,S. Bajčetić,M,43,185.0,10262,M,1142636,EUR,1098403200,M,21,21,False,36.0,23.0,8.0,1.0,0.0,11.0,13.0,12.0,25.0,5.0,,,,,,90.0,48.0,6.7,16.0,0.00316121,1,,2.0,3.0,5.0,,,1.0,3.0,,,1.0,1.0,,2.0,,,0.0096,,1.0,,,,,,,,,,1.0,stefanbajcetic,,,
12437519,home,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,10,10,False,33.0,28.0,3.0,3.0,0.0,8.0,8.0,21.0,30.0,7.0,,,,,,83.0,59.0,6.6,18.0,0.0539035,1,,5.0,8.0,4.0,,,1.0,,,2.0,2.0,2.0,,,,,0.0125,,,,,1.0,1.0,1.0,,2.0,5.0,2.0,,,,,
12437519,home,Las Palmas,Oliver McBurnie,,,oliver-mcburnie,O. McBurnie,F,9,188.0,1008,M,367228,EUR,833846400,F,16,16,False,10.0,5.0,,,0.0,2.0,3.0,3.0,7.0,1.0,,,,,,67.0,20.0,6.5,8.0,0.00196943,0,,,6.0,3.0,1.0,,,,,2.0,,2.0,,3.0,,,,,3.0,,,,,,,,1.0,,,,,,
12437519,home,Las Palmas,Fábio Silva,,,fabio-silva,F. Silva,F,21,185.0,5306,M,954076,EUR,1027036800,F,37,37,False,21.0,16.0,,,0.0,3.0,3.0,13.0,19.0,2.0,,,,,,83.0,39.0,6.6,14.0,0.0168859,0,,1.0,11.0,6.0,1.0,,,1.0,1.0,3.0,1.0,2.0,,4.0,,,,,3.0,,,,,,,4.0,2.0,1.0,,fabio.silva,,,
12437519,home,Las Palmas,Marvin Park,,,park-marvin,M. Park,D,2,177.0,650,M,960401,EUR,952387200,D,2,2,True,6.0,4.0,,,0.0,2.0,2.0,2.0,5.0,2.0,,,,,,23.0,13.0,6.9,3.0,0.00229839,1,,1.0,1.0,2.0,,,1.0,1.0,,,,1.0,,,,,0.0329,,,,,,,1.0,,,1.0,1.0,,,,,
12437519,home,Las Palmas,Sandro Ramírez,,,sandro-ramirez,S. Ramírez,M,19,175.0,945,M,188407,EUR,805248000,F,19,19,True,3.0,2.0,,,0.0,,1.0,2.0,2.0,2.0,,,,,,11.0,6.0,6.6,1.0,0.00070092,0,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,José Campaña,,,jose-campana,J. Campaña,M,20,179.0,241,M,96373,EUR,738806400,M,8,8,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,1.0,,,,,,15.0,4.0,6.4,1.0,0.00076295,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
12437519,home,Las Palmas,Jaime Mata,,,jaime-mata,J. Mata,F,17,185.0,448,M,351140,EUR,593654400,F,17,17,True,3.0,1.0,1.0,,0.0,,,1.0,3.0,,,,,,,15.0,4.0,6.6,2.0,0.0028033,0,,,1.0,3.0,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,
12437519,home,Las Palmas,Alvaro Killane,Álvaro Killane,,killane-alvaro,Á. Killane,G,30,186.0,58,M,1402668,EUR,1102982400,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Israel Mora,Israel Mora,,israel-mora,I. Mora,G,35,,13,M,2026397,EUR,1113868800,G,35,35,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Juanma Herzog,,,juanma-herzog,J. Herzog,D,15,186.0,242,M,1513451,EUR,1084406400,D,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Álex Muñoz,,,alex-munoz,Á. Muñoz,D,3,185.0,176,M,273227,EUR,775526400,D,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Manuel Fuster,,,manuel-fuster,M. Fuster,M,14,169.0,223,M,916654,EUR,877478400,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Adnan Januzaj,,,adnan-januzaj,A. Januzaj,M,24,186.0,1621,M,328145,EUR,791942400,M,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Enzo Loiodice,,,loiodice-enzo,E. Loiodice,M,12,176.0,327,M,933426,EUR,975283200,M,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437519,home,Las Palmas,Marc Cardona,,,marc-cardona,M. Cardona,F,22,182.0,195,M,841854,EUR,805161600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437519,away,Atlético Madrid,Jan Oblak,,,jan-oblak,J. Oblak,G,13,189.0,12131,M,69768,EUR,726364800,G,13,13,False,23.0,20.0,5.0,2.0,0.0,18.0,19.0,2.0,4.0,9.0,4.0,1.0,1.0,1.0,1.0,90.0,37.0,7.0,3.0,0.00060187,0,-0.5697,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,oblakjan,,,
12437519,away,Atlético Madrid,Marcos Llorente,,,marcos-llorente,M. Llorente,D,14,184.0,9206,M,353138,EUR,791424000,D,14,14,False,52.0,42.0,2.0,,0.0,29.0,32.0,14.0,22.0,4.0,,,,,,90.0,73.0,6.8,14.0,0.0239061,0,,2.0,3.0,4.0,,,1.0,2.0,1.0,2.0,2.0,,,1.0,,,,,,,2.0,1.0,1.0,,,1.0,,,,marcosllorente,,,
12437519,away,Atlético Madrid,José María Giménez,,,jose-maria-gimenez,J. M. Giménez,D,2,185.0,5874,M,325355,EUR,790560000,D,2,2,False,85.0,75.0,9.0,5.0,0.0,61.0,66.0,14.0,19.0,6.0,,,,,,90.0,99.0,6.3,12.0,0.00616211,0,,,5.0,5.0,5.0,,2.0,1.0,,2.0,1.0,1.0,,3.0,,,,,3.0,,,,1.0,,,,,,,JoseMaGimenez13,1.0,,
12437519,away,Atlético Madrid,Robin Le Normand,,,robin-le-normand,R. Le Normand,D,24,187.0,6479,M,787751,EUR,847670400,D,24,24,False,69.0,60.0,4.0,2.0,0.0,54.0,55.0,6.0,14.0,1.0,,,,,,90.0,78.0,6.9,10.0,0.00273992,0,,,4.0,9.0,4.0,,,2.0,2.0,1.0,2.0,2.0,,2.0,,,,,5.0,,,,,,,,,,,lenormand_r,,,
12437519,away,Atlético Madrid,Javi Galán,,,javi-galan,J. Galán,D,20,172.0,2472,M,825133,EUR,785203200,D,21,21,False,27.0,23.0,3.0,2.0,0.0,16.0,17.0,8.0,13.0,2.0,,,,,,65.0,55.0,6.5,12.0,0.0526124,0,,3.0,9.0,2.0,5.0,,,,,2.0,2.0,3.0,,3.0,,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,
12437519,away,Atlético Madrid,Giuliano Simeone,,,giuliano-simeone,G. Simeone,M,20,178.0,16028,M,1099352,EUR,1040169600,M,22,22,False,36.0,30.0,1.0,,0.0,13.0,16.0,19.0,23.0,1.0,,,,,,90.0,57.0,7.0,13.0,0.437163,1,,3.0,8.0,6.0,,,2.0,2.0,1.0,2.0,3.0,2.0,,1.0,,,0.0334,,,1.0,2.0,2.0,2.0,,,2.0,2.0,1.0,1.0,giulisimeone,,,
12437519,away,Atlético Madrid,Pablo Barrios,,,pablo-barrios,P. Barrios,M,8,181.0,6589,M,1142588,EUR,1055635200,M,8,8,False,57.0,46.0,7.0,3.0,0.0,25.0,29.0,22.0,30.0,3.0,,,,,,90.0,79.0,6.6,19.0,0.0904346,0,,2.0,7.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,,1.0,,,,,2.0,,1.0,1.0,1.0,,,3.0,2.0,1.0,,PBarrios,,1.0,
12437519,away,Atlético Madrid,Koke,,,koke,Koke,M,6,177.0,5822,M,84539,EUR,694828800,M,6,6,False,57.0,45.0,6.0,1.0,0.0,25.0,27.0,20.0,30.0,5.0,,,,,,59.0,66.0,6.8,12.0,0.00601281,0,,,1.0,4.0,2.0,1.0,1.0,3.0,,,1.0,1.0,True,,,,,,,,,,,,,,,,,Koke6,,,
12437519,away,Atlético Madrid,Conor Gallagher,,,conor-gallagher,C. Gallagher,M,22,182.0,16658,M,904970,EUR,949795200,M,4,4,False,23.0,18.0,,,0.0,9.0,9.0,10.0,16.0,5.0,,,,,,59.0,37.0,6.7,9.0,0.0150746,1,,2.0,5.0,2.0,2.0,,2.0,2.0,1.0,1.0,,2.0,,1.0,,,0.1182,,,,,1.0,,1.0,,1.0,1.0,,,conorgallagher92,,,
12437519,away,Atlético Madrid,Julián Alvarez,,,julian-alvarez,J. Álvarez,F,19,170.0,224894,M,944656,EUR,949276800,F,19,19,False,19.0,16.0,2.0,1.0,0.0,7.0,7.0,10.0,19.0,4.0,,,,,,65.0,32.0,6.5,12.0,0.0708966,1,,7.0,1.0,,,,,,,3.0,,,,1.0,1.0,1.0,0.4068,0.2761,,,,1.0,,,,,,,,LaAraña,,,
12437519,away,Atlético Madrid,Alexander Sørloth,,,alexander-sorloth,A. Sørloth,F,9,195.0,17312,M,309078,EUR,818121600,F,9,9,False,10.0,8.0,,,0.0,2.0,3.0,6.0,7.0,,,,,,,75.0,19.0,7.2,6.0,0.0105441,3,,,2.0,8.0,1.0,,,1.0,1.0,4.0,,,,2.0,,1.0,0.1552,0.1412,7.0,,,,,,,,,,2.0,asorloth,,,1.0
