match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_aerialLost,captain,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,player_firstName,stat_bigChanceCreated,stat_bigChanceMissed,player_lastName,stat_clearanceOffLine,stat_totalOffside,stat_hitWoodwork
15197273,home,Fulham,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186.0,335,M,123207,EUR,672624000,G,23,23,False,57.0,48.0,14.0,6.0,0.0,45.0,50.0,3.0,7.0,7.0,1.0,2.0,90.0,66.0,6.6,9.0,91.973132616928,17.0,21.315,10.605,0.2057,0,0.03,-0.08,-0.13,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197273,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185.0,2313,M,329417,EUR,818121600,D,21,21,False,63.0,58.0,4.0,2.0,0.0,33.0,37.0,25.0,26.0,1.0,,,90.0,81.0,6.8,7.0,153.52467878858,20.0,92.505,25.515,,1,0.27,-0.03,-0.16,,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.183576579408,2.0,1.0,-0.1,,,,,,,,,,,,,,,,,,,
15197273,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194.0,838,M,825719,EUR,852768000,D,31,31,False,77.0,75.0,1.0,1.0,0.0,61.0,62.0,14.0,15.0,4.0,,,90.0,82.0,6.6,2.0,145.87771946919,21.0,13.125,8.295,,0,0.1,0.05,-0.16,,,,,2.0,2.0,,,,,1.0,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
15197273,home,Fulham,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190.0,660,M,868715,EUR,942796800,D,15,15,False,62.0,60.0,4.0,2.0,0.0,42.0,43.0,18.0,19.0,4.0,,,90.0,73.0,7.0,3.0,140.70457565737,18.0,13.545,20.58,,1,0.16,0.04,0.5,,,,,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,20.967416245212,1.0,,-0.15,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
15197273,home,Fulham,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178.0,1735,M,836698,EUR,958608000,D,30,30,False,51.0,41.0,4.0,1.0,0.0,18.0,23.0,23.0,28.0,3.0,,,66.0,57.0,6.4,10.0,62.682964845379,8.0,18.06,12.075,,0,0.32,0.0,-0.26,,1.0,1.0,,4.0,1.0,2.0,,,,1.0,1.0,,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,
15197273,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176.0,357,M,365802,EUR,791164800,M,6,6,False,41.0,37.0,,,0.0,15.0,16.0,22.0,25.0,1.0,,,56.0,50.0,6.6,9.0,60.162208791983,10.0,16.695,8.085,,2,0.02,0.02,-0.04,,5.0,1.0,,2.0,,1.0,,1.0,1.0,,,,,,,2.0,0.08,,,1.0,,,,True,1.0,,,,,,,,,,,
15197273,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183.0,2071,M,371222,EUR,839894400,M,20,20,False,73.0,70.0,5.0,4.0,0.0,33.0,35.0,37.0,38.0,2.0,,,90.0,85.0,6.7,4.0,443.51344780747,39.0,181.545,31.605,,2,0.02,0.34,-0.21,,,,1.0,9.0,7.0,5.0,1.0,1.0,,4.0,4.0,1.0,1.0,200.28025012303,9.0,1.0,-0.21,2.0,4.0,,,,,,,1.0,1.0,,,,,,,,,
15197273,home,Fulham,Adama Traoré,adama-traore,A. Traoré,F,17,178.0,12799,M,286165,EUR,822528000,M,11,11,False,25.0,18.0,1.0,1.0,0.0,3.0,4.0,15.0,21.0,4.0,,,57.0,37.0,6.9,11.0,136.64050388134,12.0,81.27,18.48,,0,0.17,0.33,-0.07,,2.0,1.0,,3.0,4.0,,3.0,,,1.0,,,1.0,78.357197616217,6.0,3.0,,,,,,,,,2.0,2.0,,adamatrd,,,,,,,,
15197273,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182.0,7267,M,867445,EUR,964742400,M,32,32,False,48.0,44.0,1.0,1.0,0.0,22.0,23.0,22.0,25.0,6.0,,,86.0,66.0,7.8,11.0,143.36417245613,21.0,42.945,14.7,,1,0.15,0.31,-0.05,,2.0,,,3.0,3.0,,3.0,,1.0,2.0,1.0,2.0,,25.38686321686,2.0,3.0,0.53,2.0,,1.0,,,,,1.0,1.0,,esr,1.0,,,,,,,
15197273,home,Fulham,Kevin,kevin,Kevin,M,22,176.0,5464,M,1112879,EUR,1041638400,M,22,22,False,24.0,21.0,1.0,1.0,1.0,4.0,4.0,17.0,20.0,3.0,,,90.0,56.0,8.0,14.0,220.17041633209,21.0,153.405,30.66,,7,0.11,0.59,-0.07,,4.0,1.0,1.0,6.0,10.0,2.0,3.0,2.0,1.0,6.0,3.0,5.0,1.0,137.50311814946,7.0,1.0,0.38,1.0,1.0,1.0,,,1.0,,1.0,2.0,4.0,,1.0,Kevin,,,,,,
15197273,home,Fulham,Jonah Kusi-Asare,jonah-kusi-asare,J. Kusi-Asare,F,18,196.0,3954,M,1503757,EUR,1183507200,F,18,18,False,16.0,12.0,1.0,1.0,0.0,6.0,6.0,6.0,10.0,1.0,,,56.0,24.0,7.1,7.0,40.473360835272,4.0,18.27,12.495,,1,-0.13,0.02,0.19,,,,3.0,1.0,7.0,,,,,3.0,1.0,3.0,1.0,12.536563524347,1.0,,-0.2,,,1.0,,,1.0,,,,,,,,,,,,,
15197273,home,Fulham,Tom Cairney,tom-cairney,T. Cairney,M,10,185.0,646,M,82566,EUR,664329600,M,10,10,True,38.0,35.0,2.0,2.0,1.0,16.0,16.0,19.0,22.0,3.0,,,34.0,41.0,7.5,3.0,77.279914397838,9.0,32.13,13.65,,0,0.4,0.13,0.17,,,,,,1.0,,,,,1.0,,,,14.153095067864,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,
15197273,home,Fulham,Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,189.0,17486,M,192442,EUR,673401600,F,7,7,True,14.0,8.0,,,0.0,3.0,6.0,5.0,8.0,2.0,,,34.0,22.0,6.6,8.0,12.22993355336,3.0,3.5527136788005e-15,3.15,,1,0.13,0.0,-0.04,,,,3.0,2.0,3.0,1.0,,,1.0,,,2.0,,,,,-0.06,,1.0,1.0,,,,,,,,RJimenez9,,,,,,,,
15197273,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173.0,4930,M,355528,EUR,858988800,F,8,8,True,14.0,12.0,1.0,1.0,1.0,3.0,3.0,9.0,11.0,1.0,,,33.0,20.0,9.2,3.0,39.041618565039,5.0,-8.085,6.195,,2,0.61,-0.36,0.17,,1.0,1.0,,1.0,,,1.0,,,,,,,16.503078353385,2.0,3.0,0.54,,,2.0,,,,,,,,,1.0,,1.0,,,,,
15197273,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183.0,2855,M,803174,EUR,870998400,D,33,33,True,13.0,10.0,3.0,,0.0,4.0,5.0,6.0,8.0,5.0,,,24.0,23.0,6.7,6.0,59.279537967819,6.0,-13.65,12.6,,1,0.05,0.03,0.13,,2.0,,,1.0,,1.0,,,,,,1.0,,12.7533832374,1.0,,0.04,2.0,,1.0,,,,,,,,,,,,1.0,,,,
15197273,home,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195.0,2096,M,793167,EUR,887414400,M,16,16,True,9.0,9.0,,,0.0,4.0,4.0,5.0,5.0,1.0,,,10.0,11.0,6.7,1.0,17.227240613645,3.0,-1.68,1.995,,0,0.11,0.02,0.2,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
15197273,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190.0,2682,M,103335,EUR,699667200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
