match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_unsuccessfulTouch,player_sofascoreId,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonTackle,stat_keyPass,stat_bigChanceMissed,stat_totalOffside,player_firstName,player_lastName,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10411646,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,37.0,25.0,21.0,11.0,20.0,24.0,5.0,13.0,9.0,2.0,5.0,90.0,47.0,7.5,12.0,0.0,0.0,0.00164051,0,-0.0969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411646,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,46.0,36.0,6.0,2.0,28.0,32.0,9.0,15.0,5.0,,,90.0,62.0,6.6,11.0,0.0187,0.0,0.0329296,1,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10411646,home,Lazio,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,862697,EUR,887414400,D,15,15,False,82.0,78.0,5.0,3.0,67.0,71.0,11.0,11.0,8.0,,,90.0,90.0,7.6,4.0,0.0843,0.3991,0.00220266,2,,,,3.0,1.0,4.0,3.0,,1.0,3.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411646,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,53.0,48.0,4.0,3.0,43.0,45.0,5.0,8.0,5.0,,,90.0,62.0,7.2,5.0,0.0,0.0,0.00387573,0,,,,,2.0,1.0,6.0,,,2.0,2.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10411646,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182,1316,M,136322,EUR,760147200,D,23,23,False,32.0,25.0,3.0,1.0,22.0,28.0,3.0,7.0,4.0,,,71.0,49.0,6.7,14.0,0.0,0.0,0.00226508,0,,3.0,,2.0,,2.0,3.0,,,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411646,home,Lazio,Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191,13428,M,331447,EUR,793843200,M,21,21,False,48.0,35.0,5.0,2.0,18.0,22.0,17.0,27.0,6.0,,,90.0,80.0,7.0,23.0,0.04,0.0,0.0527782,2,,1.0,,3.0,5.0,13.0,13.0,2.0,1.0,3.0,3.0,4.0,3.0,,,,2.0,4.0,sms,True,3.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,
10411646,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,25.0,22.0,2.0,2.0,15.0,17.0,7.0,8.0,5.0,,,63.0,34.0,6.7,4.0,0.0,0.0,0.00774047,0,,,,1.0,,4.0,2.0,1.0,,1.0,1.0,,1.0,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,
10411646,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182,1864,M,111416,EUR,717638400,M,10,10,False,30.0,21.0,1.0,,15.0,17.0,7.0,15.0,6.0,,,63.0,38.0,6.5,11.0,0.1963,0.0,0.0578891,1,,2.0,1.0,,,2.0,2.0,1.0,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,
10411646,home,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,35428,EUR,554428800,F,9,9,False,16.0,13.0,,,9.0,11.0,5.0,6.0,2.0,,,71.0,23.0,6.7,4.0,0.135,0.0,0.016378,1,,1.0,1.0,,,2.0,2.0,2.0,1.0,1.0,,2.0,,,,,,1.0,Pedro,,,,,,,2.0,,,,,,,,,,,
10411646,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,152276,EUR,734832000,F,7,7,False,40.0,28.0,,,10.0,11.0,18.0,31.0,4.0,,,90.0,52.0,7.0,18.0,0.058,0.0,0.152441,1,,2.0,,,1.0,3.0,3.0,1.0,1.0,,,1.0,1.0,,,,,2.0,F_Andersoon,,,3.0,1.0,,,1.0,3.0,,,,,,,,,,
