match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_totalClearance,stat_aerialWon,stat_wasFouled,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside
10385710,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195.0,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,37.0,18.0,23.0,5.0,14.0,20.0,4.0,17.0,6.0,1.0,2.0,3.0,1.0,1.0,90.0,42.0,6.7,19.0,0.0,0.0,0.00075793,0,-0.5819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385710,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185.0,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,22.0,17.0,4.0,2.0,12.0,17.0,5.0,5.0,8.0,,,,,,90.0,42.0,6.4,9.0,0.0,0.0,0.00173324,0,,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385710,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183.0,3197,M,,827679,EUR,877564800,D,4,4,False,40.0,35.0,4.0,2.0,32.0,34.0,3.0,6.0,6.0,,,,,,90.0,46.0,6.8,5.0,0.0,0.0,0.00148701,0,,,1.0,1.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10385710,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195.0,1992,M,,303638,EUR,731980800,D,5,5,False,23.0,17.0,2.0,,12.0,14.0,5.0,9.0,1.0,,,,,,90.0,32.0,6.5,6.0,0.0,0.0,0.00332125,0,,,2.0,4.0,1.0,2.0,,,,1.0,,,4.0,2.0,2.0,,,,,,,,,,,,,,,,,
10385710,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178.0,4442,M,LDigne,96538,EUR,743126400,D,27,27,False,27.0,22.0,2.0,1.0,8.0,9.0,14.0,23.0,5.0,,,,,,90.0,46.0,7.0,12.0,0.0865,0.0,0.157549,1,,,,6.0,,1.0,,,,,,,1.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
10385710,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184.0,3386,M,,826204,EUR,943315200,M,44,44,False,31.0,29.0,2.0,2.0,15.0,15.0,14.0,16.0,6.0,,,,,,90.0,46.0,7.1,5.0,0.0,0.0,0.0269677,0,,,4.0,8.0,,1.0,2.0,,2.0,3.0,,,,,3.0,,3.0,3.0,,,1.0,1.0,,,,,,,,,,
10385710,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175.0,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,33.0,25.0,3.0,1.0,10.0,12.0,15.0,25.0,6.0,,,,,,90.0,56.0,7.5,16.0,0.2427,0.5375,0.0245501,3,,,8.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,,,1.0,,3.0,4.0,1.0,,2.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,
10385710,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178.0,7677,M,leonbailey,808590,EUR,871084800,M,31,31,False,12.0,5.0,1.0,,1.0,4.0,4.0,9.0,3.0,,,,,,69.0,30.0,7.2,12.0,0.1484,0.0,0.668896,2,,1.0,5.0,7.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,,,,,
10385710,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175.0,3895,M,,250223,EUR,782438400,M,7,7,False,20.0,14.0,1.0,,5.0,5.0,9.0,15.0,7.0,,,,,,90.0,43.0,7.0,14.0,0.0652,0.1202,0.0153218,1,,1.0,8.0,8.0,,2.0,2.0,,5.0,4.0,,,,2.0,2.0,,2.0,2.0,,,3.0,,1.0,,,,,True,,,,
10385710,home,Aston Villa,Jacob Ramsey,jacob-ramsey,J. Ramsey,M,41,180.0,3186,M,,975937,EUR,991008000,M,41,41,False,22.0,18.0,,,3.0,3.0,17.0,22.0,1.0,,,,,,90.0,38.0,7.7,7.0,1.2006,0.1732,0.640438,2,,,3.0,5.0,,,1.0,,,1.0,,,,,,3.0,4.0,4.0,1.0,3.0,2.0,,1.0,,,2.0,,,2.0,2.0,2.0,
