match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_interceptionWon,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_lastManTackle
11409091,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,44.0,38.0,11.0,6.0,35.0,40.0,3.0,4.0,10.0,1.0,4.0,4.0,90.0,57.0,7.6,7.0,0.00209181,0,0.3978,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409091,home,Vizela,Bruno Wilson,,,bruno-wilson,B. Wilson,D,,192,89,M,830293,EUR,851644800,D,3,3,False,81.0,72.0,8.0,5.0,54.0,58.0,18.0,23.0,5.0,,,,90.0,90.0,7.2,10.0,0.0103238,0,,3.0,5.0,5.0,8.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11409091,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,66.0,59.0,7.0,4.0,45.0,47.0,14.0,19.0,1.0,,,,90.0,72.0,6.8,9.0,0.00746007,0,,4.0,3.0,10.0,4.0,3.0,3.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11409091,home,Vizela,Rodrigo Escoval,,,rodrigo-escoval,R. Escoval,D,26,188,59,M,825675,EUR,863049600,D,25,25,False,41.0,35.0,6.0,4.0,23.0,25.0,12.0,16.0,2.0,,,,90.0,52.0,7.0,6.0,0.00475587,0,,1.0,3.0,4.0,3.0,1.0,4.0,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,
11409091,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,M,82,82,False,46.0,37.0,5.0,2.0,17.0,20.0,21.0,31.0,9.0,,,,90.0,83.0,7.4,21.0,0.0308131,0,,1.0,1.0,2.0,7.0,,2.0,5.0,5.0,4.0,1.0,,,,2.0,5.0,1.0,1.0,2.0,,,,,,,,,
11409091,home,Vizela,Rafael Bustamante,,,rafael-bustamante,R. Bustamante,M,5,176,34,M,934421,EUR,938822400,M,12,12,False,45.0,39.0,1.0,,19.0,20.0,20.0,26.0,5.0,,,,89.0,62.0,6.9,13.0,0.00919325,1,,1.0,1.0,8.0,6.0,3.0,,3.0,2.0,2.0,1.0,1.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0219,,,,,,
11409091,home,Vizela,Pedro Ortiz,,,ortiz-pedro,P. Ortiz,M,24,184,91,M,964981,EUR,966643200,M,34,34,False,41.0,39.0,3.0,3.0,19.0,20.0,20.0,21.0,4.0,,,,65.0,48.0,6.8,3.0,0.0124654,0,,1.0,1.0,4.0,4.0,,1.0,2.0,1.0,,,2.0,1.0,,,,,1.0,,1.0,,,,,,,,
11409091,home,Vizela,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,M,6,6,False,26.0,19.0,1.0,,10.0,10.0,10.0,21.0,3.0,,,,89.0,51.0,7.1,16.0,0.00862909,2,,1.0,2.0,6.0,8.0,,4.0,3.0,2.0,4.0,1.0,4.0,1.0,,,5.0,1.0,2.0,,2.0,1.0,0.0544,1.0,,,,,
11409091,home,Vizela,Alex Méndez,,,alex-mendez,A. Méndez,M,19,178,126,M,985125,EUR,968198400,F,8,8,False,31.0,29.0,,,10.0,10.0,19.0,24.0,8.0,,,,65.0,44.0,7.1,9.0,0.0270294,2,,1.0,,3.0,3.0,,,1.0,1.0,1.0,,,2.0,,2.0,3.0,,2.0,,2.0,1.0,0.0563,1.0,,,,,
11409091,home,Vizela,Samuel Essende,,,samuel-essende,S. Essende,F,9,192,6433,M,855808,EUR,885513600,F,99,99,False,17.0,15.0,1.0,1.0,2.0,2.0,13.0,15.0,1.0,,,,90.0,31.0,6.7,10.0,0.0237959,1,,2.0,3.0,5.0,5.0,,1.0,,,5.0,1.0,,1.0,,,,,3.0,,1.0,,0.0583,,essende.s,1.0,0.0826,,
