match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_outfielderBlock,stat_accurateCross,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,captain,player_firstName,player_lastName,stat_goodHighClaim,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_goals
10408603,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200.0,17187,M,mamardashvili,930997,EUR,970185600,G,28,28,False,37.0,33.0,7.0,3.0,32.0,34.0,1.0,3.0,5.0,3.0,6.0,1.0,90.0,47.0,7.6,4.0,0.0,0.0,0.00022063,0,0.8828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408603,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176.0,798,M,,851282,EUR,920937600,D,2,2,False,49.0,40.0,9.0,7.0,23.0,26.0,17.0,28.0,9.0,,,,69.0,67.0,6.7,16.0,0.0411,0.0,0.0293774,1,,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408603,home,Valencia,Eray Cömert,eray-comert,E. Cömert,D,24,183.0,508,M,,814023,EUR,886550400,D,24,24,False,75.0,70.0,14.0,11.0,48.0,51.0,22.0,24.0,5.0,,,,90.0,85.0,6.9,5.0,0.0181,0.0,0.0139734,1,,,4.0,6.0,7.0,,,2.0,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10408603,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192.0,4026,M,mouctar_dkh,797306,EUR,850953600,D,12,12,False,74.0,69.0,14.0,9.0,38.0,39.0,31.0,35.0,6.0,,,,90.0,79.0,6.7,6.0,0.0,0.0,0.0141692,0,,,,5.0,,,,1.0,,,,1.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
10408603,home,Valencia,Toni Lato,toni-lato,T. Lato,D,3,173.0,265,M,,828239,EUR,880070400,D,3,3,False,63.0,59.0,3.0,3.0,26.0,27.0,34.0,41.0,3.0,,,,81.0,81.0,7.0,9.0,0.0329,0.0,0.198314,1,,5.0,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,
10408603,home,Valencia,Yunus Musah,yunus-musah,Y. Musah,M,6,178.0,4211,M,yunusmusah8,983815,EUR,1038528000,M,4,4,False,43.0,38.0,6.0,6.0,16.0,16.0,22.0,29.0,3.0,,,,90.0,56.0,7.2,8.0,0.0,0.0,0.0276276,0,,2.0,1.0,1.0,6.0,,,1.0,,,2.0,,,,,3.0,2.0,,,,1.0,1.0,,,,,,,,,,,,
10408603,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178.0,876,M,,855830,EUR,949276800,M,6,6,False,58.0,46.0,5.0,4.0,18.0,21.0,28.0,37.0,7.0,,,,69.0,63.0,6.8,13.0,0.0,0.0,0.0443043,0,,,,1.0,1.0,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10408603,home,Valencia,Samu Castillejo,samu-castillejo,S. Castillejo,M,70,182.0,950,M,,188405,EUR,790387200,M,11,11,False,36.0,31.0,2.0,1.0,7.0,9.0,25.0,31.0,5.0,,,,74.0,59.0,6.8,15.0,0.0595,0.0951,0.100541,2,,4.0,,6.0,4.0,1.0,,,,3.0,2.0,1.0,1.0,,,,,2.0,,1.0,3.0,4.0,2.0,1.0,1.0,,,,,,,,,
10408603,home,Valencia,Carlos Soler,carlos-soler,C. Soler,M,18,180.0,3724,M,Carlos10Soler,832427,EUR,852163200,M,10,10,False,36.0,31.0,2.0,1.0,6.0,6.0,26.0,37.0,1.0,,,,90.0,55.0,6.7,13.0,0.0767,0.0,0.0793782,2,,7.0,1.0,3.0,3.0,2.0,1.0,,,1.0,2.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,True,,,,,,,,
10408603,home,Valencia,Samuel Lino,samuel-lino,S. Lino,M,16,178.0,22125,M,osamuellino,874705,EUR,945907200,M,16,16,False,39.0,33.0,1.0,1.0,8.0,9.0,25.0,34.0,5.0,,,,90.0,57.0,6.6,16.0,0.0977,0.0601,0.0244785,2,,4.0,1.0,5.0,6.0,1.0,,,,2.0,2.0,1.0,,,,,,3.0,,,,4.0,3.0,1.0,,,,,,,,,,
