match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_goals
14053833,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189.0,296,M,939460,EUR,925430400,G,99,99,False,25.0,4.0,24.0,3.0,0.0,1.0,4.0,3.0,21.0,12.0,4.0,4.0,90.0,30.0,7.0,21.0,0.00082879,13.262902835084,2.0,3.1640966059757,0.4497,0,-0.3861,0.04,0.01,-0.1,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053833,home,NAC Breda,Denis Odoi,Denis,Odoi,denis-odoi,D. Odoi,M,3,177.0,876,M,58994,EUR,580694400,D,3,3,False,44.0,24.0,9.0,,0.0,10.0,10.0,14.0,34.0,3.0,,,90.0,77.0,5.9,27.0,0.0286385,104.19260966638,15.0,21.183623885468,,1,,0.13,-0.21,-0.29,,3.0,4.0,3.0,5.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0524,-0.27,,,,,,,,,,,,,,,,,,,,,,,,
14053833,home,NAC Breda,Leo Greiml,,,leo-greiml,L. Greiml,D,12,186.0,224,M,918420,EUR,994118400,D,12,12,False,56.0,46.0,9.0,3.0,0.0,24.0,28.0,22.0,28.0,3.0,,,90.0,76.0,7.0,11.0,0.0410038,148.68671188371,20.0,33.595674149406,,0,,0.13,0.05,-0.26,,1.0,2.0,5.0,4.0,12.0,1.0,,10.0,,,2.0,,,,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
14053833,home,NAC Breda,Rio Hillen,Rio,Hillen,rio-hillen,R. Hillen,D,22,187.0,90,M,1012927,EUR,1046822400,D,22,22,False,5.0,1.0,3.0,,0.0,,1.0,1.0,4.0,,,,12.0,5.0,3.0,4.0,8.252e-05,,,,,0,,-0.01,,-0.01,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14053833,home,NAC Breda,Juho Talvitie,Juho Talvitie,,juho-talvitie,J. Talvitie,M,32,183.0,251,M,1149147,EUR,1111708800,M,32,32,False,13.0,10.0,,,0.0,3.0,3.0,7.0,10.0,5.0,,,55.0,26.0,6.1,9.0,0.0136862,113.73325759413,11.0,63.698795924115,,0,,-0.27,0.29,-0.11,,4.0,4.0,,5.0,1.0,2.0,,1.0,,1.0,,,,,,1.0,,,,16.950899190157,44.822880286239,2.0,,,,,,,,,,,,,,,,
14053833,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178.0,164,M,1096511,EUR,974592000,M,16,16,False,62.0,51.0,6.0,3.0,0.0,17.0,20.0,34.0,42.0,3.0,,,90.0,72.0,6.8,14.0,0.0936045,234.05269334535,26.0,110.88656531731,,2,,0.31,0.26,-0.16,,1.0,1.0,1.0,3.0,2.0,,,1.0,,2.0,1.0,,0.0811,-0.24,2.0,,,,,17.417997495181,33.557995068411,2.0,True,1.0,1.0,0.0374,,,,,,,,,,,,
14053833,home,NAC Breda,Kamal Sowah,,,kamal-sowah,K. Sowah,M,14,179.0,840,M,927440,EUR,947376000,M,14,14,False,27.0,21.0,4.0,1.0,0.0,6.0,9.0,15.0,18.0,4.0,,,73.0,38.0,6.3,10.0,0.0176472,141.7713119629,14.0,-29.199149841076,,1,,0.06,0.0,-0.17,,3.0,4.0,,5.0,1.0,,1.0,1.0,,1.0,1.0,,0.0589,-0.05,1.0,,,,,,,,,,,,,,,,,,,,,,,
14053833,home,NAC Breda,Jayden Candelaria,,,jayden-candelaria,J. Candelaria,D,21,184.0,86,M,1130306,EUR,1078185600,M,21,21,False,10.0,5.0,3.0,1.0,0.0,3.0,3.0,2.0,7.0,1.0,,,32.0,19.0,6.4,7.0,0.00063432,,,,,0,,0.01,,-0.12,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14053833,home,NAC Breda,Mohamed Nassoh,Mohamed Nassoh,,mohamed-nassoh,M. Nassoh,M,10,186.0,724,M,1088895,EUR,1043539200,F,10,10,False,41.0,29.0,5.0,,0.0,12.0,13.0,17.0,28.0,10.0,,,73.0,63.0,7.3,20.0,0.151123,131.9345475198,18.0,26.65073037728,,0,,0.36,0.08,0.25,,9.0,1.0,,4.0,6.0,1.0,,1.0,,1.0,2.0,,,,1.0,1.0,3.0,2.0,1.0,,,,,,,,3.0,1.0,4.0,,,,,,,,,
14053833,home,NAC Breda,Charles-Andreas Brym,Charles-Andreas,Brym,charles-andreas-brym,C. Brym,F,7,180.0,203,M,990814,EUR,902534400,F,7,7,False,15.0,13.0,,,0.0,2.0,2.0,11.0,13.0,,,,73.0,28.0,6.7,4.0,0.0528282,87.71165940386,8.0,32.449069279942,,3,,0.17,0.14,0.14,,,5.0,,7.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.2049,0.09,,,1.0,1.0,1.0,23.433957537793,25.225417360274,1.0,,2.0,,0.9346,,,2.0,,,,,,,,,
14053833,home,NAC Breda,Moussa Soumano,Moussa Soumano,,soumano-moussa,M. Soumano,F,9,185.0,185,M,1461935,EUR,1120953600,F,9,9,False,20.0,14.0,,,0.0,3.0,3.0,11.0,17.0,2.0,,,90.0,41.0,7.0,10.0,0.0542218,149.99248340366,15.0,57.680972996905,,6,,-0.3,0.67,-0.08,,,4.0,7.0,8.0,9.0,4.0,3.0,,1.0,2.0,2.0,,0.5943,-0.53,1.0,2.0,,,1.0,25.887820001774,86.50526632498,5.0,,2.0,1.0,0.4861,,,2.0,,,,,,,,,
14053833,home,NAC Breda,Cherrion Valerius,Cherrion,Valerius,valerius-cherrion,C. Valerius,D,25,192.0,131,M,1515525,EUR,1127347200,D,25,25,True,34.0,25.0,5.0,1.0,0.0,9.0,13.0,16.0,21.0,6.0,,,58.0,66.0,7.0,12.0,0.0354999,112.57709477205,12.0,30.80123143991,,0,,0.19,0.06,0.23,,2.0,2.0,,5.0,5.0,1.0,,3.0,5.0,,3.0,,,,,,2.0,2.0,1.0,15.950323064865,21.0856667905,1.0,,,,,1.0,1.0,,,,,,,,,,
14053833,home,NAC Breda,Amine Salama,Salama,,amine-salama,A. Salama,F,19,192.0,774,M,1175856,EUR,963878400,F,19,19,True,15.0,11.0,1.0,1.0,0.0,1.0,1.0,10.0,14.0,2.0,,,35.0,23.0,6.6,7.0,0.155278,97.389941621942,9.0,39.505198317791,,1,,0.14,0.06,0.13,,1.0,2.0,,4.0,1.0,2.0,,,,,,,0.0164,-0.1,,1.0,,,,27.91825586466,31.244512494196,1.0,,1.0,,0.0211,1.0,1.0,1.0,,,,,,,,,
