match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_errorLeadToAShot,player_lastName,stat_wonContest,stat_hitWoodwork,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goals
12117170,home,Red Bull Bragantino,Lucão,lucao,Lucão,G,40,190.0,225,M,981586,EUR,983145600,G,40,40,False,15.0,12.0,6.0,3.0,0.0,11.0,11.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,90.0,20.0,6.8,3.0,0.00088686,0,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117170,home,Red Bull Bragantino,Nathan Mendes,nathan-mendes,N. Mendes,D,45,182.0,358,M,1116955,EUR,1029715200,D,45,45,False,57.0,45.0,6.0,2.0,0.0,18.0,25.0,29.0,38.0,2.0,7.0,,,,,90.0,88.0,7.1,24.0,0.136844,0,,Nathan,6.0,2.0,2.0,1.0,9.0,8.0,2.0,1.0,1.0,6.0,6.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
12117170,home,Red Bull Bragantino,Douglas Mendes,douglas-mendes,D. Mendes,D,39,189.0,257,M,1134472,EUR,1087084800,D,39,39,False,58.0,49.0,6.0,1.0,0.0,32.0,35.0,17.0,24.0,3.0,6.0,,,,,90.0,74.0,7.2,13.0,0.0115958,0,,Douglas Mendes,1.0,,1.0,3.0,2.0,7.0,,,,4.0,3.0,3.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
12117170,home,Red Bull Bragantino,Lucas Cunha,lucas-cunha,L. Cunha,D,3,186.0,169,M,794139,EUR,853977600,D,4,4,False,69.0,56.0,5.0,1.0,0.0,33.0,36.0,23.0,33.0,4.0,3.0,,,,,90.0,82.0,7.2,13.0,0.0125576,1,,,,,2.0,4.0,5.0,7.0,3.0,,,2.0,2.0,,1.0,,,1.0,1.0,2.0,0.0218,,,,,,,,,,,,,,,
12117170,home,Red Bull Bragantino,Luan Cândido,luan-candido,L. Cândido,D,36,187.0,716,M,905459,EUR,981072000,D,36,36,False,45.0,36.0,2.0,,0.0,20.0,23.0,16.0,23.0,3.0,1.0,,,,,90.0,68.0,7.1,13.0,0.0089095,3,,,1.0,,2.0,4.0,4.0,6.0,,,1.0,2.0,1.0,2.0,,1.0,,2.0,,,0.1274,2.0,1.0,0.1824,,,,,,,,,,,,
12117170,home,Red Bull Bragantino,Raul,raul,Raul,M,31,180.0,175,M,870760,EUR,837043200,M,23,23,False,53.0,44.0,6.0,2.0,0.0,20.0,22.0,24.0,31.0,1.0,9.0,,,,,77.0,65.0,6.9,12.0,0.0842628,0,,,,,,3.0,1.0,8.0,,1.0,,3.0,3.0,2.0,2.0,,1.0,,,,,,,,True,1.0,,,,,,,,,,
12117170,home,Red Bull Bragantino,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181.0,3216,M,331397,EUR,799718400,M,8,8,False,16.0,13.0,3.0,1.0,0.0,5.0,5.0,8.0,11.0,,5.0,,,,,45.0,20.0,6.6,4.0,0.00368225,1,,,,,1.0,,2.0,2.0,,,,2.0,1.0,1.0,,1.0,,,1.0,,0.0187,,,,,,,,,,,,,,,
12117170,home,Red Bull Bragantino,Helinho,helinho,Helinho,M,11,175.0,1509,M,906837,EUR,956620800,M,11,11,False,52.0,40.0,6.0,2.0,0.0,7.0,7.0,33.0,53.0,,4.0,,,,,90.0,78.0,7.1,24.0,0.154554,2,,,8.0,,1.0,,6.0,4.0,1.0,,6.0,,,2.0,,3.0,,1.0,2.0,,0.024,,,,,,,4.0,,,,,,,,
12117170,home,Red Bull Bragantino,Lincoln,lincoln,Lincoln,M,18,177.0,846,M,794928,EUR,910396800,M,10,10,False,25.0,20.0,3.0,1.0,0.0,7.0,7.0,14.0,19.0,,5.0,,,,,67.0,37.0,7.1,8.0,0.0423058,1,,,1.0,1.0,,,3.0,6.0,,2.0,,6.0,4.0,1.0,,1.0,1.0,,1.0,,0.027,,,,,,,,,,,,,,,
12117170,home,Red Bull Bragantino,Vitinho,vitinho,Vitinho,M,28,181.0,1064,M,982405,EUR,922924800,M,28,28,False,10.0,5.0,3.0,2.0,0.0,2.0,2.0,3.0,8.0,,4.0,,,,,45.0,20.0,6.6,9.0,0.00149724,1,,,,,2.0,,4.0,2.0,,,1.0,1.0,,3.0,1.0,1.0,,1.0,1.0,1.0,0.0122,,,,,,,,,,,,,,,
