match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_expectedGoals,stat_outfielderBlock,stat_dispossessed,stat_blockedScoringAttempt,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_errorLeadToAGoal,player_sofascoreId,stat_bigChanceCreated,stat_penaltyWon
12765125,home,Dinamo Minsk,Fedor Lapoukhov,lapoukhov-fedor,F. Lapoukhov,G,21,190,472,M,1028839,EUR,1056067200,G,21,21,False,26.0,14.0,19.0,7.0,0.0,8.0,9.0,6.0,17.0,10.0,1.0,1.0,1.0,2.0,90.0,34.0,6.7,12.0,0.00148321,0,-0.2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Vadim Pigas,vadim-pigas,V. Pigas,D,32,184,56,M,1026752,EUR,997228800,D,2,2,False,19.0,14.0,3.0,1.0,0.0,11.0,11.0,5.0,10.0,4.0,,,,,90.0,36.0,6.5,9.0,0.170683,0,,,,2.0,2.0,3.0,1.0,9.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Sergei Politevich,sergei-politevich,S. Politevich,D,,190,20,M,43187,EUR,639619200,D,6,6,False,20.0,20.0,2.0,2.0,0.0,14.0,14.0,6.0,6.0,2.0,,,,,90.0,28.0,6.5,,0.00136688,1,,,,,,1.0,1.0,3.0,2.0,1.0,,,3.0,1.0,1.0,1.0,,,1.0,,True,1.0,0.0442,,,,,,,,,,,
12765125,home,Dinamo Minsk,Aleksei Gavrilovich,aleksei-gavrilovich,A. Gavrilovich,D,4,183,20,M,65474,EUR,631497600,D,4,4,False,33.0,24.0,9.0,2.0,0.0,19.0,21.0,5.0,12.0,3.0,,,,,90.0,48.0,7.1,9.0,0.00226393,0,,,,,,1.0,1.0,3.0,3.0,,,,6.0,4.0,2.0,2.0,,,2.0,,,,,2.0,,,,,,,,,,
12765125,home,Dinamo Minsk,Rai Lopes,rai-lopes,R. Lopes,D,6,182,59,M,1018606,EUR,954201600,D,66,66,False,33.0,20.0,7.0,2.0,0.0,10.0,11.0,11.0,24.0,4.0,,,,,90.0,70.0,6.5,24.0,0.00571362,3,,,,2.0,1.0,,4.0,7.0,9.0,1.0,7.0,4.0,5.0,,1.0,1.0,1.0,,,,,2.0,0.0956,,3.0,1.0,,,,,,,,
12765125,home,Dinamo Minsk,Aleksandr Selyava,aleksandr-selyava,A. Selyava,M,,180,10,M,152736,EUR,698112000,M,8,8,False,14.0,8.0,4.0,1.0,0.0,5.0,6.0,3.0,8.0,1.0,,,,,61.0,21.0,5.9,8.0,0.00244711,0,,,,,,,1.0,3.0,2.0,,,,2.0,1.0,,,,1.0,2.0,,,,,,1.0,,1.0,,,,,,,
12765125,home,Dinamo Minsk,Dmitri Podstrelov,dmitri-podstrelov,D. Podstrelov,M,19,175,34,M,891737,EUR,905040000,M,19,19,False,9.0,8.0,,,0.0,4.0,4.0,5.0,7.0,2.0,,,,,68.0,20.0,6.5,6.0,0.0575065,0,,,,2.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,,,,2.0,1.0,3.0,,1.0,1.0,,,,1.0,,,,,,,,,,
12765125,home,Dinamo Minsk,Daniil Kulikov,kulikov-daniil,D. Kulikov,M,25,178,35,M,913621,EUR,898560000,M,24,24,False,17.0,12.0,,,0.0,3.0,4.0,9.0,14.0,3.0,,,,,68.0,28.0,6.8,8.0,0.00405177,0,,,,1.0,,2.0,2.0,7.0,4.0,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,1.0,1.0,,,,,,,,,
12765125,home,Dinamo Minsk,Nikita Demchenko,demchenko-nikita,N. Demchenko,M,18,175,80,M,1026535,EUR,1031270400,M,88,88,False,25.0,23.0,1.0,1.0,0.0,10.0,10.0,13.0,15.0,7.0,,,,,90.0,38.0,7.5,2.0,0.020762,2,,,,,,1.0,2.0,3.0,8.0,,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,2.0,2.0,,1.0,0.0941,,,,,1.0,0.2693,,,,,
12765125,home,Dinamo Minsk,Gleb Zherdev,gleb-zherdev,G. Zherdev,F,9,180,7,M,987900,EUR,958608000,M,11,11,False,16.0,10.0,1.0,,0.0,2.0,4.0,9.0,15.0,4.0,,,,,90.0,35.0,6.7,16.0,0.0558678,0,,,,3.0,1.0,3.0,1.0,6.0,4.0,,,,,2.0,3.0,3.0,8.0,,3.0,2.0,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Raymond Adeola,raymond-adeola,R. Adeola,M,14,180,69,M,1117838,EUR,989625600,F,14,14,False,12.0,6.0,1.0,,0.0,3.0,3.0,3.0,9.0,1.0,,,,,86.0,22.0,7.1,9.0,0.00119859,1,,Raymond Adeola,,,,3.0,,6.0,4.0,,1.0,,1.0,,2.0,2.0,,2.0,,,,,0.7334,,2.0,,,1.0,0.9893,1.0,,,,
12765125,home,Dinamo Minsk,Joseph Okoro,joseph-okoro,J. Okoro,M,69,188,50,M,998955,EUR,982368000,M,3,3,True,18.0,11.0,3.0,,0.0,8.0,11.0,3.0,7.0,2.0,,,,,29.0,24.0,6.5,7.0,0.0011658,0,,,,,,1.0,1.0,3.0,2.0,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Boni Amian,boni-amian,B. Amian,M,29,174,32,M,1822429,EUR,1048896000,M,29,29,True,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,,,,,,22.0,11.0,6.6,2.0,0.00179828,0,,,,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Pavel Sedko,pavel-sedko,P. Sedko,M,,178,53,M,900983,EUR,891561600,M,74,74,True,6.0,3.0,,,0.0,,,3.0,11.0,,,,,,22.0,18.0,7.3,8.0,0.00352115,2,,,,5.0,,,,,4.0,,1.0,1.0,,,1.0,1.0,,2.0,,,,,0.0745,,,,,2.0,0.0675,,,,,
12765125,home,Dinamo Minsk,Maxim Budko,maxim-budko,M. Budko,F,7,179,5,M,1530613,EUR,1075420800,F,7,7,True,,,,,0.0,,,,,,,,,,8.0,1.0,6.4,1.0,,0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
12765125,home,Dinamo Minsk,Ivan Shimakovich,ivan-shimakovich,I. Shimakovich,G,13,191,12,M,1409033,EUR,1108252800,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,Ivan Shimakovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Artem Karatay,artem-karatay,A. Karatay,G,49,191,10,M,1385151,EUR,1080086400,G,49,49,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Pavel Apetenok,pavel-apetenok,P. Apetenok,D,,193,124,M,1481224,EUR,1174435200,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,Pavel,Apetenok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Vladislav Kalinin,vladislav-kalinin,V. Kalinin,D,26,185,103,M,1000420,EUR,1010966400,D,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Igor Shkolik,shkolik-igor,I. Shkolik,M,20,178,24,M,989619,EUR,978998400,M,80,80,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Artem Sokolovskiy,artem-sokolovskiy,A. Sokolovskiy,M,99,185,19,M,1424808,EUR,1154304000,M,99,99,True,,,,,,,,,,,,,,,,,,,,0,,Artem Sokolovskiy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Vasiliy Chernyavskiy,vasiliy-chernyavskiy,V. Chernyavskiy,M,97,186,3,M,1424815,EUR,1150243200,F,97,97,True,,,,,,,,,,,,,,,,,,,,0,,Vasiliy Chernyavskiy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765125,home,Dinamo Minsk,Vladimir Khvashchinskiy,vladimir-khvashchinskiy,V. Khvashchinskiy,F,10,179,12,M,57480,EUR,642297600,F,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
