match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_goalAssist
10411765,home,Monza,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,24.0,21.0,10.0,7.0,19.0,20.0,2.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,90.0,33.0,6.4,3.0,0.0,0.0,0.00050691,0,-0.1977,,,,,,,,,,,,,,,,,,,,,,,,,,
10411765,home,Monza,Luca Caldirola,,,luca-caldirola,L. Caldirola,D,33,189,134,M,,100565,EUR,665366400,D,5,5,False,61.0,59.0,4.0,4.0,38.0,39.0,21.0,22.0,5.0,,,3.0,,,90.0,72.0,6.8,2.0,0.0,0.0,0.00806132,0,,2.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
10411765,home,Monza,Luca Marrone,,,luca-marrone,L. Marrone,D,4,186,56,M,,81827,EUR,638582400,D,34,34,False,53.0,49.0,3.0,1.0,40.0,42.0,9.0,11.0,5.0,,,6.0,,,90.0,61.0,6.5,4.0,0.0981,0.0,0.00283831,1,,2.0,4.0,4.0,3.0,,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
10411765,home,Monza,Carlos Augusto,,,carlos-augusto,C. Augusto,D,30,184,7355,M,,929199,EUR,915667200,D,30,30,False,69.0,63.0,4.0,2.0,42.0,45.0,21.0,24.0,2.0,2.0,2.0,8.0,,,90.0,87.0,6.7,8.0,0.0977,0.0146,0.0479279,2,,1.0,,4.0,5.0,1.0,,,,1.0,1.0,,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10411765,home,Monza,Samuele Birindelli,,,samuele-birindelli,S. Birindelli,M,19,175,231,M,,856729,EUR,932342400,M,19,19,False,31.0,25.0,2.0,1.0,14.0,14.0,13.0,21.0,4.0,,,4.0,,,90.0,58.0,6.9,10.0,0.1428,0.7213,0.0164284,1,,,,3.0,1.0,2.0,2.0,1.0,2.0,1.0,,,2.0,,2.0,1.0,,,,1.0,4.0,2.0,1.0,1.0,,,
10411765,home,Monza,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,M,28,28,False,22.0,20.0,,,11.0,12.0,9.0,10.0,,,,2.0,,,62.0,28.0,7.2,4.0,0.2103,0.0476,0.224295,1,,1.0,,4.0,,,,,,,2.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,
10411765,home,Monza,Stefano Sensi,,,stefano-sensi,S. Sensi,M,6,168,1044,M,,294313,EUR,807580800,M,12,12,False,50.0,43.0,7.0,4.0,17.0,17.0,27.0,35.0,8.0,3.0,,5.0,,,80.0,71.0,6.8,14.0,0.44,0.0,0.101156,0,,,,7.0,1.0,,5.0,4.0,3.0,1.0,2.0,,1.0,,1.0,,,,2.0,1.0,2.0,1.0,,,,,
10411765,home,Monza,Mattia Valoti,,,mattia-valoti,M. Valoti,M,5,181,99,M,,139397,EUR,747273600,M,10,10,False,22.0,20.0,2.0,1.0,13.0,14.0,7.0,8.0,4.0,2.0,1.0,2.0,,,70.0,32.0,6.8,6.0,0.0,0.0,0.00348832,0,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,2.0,,,,,,,,
10411765,home,Monza,Salvatore Molina,,,salvatore-molina,S. Molina,M,79,177,75,M,,165735,EUR,694224000,M,79,79,False,23.0,16.0,1.0,,6.0,7.0,12.0,19.0,1.0,1.0,,2.0,,,80.0,43.0,6.5,13.0,0.0424,0.0,0.177975,1,,1.0,,3.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,,2.0,,3.0,2.0,,,,,
10411765,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,,148458,EUR,743990400,F,17,17,False,33.0,30.0,1.0,1.0,13.0,16.0,19.0,19.0,3.0,2.0,1.0,4.0,,,90.0,48.0,6.7,9.0,0.4746,0.3721,0.215945,2,,1.0,1.0,6.0,,,,,1.0,3.0,1.0,,,,,1.0,1.0,,5.0,1.0,2.0,2.0,1.0,1.0,,,1.0
10411765,home,Monza,Andrea Petagna,,,andrea-petagna,A. Petagna,F,37,190,474,M,,295973,EUR,804470400,F,37,37,False,16.0,13.0,1.0,1.0,7.0,9.0,6.0,8.0,2.0,3.0,1.0,1.0,,,62.0,29.0,6.8,10.0,0.3787,0.0792,0.352523,1,,1.0,,6.0,1.0,,,,1.0,1.0,,,,,2.0,1.0,,,2.0,2.0,1.0,,,1.0,1.0,,
10411765,home,Monza,Matteo Pessina,,,matteo-pessina,M. Pessina,M,32,183,659,M,,350210,EUR,861580800,M,32,32,True,28.0,25.0,3.0,3.0,8.0,8.0,17.0,20.0,3.0,4.0,1.0,5.0,,,28.0,42.0,6.1,11.0,0.0901,0.0,0.0210349,1,,,2.0,7.0,,,,,,1.0,1.0,,,,2.0,,1.0,,3.0,,,,,1.0,,,
10411765,home,Monza,Christian Gytkjær,,,christian-gytkjaer,C. Gytkjær,F,9,185,437,M,,78939,EUR,641952000,F,9,9,True,4.0,2.0,,,1.0,2.0,1.0,2.0,,,,1.0,,,28.0,7.0,6.4,5.0,0.0,0.0,0.00096953,0,,2.0,,4.0,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,
10411765,home,Monza,José Machín,,,jose-machin,J. Machín,M,28,184,178,M,,792308,EUR,839980800,M,7,7,True,18.0,16.0,1.0,,5.0,5.0,11.0,13.0,1.0,2.0,1.0,,,,20.0,22.0,6.2,3.0,0.0,0.0,0.0254581,0,,,,5.0,,,,,,3.0,1.0,,,,,,,,,1.0,,,,,,,
10411765,home,Monza,Valentin Antov,,,valentin-antov,V. Antov,D,26,185,687,M,,827640,EUR,973728000,D,26,26,True,10.0,9.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,,,1.0,,,10.0,11.0,6.9,1.0,0.0,0.0,0.0215659,0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
10411765,home,Monza,Patrick Ciurria,,,patrick-ciurria,P. Ciurria,F,26,178,222,M,,346676,EUR,792288000,F,84,84,True,5.0,5.0,,,2.0,2.0,3.0,4.0,,1.0,,,,,10.0,9.0,6.5,3.0,0.0,0.0,0.0026698,0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
10411765,home,Monza,Alessandro Sorrentino,,,alessandro-sorrentino,A. Sorrentino,G,22,190,65,M,,991416,EUR,1017792000,G,91,91,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411765,home,Monza,Alessio Cragno,,,alessio-cragno,A. Cragno,G,22,184,263,M,,148740,EUR,772761600,G,89,89,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411765,home,Monza,Andrea Carboni,,,andrea-carboni,A. Carboni,D,44,185,201,M,,970978,EUR,981244800,D,44,44,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411765,home,Monza,Filippo Ranocchia,,,filippo-ranocchia,F. Ranocchia,M,10,186,410,M,,934238,EUR,989798400,M,22,22,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411765,home,Monza,Warren Bondo,,,warren-bondo,W. Bondo,M,38,177,2004,M,,1000366,EUR,1063584000,M,38,38,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411765,home,Monza,Andrea Barberis,,,andrea-barberis,A. Barberis,M,5,177,41,M,,152910,EUR,755568000,M,8,8,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411765,home,Monza,Samuele Vignato,Samuele Vignato,,samuele-vignato,S. Vignato,F,19,170,526,M,,1119364,EUR,1077580800,F,80,80,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411765,away,Udinese,Marco Silvestri,,,marco-silvestri,M. Silvestri,G,16,191,324,M,,43970,EUR,667872000,G,1,1,False,21.0,14.0,10.0,3.0,12.0,12.0,2.0,9.0,1.0,,,2.0,3.0,4.0,90.0,28.0,6.9,7.0,0.0,0.0,0.00048576,0,0.2348,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10411765,away,Udinese,Rodrigo Becão,,,rodrigo-becao,R. Becão,D,50,191,1878,M,,880207,EUR,822009600,D,50,50,False,56.0,44.0,8.0,2.0,27.0,29.0,17.0,27.0,13.0,1.0,,8.0,,,90.0,81.0,7.6,15.0,0.1158,0.0,0.510826,2,,1.0,3.0,3.0,,,5.0,1.0,5.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,1.0,,1.0
10411765,away,Udinese,Bram Nuytinck,,,bram-nuytinck,B. Nuytinck,D,17,190,135,M,,70930,EUR,641779200,D,17,17,False,43.0,38.0,3.0,1.0,36.0,37.0,2.0,6.0,2.0,,,3.0,,,90.0,52.0,6.6,5.0,0.0,0.0,0.00061442,0,,,,4.0,1.0,2.0,2.0,1.0,,1.0,3.0,,2.0,,,,,,,,,,,,,,
10411765,away,Udinese,Adam Masina,,,adam-masina,A. Masina,D,,189,5428,M,,259995,EUR,757468800,D,3,3,False,42.0,36.0,16.0,13.0,22.0,23.0,15.0,21.0,5.0,,,3.0,,,90.0,54.0,7.5,9.0,0.0,0.0,0.0722634,0,,1.0,2.0,1.0,2.0,,3.0,2.0,,,,,1.0,,,,,,,1.0,2.0,1.0,,,,,
10411765,away,Udinese,Roberto Pereyra,,,roberto-pereyra,R. Pereyra,M,37,184,1199,M,,122701,EUR,663206400,M,37,37,False,22.0,18.0,3.0,2.0,11.0,11.0,8.0,13.0,1.0,4.0,,2.0,,,90.0,38.0,6.5,10.0,0.0,0.0,0.0671896,0,,,,4.0,1.0,2.0,1.0,1.0,,,,,1.0,True,,,,,1.0,,2.0,1.0,,1.0,,,
10411765,away,Udinese,Jean-Victor Makengo,,,jean-victor-makengo,J. Makengo,M,17,177,232,M,,802138,EUR,897609600,M,6,6,False,26.0,23.0,1.0,1.0,8.0,9.0,15.0,18.0,9.0,5.0,5.0,4.0,,,81.0,42.0,7.2,6.0,0.0627,0.0,0.0251887,1,,1.0,1.0,3.0,2.0,1.0,,,3.0,2.0,,,,,,,1.0,,2.0,1.0,1.0,,,,,,
10411765,away,Udinese,Walace,,,walace,Walace,M,5,188,1455,M,,553686,EUR,796953600,M,11,11,False,50.0,45.0,4.0,3.0,18.0,19.0,27.0,32.0,6.0,1.0,,9.0,,,90.0,66.0,7.1,9.0,0.0,0.0,0.0238804,0,,1.0,,3.0,1.0,1.0,5.0,4.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,
