match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_totalOffside,stat_totalCross,stat_aerialWon,stat_fouls,stat_wasFouled,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_unsuccessfulTouch,captain,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_clearanceOffLine,stat_accurateCross
10385426,home,Manchester United,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,1,1,False,34.0,18.0,24.0,9.0,15.0,21.0,3.0,13.0,10.0,90.0,39.0,6.3,17.0,0.0,0.0,0.00045492,0,-0.0955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,21.0,17.0,2.0,2.0,12.0,16.0,5.0,5.0,5.0,90.0,37.0,7.2,5.0,0.0357,0.0,0.0120293,1,,2.0,2.0,7.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,False,28.0,25.0,1.0,,25.0,27.0,,1.0,6.0,90.0,35.0,6.7,3.0,0.0,0.0,6.241e-05,0,,,,,,,,5.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17970,M,lukeshaw23,190839,EUR,805507200,D,23,23,False,27.0,22.0,5.0,2.0,19.0,20.0,3.0,9.0,2.0,90.0,39.0,6.7,7.0,0.0,0.0,0.00295368,0,,1.0,3.0,4.0,,,,6.0,,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Tyrell Malacia,,,tyrell-malacia,T. Malacia,D,12,169,8798,M,tyrellmalacia,825839,EUR,934761600,D,12,12,False,30.0,23.0,2.0,,14.0,19.0,9.0,12.0,8.0,89.0,51.0,6.7,10.0,0.0,0.0,0.00865987,0,,,5.0,4.0,1.0,,,5.0,2.0,3.0,3.0,,1.0,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,38.0,25.0,3.0,2.0,15.0,20.0,10.0,18.0,7.0,89.0,48.0,7.3,13.0,0.0,0.0,0.267999,0,,1.0,4.0,3.0,1.0,1.0,,4.0,1.0,1.0,,1.0,,,,,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,
10385426,home,Manchester United,Fred,,,fred,Fred,M,7,169,11672,M,fred08,243623,EUR,731289600,M,17,17,False,35.0,32.0,4.0,4.0,23.0,24.0,9.0,11.0,4.0,90.0,47.0,7.2,4.0,0.0,0.0,0.00874086,0,,,3.0,6.0,2.0,2.0,,,1.0,3.0,1.0,,,,1.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
10385426,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,28.0,20.0,7.0,6.0,12.0,14.0,8.0,14.0,5.0,90.0,41.0,7.2,14.0,0.4001,0.1465,0.0119413,2,,1.0,7.0,1.0,,,,1.0,,,,,,,1.0,3.0,,,1.0,1.0,1.0,1.0,True,2.0,1.0,1.0,1.0,,,,,,,
10385426,home,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182,20866,M,chriseriksen8,105734,EUR,698025600,M,14,14,False,24.0,17.0,2.0,,8.0,10.0,9.0,14.0,1.0,72.0,29.0,6.6,10.0,0.0,0.0,0.127618,0,,,4.0,,,,,,,,,,,,,2.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,
10385426,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,18.0,14.0,2.0,1.0,6.0,8.0,8.0,10.0,3.0,89.0,29.0,7.0,7.0,1.2017,1.4099,0.0661297,3,,3.0,3.0,5.0,1.0,1.0,,,,2.0,1.0,,,,1.0,,1.0,,,,1.0,2.0,,,,3.0,1.0,2.0,,,,,,
10385426,home,Manchester United,Anthony Martial,,,anthony-martial,A. Martial,M,9,181,16185,M,martial_9,191176,EUR,818121600,F,9,9,False,9.0,8.0,,,5.0,5.0,3.0,5.0,,45.0,14.0,6.6,4.0,0.0376,0.0,0.0273325,1,,,2.0,2.0,1.0,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
10385426,home,Manchester United,Antony,,,antony,Antony,M,7,172,219783,M,Antony,958380,EUR,951350400,F,21,21,True,9.0,4.0,1.0,,2.0,4.0,2.0,5.0,2.0,45.0,15.0,6.6,7.0,0.0,0.0,0.0446483,0,,,1.0,3.0,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,
10385426,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180,138483,M,AleGarnacho,1135873,EUR,1088640000,F,49,49,True,9.0,5.0,1.0,,1.0,3.0,4.0,6.0,1.0,18.0,14.0,7.0,6.0,0.0422,0.0,0.53154,1,,2.0,3.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,
10385426,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,28057,M,harrymaguire93,149380,EUR,731289600,D,5,5,True,,,,,,,,,,1.0,2.0,,,0.0,0.0,0.0,0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,True,,,,,,,,,,1.0,4.0,,,0.0,0.0,0.0,0,,,,1.0,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Scott McTominay,,,scott-mctominay,S. McTominay,M,8,193,25748,M,ScottMcTominay,879346,EUR,850003200,M,39,39,True,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Tom Heaton,,,tom-heaton,T. Heaton,G,22,188,6117,M,tomheatongk,18122,EUR,513907200,G,22,22,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Victor Lindelöf,,,victor-lindelof,V. Lindelöf,D,3,187,8884,M,victorlindelof,143334,EUR,774403200,D,2,2,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Anthony Elanga,,,anthony-elanga,A. Elanga,M,20,178,10434,M,anthonyelanga,979232,EUR,1019865600,F,36,36,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385426,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,KobbieM,1142175,EUR,1113868800,M,73,73,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385426,away,Manchester City,Ederson,,,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,46.0,42.0,11.0,7.0,41.0,42.0,1.0,4.0,6.0,90.0,55.0,6.0,4.0,0.0,0.0,0.00015821,0,-0.4436,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,1.0,1.0,1.0,,
