match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_totalOffside,stat_errorLeadToAShot,stat_hitWoodwork,stat_penaltyConceded
12436998,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,13.0,9.0,5.0,1.0,0.0,8.0,9.0,1.0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,90.0,24.0,7.1,4.0,9.15e-05,0,0.1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436998,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14604,M,wesley_fofana3,923894,EUR,977011200,D,29,29,False,59.0,56.0,1.0,,0.0,24.0,24.0,32.0,35.0,4.0,3.0,1.0,,,,,73.0,71.0,7.0,4.0,0.0183351,1,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0392,,,,,,,,,,,,,,,,,,,,,,,,
12436998,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,False,68.0,60.0,4.0,,0.0,43.0,43.0,17.0,25.0,4.0,2.0,1.0,,,,,90.0,80.0,7.1,9.0,0.0153807,1,,,,3.0,2.0,4.0,,,,,5.0,2.0,1.0,0.0184,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436998,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,86.0,74.0,10.0,5.0,0.0,41.0,45.0,33.0,41.0,10.0,4.0,,,,,,90.0,93.0,7.6,12.0,0.045621,1,,,,3.0,8.0,6.0,,1.0,1.0,1.0,3.0,1.0,4.0,0.0167,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12436998,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,42.0,36.0,8.0,5.0,0.0,17.0,18.0,20.0,26.0,3.0,4.0,1.0,,,,,90.0,66.0,8.2,10.0,0.0923392,2,,,,1.0,1.0,2.0,,,,,6.0,1.0,1.0,0.0922,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,0.1896,,,,,,,,,,,,,,
12436998,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,66.0,52.0,6.0,3.0,1.0,13.0,13.0,43.0,67.0,2.0,5.0,1.0,,,,,90.0,95.0,7.8,29.0,0.152684,4,,,,,,5.0,1.0,5.0,1.0,1.0,1.0,,,0.2256,1.0,,,,6.0,14.0,4.0,2.0,,0.2068,True,,,,,,,,,,,,,
12436998,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,61.0,57.0,5.0,4.0,0.0,20.0,21.0,37.0,40.0,11.0,8.0,4.0,,,,,90.0,81.0,8.3,7.0,0.405185,1,,,,,1.0,1.0,,2.0,2.0,,,3.0,1.0,0.0545,,4.0,3.0,3.0,1.0,,,1.0,,0.0941,,,,,,,,,,,,,,
12436998,home,Chelsea,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,M,19,19,False,42.0,37.0,,,0.0,7.0,8.0,30.0,37.0,5.0,4.0,1.0,,,,,90.0,58.0,7.7,13.0,0.107298,1,,,,,2.0,3.0,,2.0,1.0,,1.0,,1.0,0.0563,1.0,1.0,,3.0,3.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,
12436998,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,30.0,25.0,3.0,3.0,0.0,3.0,4.0,22.0,27.0,5.0,2.0,,,,,,73.0,48.0,7.1,10.0,0.170601,5,,,,,,1.0,1.0,4.0,4.0,1.0,1.0,,,1.0498,3.0,1.0,1.0,3.0,2.0,1.0,,1.0,,0.873,,,,1.0,1.0,,,,,,,,,
12436998,home,Chelsea,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,49218,M,Nkunku,769333,EUR,879465600,M,18,18,False,25.0,23.0,1.0,1.0,0.0,8.0,8.0,15.0,17.0,6.0,2.0,1.0,,,,,89.0,41.0,7.3,7.0,0.0984976,3,,,,2.0,3.0,8.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1509,,1.0,1.0,1.0,,,,2.0,,0.161,,1.0,,,,,,,,,,,,
