match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_totalContest,stat_outfielderBlock,captain,stat_wonContest,stat_blockedScoringAttempt,stat_penaltyConceded,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyWon,stat_goals
10406952,home,Cercle Brugge,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1537,M,849114,EUR,942710400,G,1,1,False,16.0,14.0,5.0,3.0,12.0,13.0,2.0,3.0,1.0,2.0,1.0,1.0,90.0,19.0,6.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406952,home,Cercle Brugge,Boris Popović,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,37.0,25.0,6.0,3.0,13.0,17.0,12.0,20.0,1.0,4.0,,,81.0,45.0,6.6,12.0,0,,,5.0,4.0,6.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10406952,home,Cercle Brugge,Jesper Daland,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,50.0,37.0,6.0,3.0,23.0,28.0,14.0,22.0,2.0,9.0,,,90.0,57.0,6.8,14.0,0,,,1.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10406952,home,Cercle Brugge,Senna Miangue,senna-miangue,S. Miangue,D,18,195,115,M,827573,EUR,855100800,D,18,18,False,65.0,48.0,12.0,2.0,28.0,29.0,20.0,36.0,1.0,5.0,,,90.0,73.0,6.5,20.0,0,Senna,Miangue,1.0,2.0,3.0,2.0,1.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10406952,home,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,M,34,34,False,43.0,26.0,1.0,,8.0,14.0,19.0,33.0,2.0,4.0,,,90.0,77.0,7.2,27.0,2,,,,5.0,2.0,7.0,2.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10406952,home,Cercle Brugge,Leonardo Lopes,leonardo-lopes,L. Lopes,M,22,168,202,M,783478,EUR,912384000,M,22,22,False,55.0,38.0,5.0,,9.0,11.0,29.0,45.0,1.0,8.0,,,68.0,66.0,6.7,21.0,0,,,1.0,1.0,3.0,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,
10406952,home,Cercle Brugge,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,14,14,False,79.0,58.0,7.0,2.0,15.0,17.0,43.0,64.0,,23.0,,,90.0,98.0,7.1,25.0,1,,,1.0,,6.0,4.0,2.0,1.0,1.0,2.0,,,1.0,2.0,,3.0,,,1.0,,2.0,,True,2.0,,,,,,,,,
10406952,home,Cercle Brugge,Dimitar Velkovski,dimitar-velkovski,D. Velkovski,D,35,180,68,M,553494,EUR,790732800,M,19,19,False,60.0,45.0,5.0,2.0,13.0,14.0,34.0,51.0,,6.0,,,90.0,90.0,6.5,21.0,1,,,1.0,,4.0,3.0,2.0,1.0,,2.0,2.0,1.0,,5.0,2.0,2.0,,,,1.0,,,,,1.0,1.0,,,,,,,
10406952,home,Cercle Brugge,Dino Hotić,dino-hotic,D. Hotić,M,23,168,327,M,362270,EUR,806716800,F,10,10,False,22.0,15.0,2.0,1.0,,1.0,16.0,27.0,,5.0,,,68.0,36.0,6.8,15.0,2,,,2.0,,3.0,,1.0,,1.0,,,1.0,1.0,6.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,
10406952,home,Cercle Brugge,Ayase Ueda,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,36,36,False,28.0,21.0,1.0,1.0,4.0,5.0,17.0,24.0,,2.0,,,90.0,44.0,6.6,16.0,1,,,4.0,3.0,9.0,6.0,1.0,,3.0,1.0,,3.0,,1.0,,,,,1.0,1.0,3.0,,,1.0,,,1.0,bee18,,,,,
10406952,home,Cercle Brugge,Kévin Denkey,kevin-denkey,K. Denkey,F,9,181,3511,M,862470,EUR,975542400,F,9,9,False,37.0,29.0,,,4.0,4.0,25.0,33.0,,5.0,,,90.0,55.0,7.1,15.0,1,,,6.0,2.0,9.0,7.0,,1.0,3.0,1.0,1.0,4.0,2.0,,,,,1.0,,2.0,2.0,,,2.0,,,,,,,,,
10406952,home,Cercle Brugge,Abu Francis,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,True,24.0,20.0,1.0,,8.0,9.0,12.0,15.0,,3.0,,,22.0,28.0,6.6,6.0,1,,,,1.0,1.0,2.0,,1.0,,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
10406952,home,Cercle Brugge,Yann Gboho,yann-gboho,Y. Gboho,F,10,173,972,M,911851,EUR,979430400,M,11,11,True,8.0,4.0,,,1.0,2.0,3.0,6.0,,2.0,,,22.0,16.0,6.3,7.0,1,,,1.0,,2.0,3.0,,,,,,2.0,,,,,,,1.0,1.0,3.0,,,2.0,,,,,1.0,,,,
