match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_wasFouled,stat_errorLeadToAShot,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_outfielderBlock
12514228,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,21.0,19.0,4.0,2.0,0.0,18.0,18.0,1.0,3.0,6.0,1.0,2.0,90.0,31.0,6.6,2.0,0.00124341,0,-0.4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514228,home,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,,850976,EUR,881625600,D,6,6,False,9.0,7.0,,,0.0,1.0,2.0,7.0,8.0,1.0,,,34.0,16.0,6.3,7.0,0.0041972,0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514228,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,49.0,42.0,6.0,5.0,1.0,18.0,19.0,24.0,32.0,1.0,,,90.0,67.0,7.4,10.0,0.0581057,1,,,,2.0,,,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0482,2.0,,,,,,,,,,,,,,,,
12514228,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,81.0,74.0,12.0,8.0,0.0,60.0,63.0,14.0,18.0,4.0,,,90.0,94.0,7.3,9.0,0.0104257,2,,,,,,5.0,2.0,8.0,4.0,1.0,1.0,,,,,,2.0,,1.0,0.1637,,True,1.0,1.0,1.0,1.0,1.0,0.744,,,,,,,,,
12514228,home,Benfica,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,,1085081,EUR,1048377600,D,3,3,False,70.0,52.0,14.0,6.0,0.0,30.0,36.0,22.0,37.0,5.0,,,90.0,106.0,6.4,28.0,0.0220082,0,,,,3.0,,,2.0,5.0,6.0,,,6.0,4.0,,,3.0,,,3.0,,1.0,,,,,5.0,2.0,,1.0,,,,,,,,
12514228,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,M,8,8,False,42.0,34.0,4.0,3.0,0.0,13.0,15.0,21.0,27.0,2.0,,,90.0,52.0,6.5,11.0,0.0417584,1,,,,,,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,,,,,,,0.0662,,,,1.0,,,1.0,0.1523,,1.0,1.0,,,,,,
12514228,home,Benfica,Manuel Silva,manuel-silva,M. Silva,M,16,190,1034,M,,1085740,EUR,992304000,M,16,16,False,10.0,8.0,1.0,,0.0,5.0,6.0,3.0,4.0,,,,37.0,20.0,6.6,4.0,0.00134012,0,,,,,,,,2.0,2.0,,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,4.0,1.0,,,,,,,,,,
12514228,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,orkunkokcu,907461,EUR,978048000,M,10,10,False,67.0,58.0,8.0,6.0,1.0,28.0,29.0,32.0,43.0,7.0,,,90.0,85.0,7.8,15.0,0.0811525,0,,,,5.0,2.0,,1.0,4.0,5.0,,,2.0,,1.0,,,4.0,3.0,2.0,,4.0,,,,,2.0,1.0,,,,,,,,,,
12514228,home,Benfica,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24902,M,KAktürkoğlu,903324,EUR,908928000,F,17,17,False,25.0,22.0,1.0,1.0,0.0,3.0,4.0,19.0,24.0,3.0,,,70.0,44.0,7.2,13.0,0.0804873,2,,,,3.0,,,2.0,5.0,4.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,0.0355,1.0,,,1.0,,,3.0,0.1935,,,1.0,,,,,,
12514228,home,Benfica,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15120,M,vangelis_pavlidis,795236,EUR,911606400,F,14,14,False,18.0,13.0,1.0,1.0,0.0,4.0,5.0,9.0,13.0,4.0,,,69.0,29.0,8.3,8.0,0.0554907,2,,,,,,2.0,,4.0,2.0,2.0,,,,,,,1.0,1.0,,1.2084,1.0,,,2.0,2.0,,1.0,1.7014,,,1.0,,,,,,
