match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_wasFouled,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
12528082,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,53.0,42.0,21.0,11.0,0.0,39.0,40.0,3.0,13.0,1.0,11.0,2.0,1.0,1.0,3.0,2.0,89.0,62.0,7.2,11.0,0.00204346,0,0.2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528082,home,Galatasaray,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5736,M,przemek.franek_,286909,EUR,797644800,D,29,29,False,,34.0,33.0,,,0.0,21.0,22.0,13.0,15.0,2.0,4.0,,,,,,63.0,45.0,6.5,4.0,0.0488214,0,,3.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
12528082,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,50.0,47.0,3.0,3.0,0.0,30.0,32.0,17.0,18.0,5.0,4.0,,,,,,78.0,65.0,7.6,4.0,0.0327263,1,,,,1.0,4.0,7.0,1.0,2.0,2.0,,1.0,,4.0,1.0,1.0,1.0,1.0,0.0772,,,,,,,,,,,,,,,
12528082,home,Galatasaray,Carlos Cuesta,carlos-cuesta,C. Cuesta,D,46,179,4436,M,,839095,EUR,920937600,D,26,26,False,,48.0,46.0,2.0,2.0,0.0,36.0,36.0,10.0,12.0,2.0,2.0,,,,,,90.0,57.0,7.1,4.0,0.00226621,1,,,,4.0,7.0,4.0,,,1.0,1.0,3.0,,3.0,,1.0,,1.0,0.0607,1.0,2.0,,,,,,,,,,,,,
12528082,home,Galatasaray,Ismail Jakobs,ismail-jakobs,I. Jakobs,D,4,184,7106,M,ismaijakobs,897291,EUR,934848000,D,4,4,False,,34.0,29.0,3.0,1.0,0.0,17.0,21.0,13.0,15.0,,4.0,,,,,,90.0,52.0,7.9,11.0,0.325108,0,,2.0,1.0,1.0,1.0,8.0,,,6.0,4.0,,3.0,,,,1.0,,,,2.0,1.0,2.0,,,,,,,,,,,
12528082,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4087,M,,138152,EUR,784425600,M,23,23,False,,51.0,42.0,6.0,2.0,1.0,24.0,26.0,19.0,26.0,3.0,5.0,,,,,,90.0,64.0,7.6,12.0,0.260847,2,,1.0,1.0,1.0,3.0,4.0,,2.0,1.0,,,3.0,2.0,,1.0,,,0.0849,,,2.0,1.0,1.0,0.08,,,,,,,,,
12528082,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186,2127,M,,992912,EUR,885686400,M,18,18,False,,52.0,40.0,3.0,,0.0,17.0,21.0,23.0,31.0,2.0,8.0,,,,,,90.0,63.0,7.2,12.0,0.0409112,1,,,,1.0,2.0,5.0,,2.0,1.0,1.0,1.0,,2.0,2.0,,,,0.0418,,,,1.0,1.0,0.0844,,,,,,,,,
12528082,home,Galatasaray,Yusuf Demir,yusuf-demir,Y. Demir,F,,173,4507,M,yusufdemir.10,962283,EUR,1054512000,M,30,30,False,,26.0,21.0,1.0,1.0,0.0,8.0,11.0,13.0,16.0,,4.0,,,,,,90.0,40.0,6.3,7.0,0.0775765,3,,1.0,,3.0,5.0,2.0,1.0,1.0,1.0,,,1.0,,,2.0,,2.0,1.0305,,,,1.0,1.0,0.5387,,,2.0,,,,,,
12528082,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,42.0,33.0,4.0,2.0,0.0,10.0,13.0,26.0,38.0,,2.0,,,,,,79.0,61.0,7.6,18.0,0.160317,3,,9.0,3.0,,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,,,,0.8348,,2.0,,,2.0,0.6454,,,,1.0,1.0,1.0,,,
12528082,home,Galatasaray,Ahmed Kutucu,ahmed-kutucu,A. Kutucu,M,21,181,3238,M,,906049,EUR,951868800,M,21,21,False,,34.0,30.0,1.0,1.0,0.0,8.0,8.0,22.0,26.0,,6.0,,,,,,90.0,46.0,7.7,9.0,0.0400353,6,,,,1.0,3.0,,,,,,1.0,2.0,,,2.0,,,0.5583,,4.0,,,2.0,0.3779,,,1.0,1.0,2.0,,,,
12528082,home,Galatasaray,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,229308,M,Osimhen9,822471,EUR,914889600,F,45,45,False,,12.0,10.0,,,0.0,3.0,3.0,7.0,9.0,,1.0,,,,,,88.0,33.0,7.3,11.0,0.0248079,4,,,,1.0,6.0,6.0,,1.0,,,1.0,2.0,3.0,,1.0,,2.0,0.3646,,5.0,,4.0,2.0,0.2698,,,1.0,3.0,1.0,1.0,1.0,,
12528082,home,Galatasaray,Elias Jelert,elias-jelert,E. Jelert,D,38,178,2410,M,,1126433,EUR,1055376000,D,24,24,True,,16.0,15.0,1.0,,0.0,8.0,8.0,7.0,8.0,,1.0,,,,,,27.0,16.0,6.6,1.0,0.00872483,0,,,,,,,,,,,,,,,,,,,,,,,,,Elias,Jelert,,,,,,,
