match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_errorLeadToAShot,stat_accurateCross,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,player_lastName,stat_hitWoodwork
10411624,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,22.0,19.0,5.0,2.0,17.0,18.0,2.0,4.0,1.0,1.0,7.0,1.0,2.0,90.0,30.0,6.8,3.0,0.0,0.0,0.00318965,0,-0.7124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411624,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,65.0,61.0,4.0,3.0,23.0,24.0,38.0,42.0,7.0,1.0,5.0,,,90.0,92.0,7.1,9.0,0.0,0.0,0.14161,0,,dilorenzo22,True,1.0,1.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10411624,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,66.0,61.0,15.0,11.0,36.0,38.0,25.0,28.0,4.0,3.0,3.0,,,90.0,77.0,7.7,5.0,0.0888,0.3888,0.00941273,1,,,,,,1.0,2.0,1.0,,,,1.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10411624,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15025,M,896569,EUR,848016000,D,3,3,False,74.0,68.0,5.0,3.0,46.0,48.0,22.0,26.0,5.0,5.0,7.0,,,90.0,96.0,8.0,8.0,0.0,0.0,0.0264313,0,,kiminjae3,,,,1.0,1.0,,,,,2.0,5.0,2.0,2.0,,,1.0,,,,3.0,,,,,,,,,,
10411624,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168,1034,M,99546,EUR,675302400,D,6,6,False,49.0,38.0,4.0,1.0,18.0,20.0,21.0,33.0,2.0,,4.0,,,70.0,67.0,6.6,15.0,0.0,0.0,0.0395821,0,,,,,4.0,1.0,4.0,1.0,1.0,,,2.0,2.0,1.0,,,1.0,2.0,,,,,,1.0,,,,,,,,
10411624,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,58.0,51.0,1.0,1.0,24.0,24.0,27.0,34.0,5.0,,5.0,,,90.0,78.0,6.5,15.0,0.0,0.0,0.0756128,0,,anguiss_29,,,,1.0,7.0,2.0,3.0,,,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,
10411624,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,71.0,69.0,4.0,3.0,31.0,32.0,38.0,39.0,5.0,,6.0,,,90.0,85.0,7.0,5.0,0.0,0.0,0.0143677,0,,StanLobotka,,,,1.0,5.0,,2.0,1.0,1.0,,4.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,
10411624,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,46.0,41.0,2.0,2.0,18.0,19.0,23.0,27.0,3.0,1.0,4.0,,,79.0,58.0,6.6,7.0,0.09,0.2098,0.0789943,2,,zielu_94,,,,1.0,6.0,2.0,,2.0,,1.0,2.0,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,
10411624,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,21.0,15.0,1.0,,5.0,8.0,10.0,16.0,3.0,,4.0,,,45.0,34.0,6.4,12.0,0.0,0.0,0.0098574,0,,,,,3.0,1.0,4.0,1.0,,2.0,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,
10411624,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,14.0,10.0,,,2.0,3.0,8.0,11.0,1.0,1.0,4.0,,,79.0,27.0,8.6,11.0,1.3071,1.4327,0.134701,5,,Osimhen9,,1.0,,,6.0,,3.0,1.0,,,,,3.0,,2.0,2.0,1.0,4.0,2.0,,,,,,1.0,1.0,1.0,,,
10411624,home,Napoli,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,77,77,False,30.0,21.0,3.0,2.0,3.0,7.0,21.0,28.0,5.0,,7.0,,,89.0,54.0,9.0,17.0,0.5593,0.808,0.541555,5,,Kvaradona,,2.0,5.0,2.0,8.0,,3.0,7.0,4.0,,1.0,,,,,2.0,,3.0,1.0,,,3.0,,1.0,1.0,,1.0,,,
