match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_wonTackle,captain,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork
11391371,home,Toulouse,Thijs Dallinga,,,thijs-dallinga,T. Dallinga,F,24,190,2354,M,905381,EUR,965260800,F,9,9,False,21.0,14.0,,,4.0,5.0,3.0,90.0,35.0,7.7,12.0,0.0238213,5,,10.0,17.0,1.0,,4.0,5.0,6.0,,2.0,1.0,1.0,2.0,1.0,2.0,0.4421,1.0,1.0,1.0,,,2.0,,1.0,,,1.0,2.0,0.1994,1.0,,,,,,,,
11391371,home,Toulouse,Logan Costa,,,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,6,6,True,38.0,34.0,7.0,6.0,11.0,13.0,7.0,30.0,40.0,7.2,4.0,0.0680645,0,,24.0,26.0,1.0,1.0,2.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11391371,home,Toulouse,Stijn Spierings,,,spierings-stijn,S. Spierings,M,6,189,224,M,788977,EUR,826588800,M,4,4,True,43.0,36.0,10.0,5.0,6.0,7.0,4.0,30.0,48.0,7.1,9.0,0.0473135,0,,31.0,39.0,3.0,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
11391371,home,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,19,19,True,10.0,4.0,,,2.0,2.0,2.0,30.0,16.0,6.7,7.0,0.0146548,1,,2.0,8.0,,,3.0,,4.0,,,,1.0,1.0,,,0.0193,,,,,1.0,,,,,,,,,,,,,,,,,
11391371,home,Toulouse,Naatan Skyttä,,,naatan-skytta,N. Skyttä,M,15,174,866,M,926995,EUR,1020729600,M,22,22,True,8.0,8.0,,,2.0,2.0,2.0,10.0,12.0,6.9,1.0,0.00462071,0,,6.0,6.0,,,,1.0,2.0,,,,,1.0,,,,1.0,,,,2.0,,,,2.0,,,,,,,,,,,,,
11391371,home,Toulouse,Ibrahim Cissoko,Ibrahim Cissoko,,ibrahim-cissoko,I. Cissoko,M,20,188,380,M,1128902,EUR,1048636800,F,10,10,True,6.0,5.0,,,2.0,2.0,1.0,10.0,16.0,7.2,6.0,0.316316,0,,5.0,9.0,5.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,
11391371,home,Toulouse,Alex Domínguez,,,alex-dominguez,A. Domínguez,G,30,187,83,M,909272,EUR,901756800,G,30,30,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391371,home,Toulouse,Moussa Diarra,,,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,23,23,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391371,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,24,24,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391371,home,Toulouse,César Gelabert,,,cesar-gelabert,C. Gelabert,M,10,183,320,M,883156,EUR,972950400,M,11,11,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391371,away,Nantes,Alban Lafont,,,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,33.0,9.0,31.0,7.0,4.0,6.0,6.0,90.0,42.0,6.5,24.0,0.00047878,0,-0.7848,5.0,27.0,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,
11391371,away,Nantes,Jean-Charles Castelletto,,,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,21.0,18.0,2.0,1.0,10.0,12.0,,90.0,32.0,6.7,4.0,0.00468147,0,,8.0,9.0,,,1.0,5.0,3.0,,,,,1.0,1.0,3.0,,2.0,,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,
11391371,away,Nantes,Nicolas Pallois,,,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,12.0,6.0,6.0,1.0,5.0,8.0,2.0,90.0,27.0,7.0,6.0,0.00025529,0,,1.0,4.0,,,,4.0,2.0,1.0,,,,,,,,3.0,,6.0,3.0,2.0,,1.0,,1.0,,,,,,,,,,,,,
11391371,away,Nantes,Nathan Zeze,Nathan Zeze,,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,19.0,14.0,2.0,1.0,12.0,12.0,1.0,90.0,31.0,6.7,5.0,0.00043469,0,,2.0,7.0,,,1.0,5.0,3.0,2.0,,,,,1.0,1.0,,2.0,,4.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,
11391371,away,Nantes,Jean-Kévin Duverne,,,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,11.0,6.0,1.0,,4.0,6.0,4.0,81.0,26.0,6.3,11.0,0.00050065,0,,2.0,5.0,,,,5.0,1.0,1.0,2.0,,,2.0,1.0,1.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
11391371,away,Nantes,Marcus Coco,,,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,M,11,11,False,18.0,10.0,3.0,,8.0,11.0,4.0,71.0,41.0,7.0,12.0,0.0214259,0,,3.0,8.0,1.0,1.0,2.0,8.0,10.0,2.0,,,,,1.0,4.0,,,2.0,2.0,,7.0,,2.0,1.0,4.0,,,,,,,,,,,,,
11391371,away,Nantes,Moussa Sissoko,,,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,22.0,15.0,1.0,,8.0,9.0,3.0,90.0,31.0,6.6,8.0,0.00176963,0,,7.0,13.0,,,,2.0,1.0,,,,,1.0,,2.0,,1.0,,4.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,
11391371,away,Nantes,Pedro Chirivella,,,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,30.0,21.0,8.0,2.0,11.0,15.0,6.0,90.0,43.0,6.9,11.0,0.0608373,0,,11.0,16.0,1.0,1.0,,4.0,5.0,,4.0,3.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,True,,,,,,,,,,,,
11391371,away,Nantes,Bénie Traoré,Benie Traore,,benie-traore,B. Traore,M,11,172,1378,M,1099792,EUR,1038614400,F,77,77,False,12.0,10.0,,,6.0,6.0,6.0,65.0,28.0,6.8,7.0,0.00114814,1,,4.0,6.0,,,,4.0,6.0,1.0,2.0,1.0,,2.0,2.0,,0.0275,1.0,1.0,,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,
11391371,away,Nantes,Mostafa Mohamed,,,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,19.0,12.0,,,4.0,6.0,2.0,80.0,35.0,8.7,9.0,0.166693,2,,8.0,13.0,,,8.0,9.0,9.0,1.0,,,,2.0,2.0,,0.0971,8.0,,4.0,1.0,,1.0,1.0,2.0,,,,1.0,0.1232,1.0,1.0,,,,,mostafamohamed11,1.0,1.0
11391371,away,Nantes,Tino Kadewere,,,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,F,15,15,False,16.0,10.0,2.0,1.0,3.0,5.0,5.0,81.0,30.0,7.5,8.0,0.0365462,2,,7.0,11.0,,,1.0,2.0,5.0,,2.0,2.0,1.0,1.0,1.0,,0.2536,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,0.827,1.0,,,,,,,,
11391371,away,Nantes,Stredair Appuah,Stredair Appuah,,appuah-stredair,S. Appuah,M,19,185,119,M,1405932,EUR,1088294400,F,23,23,True,8.0,4.0,1.0,,3.0,4.0,3.0,25.0,21.0,6.2,11.0,0.00010295,0,,1.0,4.0,,,1.0,4.0,2.0,1.0,3.0,1.0,,4.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11391371,away,Nantes,Nicolas Cozza,,,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,True,1.0,,,,,,,19.0,7.0,6.4,2.0,4.7e-07,0,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,
11391371,away,Nantes,Matthis Abline,,,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,True,3.0,2.0,1.0,,2.0,3.0,1.0,10.0,5.0,6.3,1.0,9.194e-05,0,,,,,,,5.0,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,
11391371,away,Nantes,Hugo Boutsingkham,,,hugo-boutsingkham,H. Boutsingkham,D,23,172,72,M,1405999,EUR,1043020800,D,71,71,True,,,,,,,,9.0,1.0,6.3,,,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11391371,away,Nantes,Enzo Mongo,,,enzo-mongo,E. Mongo,D,46,185,17,M,1405985,EUR,1112918400,D,46,46,True,,,,,,,,9.0,5.0,6.6,2.0,,0,,,,,,,2.0,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,
11391371,away,Nantes,Denis Petrić,,,denis-petric,D. Petrić,G,,186,72,M,20705,EUR,580435200,G,30,30,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391371,away,Nantes,Abdoul Kader Bamba,,,abdoul-kader-bamba,K. Bamba,M,32,176,177,M,938270,EUR,769824000,F,12,12,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391371,away,Nantes,Mohamed Achi,Mohamed Achi,,mohamed-achi,M. Achi,M,7,181,105,M,1172764,EUR,1011139200,M,19,19,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391371,away,Nantes,Adel Mahamoud,Adel,Mahamoud,adel-mahamoud,A. Mahamoud,F,23,178,133,M,1218074,EUR,1044316800,F,54,54,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
