match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_penaltyConceded,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_penaltyWon
13472710,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,True,20.0,14.0,6.0,0.0,14.0,14.0,6.0,6.0,1.0,90.0,26.0,6.3,7.0,2.601e-05,0,-0.3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472710,home,São Paulo,Nahuel Ferraresi,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,False,,62.0,52.0,9.0,0.0,29.0,36.0,26.0,6.0,,90.0,81.0,6.9,13.0,0.0977587,1,,3.0,23.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0181,2.0,,,,,,,,,,,,,,,,,,,,,,
13472710,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,,49.0,45.0,3.0,0.0,33.0,34.0,15.0,7.0,,90.0,63.0,6.8,5.0,0.00486567,0,,2.0,12.0,,,3.0,6.0,,,6.0,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13472710,home,São Paulo,Sabino,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,False,,40.0,39.0,1.0,0.0,19.0,20.0,20.0,4.0,,90.0,52.0,7.1,2.0,0.0137053,2,,1.0,20.0,,,5.0,2.0,1.0,,5.0,1.0,1.0,1.0,1.0,,,3.0,0.051,1.0,,,1.0,1.0,,,,2.0,0.3948,,,,,,,,,,,,,
13472710,home,São Paulo,Cédric Soares,cedric-soares,C. Soares,M,6,172,2813,M,44760,EUR,683596800,M,6,6,False,,38.0,28.0,3.0,0.0,15.0,19.0,19.0,,,77.0,49.0,6.4,13.0,0.0565113,1,,1.0,13.0,3.0,1.0,4.0,2.0,1.0,1.0,,1.0,,,,,,,0.0434,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
13472710,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,,33.0,27.0,2.0,0.0,8.0,9.0,24.0,3.0,,90.0,44.0,6.9,10.0,0.0291706,0,,2.0,19.0,2.0,,3.0,1.0,2.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,
13472710,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,,27.0,23.0,2.0,0.0,14.0,14.0,13.0,1.0,,77.0,36.0,6.1,6.0,0.00659822,0,,,9.0,,,3.0,4.0,1.0,,2.0,,,1.0,1.0,1.0,3.0,1.0,,,Pablo Maia,,,,,,,,,1.0,1.0,,,,,,,,,,,
13472710,home,São Paulo,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,False,,14.0,13.0,1.0,0.0,5.0,5.0,9.0,4.0,,71.0,28.0,6.9,4.0,0.00230246,2,,,8.0,1.0,,4.0,6.0,,1.0,1.0,,2.0,3.0,3.0,,2.0,1.0,0.0362,,,,1.0,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,
13472710,home,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,M,11,11,False,,35.0,26.0,4.0,0.0,9.0,12.0,23.0,5.0,,90.0,59.0,7.4,18.0,0.144324,2,,2.0,17.0,6.0,1.0,3.0,6.0,1.0,1.0,,,,1.0,1.0,1.0,4.0,,0.1981,,,,,,3.0,1.0,,1.0,0.2546,,,,1.0,,,,,,,,,
13472710,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,F,10,10,False,,12.0,10.0,1.0,0.0,3.0,4.0,8.0,,,90.0,24.0,7.3,5.0,0.00992897,5,,1.0,7.0,,,2.0,2.0,,3.0,,,,,,2.0,1.0,1.0,0.3138,,,,,,1.0,1.0,,1.0,0.7,1.0,,1.0,1.0,luciano10,,,,,,,,
