match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_keyPass,stat_interceptionWon,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_wonContest,captain,stat_hitWoodwork,stat_errorLeadToAShot,stat_outfielderBlock
12437681,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,21.0,18.0,6.0,3.0,0.0,17.0,18.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,27.0,7.0,3.0,0.00013487,0,0.0345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437681,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,24.0,16.0,,,0.0,4.0,7.0,12.0,19.0,3.0,1.0,,,,,45.0,42.0,6.7,13.0,0.0126469,1,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0072,,,,,,,,,,,,,,,,,,,,,,
12437681,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,54.0,48.0,4.0,3.0,0.0,27.0,33.0,21.0,21.0,2.0,1.0,,,,,90.0,64.0,7.1,7.0,0.00739488,1,,,4.0,2.0,6.0,5.0,,1.0,1.0,0.0222,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12437681,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,76.0,71.0,2.0,2.0,0.0,49.0,53.0,22.0,23.0,1.0,5.0,,,,,90.0,82.0,7.2,7.0,0.00779676,0,,,1.0,4.0,2.0,6.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
12437681,home,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,3,3,False,60.0,54.0,4.0,1.0,0.0,21.0,21.0,33.0,40.0,2.0,,,,,,90.0,79.0,7.2,10.0,0.0321752,2,,1.0,2.0,2.0,3.0,3.0,,,1.0,0.137,,,,,,,1.0,,1.0,1.0,1.0,0.0271,,,,,,,,,,
12437681,home,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,,989113,EUR,954633600,D,17,17,False,40.0,38.0,,,0.0,9.0,9.0,31.0,42.0,1.0,3.0,,,,,90.0,63.0,7.6,13.0,0.42172,2,,11.0,2.0,,4.0,1.0,1.0,2.0,1.0,0.2747,,1.0,,,3.0,4.0,1.0,,,,1.0,,,,2.0,1.0,1.0,,,,,
12437681,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,46.0,35.0,5.0,3.0,0.0,9.0,10.0,31.0,43.0,,5.0,,,,,62.0,66.0,8.0,17.0,0.679261,0,,7.0,,,2.0,6.0,3.0,,2.0,,,2.0,1.0,1.0,,4.0,,,,,,,,,5.0,1.0,,3.0,,,,
12437681,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,91.0,82.0,10.0,8.0,0.0,39.0,41.0,43.0,50.0,1.0,5.0,,,,,90.0,105.0,6.7,12.0,0.0290428,3,,,1.0,1.0,6.0,2.0,,,,0.2359,1.0,2.0,1.0,,,,,,1.0,2.0,2.0,0.2767,,,,,1.0,,True,,,
12437681,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,M,12,12,False,28.0,25.0,4.0,3.0,0.0,10.0,11.0,15.0,17.0,,3.0,,,,,45.0,35.0,6.7,5.0,0.0216212,2,,,1.0,,3.0,,,1.0,,0.4868,2.0,,,,,,1.0,2.0,1.0,,,0.0763,,,,,1.0,,,1.0,,
12437681,home,Atlético Madrid,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,F,19,19,False,16.0,14.0,,,0.0,3.0,3.0,11.0,14.0,,2.0,,,,,45.0,23.0,6.6,4.0,0.0172699,3,,1.0,,,,,,1.0,,0.4543,,,,,,,,1.0,1.0,1.0,,0.7833,,,,,1.0,,,,,
12437681,home,Atlético Madrid,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,asorloth,309078,EUR,818121600,F,9,9,False,12.0,9.0,,,0.0,1.0,3.0,8.0,9.0,1.0,1.0,,,,,73.0,21.0,7.3,5.0,0.0799049,4,,,2.0,5.0,5.0,7.0,,2.0,2.0,0.5002,,2.0,,,,3.0,,,2.0,,1.0,0.1853,,,,,1.0,,,,,
12437681,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,True,23.0,21.0,,,0.0,7.0,7.0,14.0,16.0,2.0,3.0,,,,,45.0,31.0,7.0,3.0,0.0246896,0,,,,,1.0,3.0,1.0,,,,,,3.0,3.0,,,1.0,,,,,,,,,,,,,,,
12437681,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,True,45.0,42.0,4.0,3.0,0.0,11.0,11.0,31.0,36.0,,4.0,,,,,45.0,58.0,7.1,10.0,0.0864361,3,,2.0,,1.0,4.0,1.0,,2.0,,0.0669,1.0,2.0,,,,2.0,,2.0,1.0,,1.0,0.016,,,,,,,,,,
12437681,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,True,28.0,20.0,4.0,3.0,0.0,3.0,4.0,18.0,26.0,,1.0,,,,,45.0,31.0,7.3,9.0,0.466411,0,,2.0,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,1.0,,1.0,,,,
12437681,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,True,10.0,9.0,,,0.0,3.0,3.0,7.0,8.0,,2.0,,,,,28.0,22.0,6.9,5.0,0.17998,4,,1.0,1.0,1.0,2.0,2.0,2.0,,,0.2835,,,,,,1.0,,2.0,,4.0,,,,,1.0,,,1.0,,,,
12437681,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,ReinildoMandava,831424,EUR,759110400,D,23,23,True,21.0,21.0,,,0.0,10.0,10.0,11.0,12.0,1.0,2.0,,,,,17.0,29.0,7.1,1.0,0.0451805,0,,1.0,1.0,,1.0,3.0,1.0,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,
12437681,home,Atlético Madrid,Antonio Gomis,antonio-gomis,A. Gomis,G,1,191,355,M,,1156733,EUR,1053388800,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
