match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_aerialWon,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_shotOffTarget,stat_errorLeadToAGoal,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,player_firstName,player_lastName,captain,stat_dispossessed,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_penaltyWon
10433843,home,Kayserispor,Mario Gavranović,mario-gavranovic,M. Gavranović,F,,175,339,,49351,EUR,627868800,F,19,19,False,15.0,12.0,1.0,1.0,7.0,9.0,5.0,6.0,2.0,,2.0,1.0,,,,,68.0,21.0,6.9,4.0,2,,,1.0,4.0,1.0,,,,,1.0,1.0,,,2.0,,,,1.0,1.0,,,1.0,2.0,,,,,,1.0,1.0,,,
10433843,home,Kayserispor,İlhan Parlak,ilhan-parlak,İ. Parlak,F,38,181,25,,5810,EUR,537926400,F,23,23,True,4.0,4.0,,,2.0,2.0,2.0,2.0,3.0,,,1.0,,,,,22.0,8.0,6.6,1.0,2,,,1.0,3.0,,,,,,,,1.0,,2.0,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
10433843,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,948,M,595396,EUR,780019200,M,11,11,True,6.0,3.0,,,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,,,,,21.0,10.0,6.6,3.0,0,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
10433843,home,Kayserispor,Andrea Bertolacci,andrea-bertolacci,A. Bertolacci,M,,179,98,M,47568,EUR,663552000,M,91,91,True,9.0,6.0,3.0,,3.0,3.0,3.0,6.0,2.0,,,1.0,,,,,14.0,14.0,6.7,3.0,1,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
10433843,home,Kayserispor,Emrah Başsan,emrah-bassan,E. Başsan,M,14,177,60,M,174141,EUR,703468800,M,17,17,True,3.0,3.0,,,1.0,1.0,2.0,5.0,,,,,,,,,14.0,10.0,6.7,4.0,2,3.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,
10433843,home,Kayserispor,Mustafa Pektemek,mustafa-pektemek,M. Pektemek,F,,182,39,M,43643,EUR,587260800,F,9,9,True,,,,,,,,,,,,,,,,,14.0,1.0,6.6,,0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
10433843,home,Kayserispor,Abdulkadir Taşdan,abdulkadir-tasdan,A. Taşdan,G,1,192,14,M,1065837,EUR,1055894400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Abdulkadir Tasdan,,,,,,,,,
10433843,home,Kayserispor,Anthony Uzodimma,uzodimma-anthony,A. Uzodimma,D,,176,59,M,993108,EUR,924307200,M,80,80,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433843,home,Kayserispor,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,828,M,280447,EUR,837820800,M,10,10,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433843,home,Kayserispor,Yaw Ackah,yaw-ackah,Y. Ackah,M,79,169,85,M,984096,EUR,928195200,M,89,89,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433843,home,Kayserispor,Nurettin Korkmaz,korkmaz-nurettin,N. Korkmaz,F,77,172,37,M,976993,EUR,1025136000,M,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433843,away,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4877,M,754330,EUR,828662400,G,1,1,False,20.0,13.0,10.0,4.0,11.0,13.0,2.0,7.0,,,8.0,,1.0,1.0,,3.0,90.0,28.0,5.9,7.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,
10433843,away,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,371,M,44848,EUR,667094400,D,19,19,False,52.0,43.0,5.0,3.0,29.0,31.0,14.0,22.0,1.0,4.0,,1.0,,,,,90.0,76.0,6.8,14.0,1,1.0,,4.0,5.0,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
10433843,away,Trabzonspor,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1902,M,99519,EUR,663897600,D,3,3,False,67.0,56.0,12.0,7.0,40.0,41.0,16.0,26.0,5.0,3.0,10.0,1.0,,,,,90.0,79.0,7.4,12.0,1,,,,3.0,1.0,,,2.0,3.0,1.0,1.0,,,2.0,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,,
10433843,away,Trabzonspor,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,897,M,794838,EUR,674697600,D,13,13,False,50.0,48.0,5.0,4.0,32.0,33.0,16.0,17.0,2.0,3.0,,,,,,,64.0,56.0,6.7,3.0,0,,,,1.0,,,,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,
10433843,away,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4093,M,981483,EUR,962928000,D,18,18,False,32.0,30.0,1.0,1.0,15.0,16.0,15.0,20.0,2.0,1.0,5.0,,,,,,90.0,50.0,6.2,9.0,0,4.0,,,3.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,
10433843,away,Trabzonspor,Marek Hamšík,marek-hamsik,M. Hamšík,M,17,183,1356,,25985,EUR,554342400,M,17,17,False,59.0,54.0,6.0,4.0,27.0,27.0,30.0,40.0,2.0,1.0,5.0,1.0,,,,,73.0,74.0,7.3,11.0,0,8.0,3.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
10433843,away,Trabzonspor,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,970,M,136675,EUR,768873600,M,6,6,False,47.0,41.0,5.0,3.0,21.0,22.0,20.0,25.0,3.0,,2.0,,,,,,64.0,57.0,6.5,11.0,1,,,,4.0,,,,,1.0,2.0,2.0,4.0,,3.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,
10433843,away,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,641,M,826155,EUR,930268800,M,10,10,False,23.0,20.0,,,9.0,10.0,11.0,14.0,1.0,,3.0,,,,,,64.0,30.0,6.5,8.0,1,1.0,,1.0,3.0,1.0,,,,,1.0,1.0,2.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,
10433843,away,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2114,M,114076,EUR,741225600,M,11,11,False,26.0,24.0,2.0,2.0,6.0,6.0,18.0,24.0,3.0,,3.0,2.0,,,,,88.0,44.0,7.6,6.0,6,4.0,,2.0,4.0,,,,1.0,1.0,1.0,1.0,,,2.0,,,2.0,3.0,1.0,,,,1.0,,,,,1.0,,,,,
10433843,away,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38616,M,295361,EUR,780969600,M,27,27,False,41.0,33.0,1.0,,8.0,10.0,25.0,32.0,4.0,2.0,6.0,1.0,,,,,90.0,60.0,7.4,14.0,4,1.0,,,2.0,1.0,,,,,3.0,2.0,4.0,,1.0,,,1.0,,3.0,,,,3.0,,,,,,,,,mahmoudtrezeguet,1.0
10433843,away,Trabzonspor,Maximiliano Gómez,maximiliano-gomez,M. Gómez,F,9,186,1055,M,805245,EUR,839980800,F,30,30,False,19.0,11.0,2.0,2.0,1.0,2.0,10.0,17.0,6.0,,3.0,3.0,,,,,90.0,32.0,7.6,11.0,4,,,2.0,6.0,2.0,1.0,,,1.0,,,1.0,,2.0,2.0,,3.0,1.0,,,,,3.0,,,,1.0,,1.0,1.0,,,
10433843,away,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,True,13.0,12.0,2.0,2.0,7.0,8.0,5.0,5.0,1.0,2.0,,1.0,,,,,26.0,16.0,6.7,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433843,away,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,29,29,True,9.0,8.0,,,3.0,4.0,5.0,7.0,1.0,1.0,,1.0,,,,,26.0,14.0,6.7,3.0,1,2.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
10433843,away,Trabzonspor,Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,97,183,2251,M,827804,EUR,854496000,M,61,61,True,3.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,26.0,8.0,6.6,3.0,0,,,1.0,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10433843,away,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,383,M,869839,EUR,843091200,F,9,9,True,7.0,5.0,1.0,,3.0,3.0,2.0,4.0,,,1.0,,,,,,17.0,9.0,7.2,2.0,1,,,,2.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,
10433843,away,Trabzonspor,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,454,M,846087,EUR,950227200,M,34,34,True,,,,,,,,,,1.0,,,,,,,13.0,2.0,6.5,1.0,0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10433843,away,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,105,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433843,away,Trabzonspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183,128,M,913994,EUR,883612800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433843,away,Trabzonspor,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168,1162,M,954317,EUR,1055462400,F,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433843,away,Trabzonspor,Mountassir Lahtimi,mountassir-lahtimi,M. Elhtemy,M,21,180,710,M,1013427,EUR,986083200,M,80,80,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433843,away,Trabzonspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
