match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_bigChanceMissed,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalContest,stat_shotOffTarget,stat_errorLeadToAGoal,stat_wasFouled,player_sofascoreId,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goalAssist,stat_wonContest,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves
10411552,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,42.0,14.0,37.0,9.0,6.0,9.0,8.0,33.0,1.0,13.0,1.0,3.0,2.0,90.0,46.0,6.3,29.0,0.0,0.0,0.00312792,0,-0.3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411552,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184,149,M,158235,EUR,723081600,D,26,26,False,16.0,13.0,3.0,,9.0,9.0,4.0,7.0,,1.0,,,,90.0,23.0,7.3,3.0,0.0954,0.3655,0.00188396,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411552,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,844,M,831677,EUR,943574400,D,3,3,False,12.0,11.0,,,7.0,8.0,4.0,5.0,,5.0,,,,76.0,24.0,6.3,5.0,0.0661,0.0237,0.00158916,1,,,,6.0,4.0,1.0,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10411552,home,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,32.0,22.0,7.0,1.0,11.0,13.0,11.0,19.0,1.0,5.0,,,,73.0,45.0,5.7,14.0,0.1887,0.0,0.009025,1,,,,3.0,6.0,,,,,,1.0,,1.0,3.0,,1.0,,2.0,1.0,True,1.0,1.0,1.0,2.0,,,,,,,,,,
10411552,home,Torino,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,M,17,17,False,33.0,27.0,3.0,,10.0,11.0,17.0,22.0,3.0,4.0,,,,90.0,52.0,6.7,8.0,0.0,0.0,0.0278396,0,,,,5.0,3.0,,,,,1.0,1.0,,4.0,,1.0,,1.0,,,,,,,2.0,stephane_singo,1.0,,,,,,,,
10411552,home,Torino,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,10,10,False,45.0,35.0,6.0,4.0,11.0,14.0,25.0,32.0,,6.0,,,,90.0,54.0,7.1,10.0,0.0555,0.0,0.049554,1,,,,2.0,3.0,,,,1.0,,1.0,1.0,2.0,,,,,,1.0,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,
10411552,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4118,M,930189,EUR,998352000,M,28,28,False,27.0,23.0,2.0,,15.0,16.0,8.0,11.0,,6.0,,,,84.0,34.0,6.7,5.0,0.0,0.0,0.00365715,0,,,,1.0,4.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,
10411552,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,M,19,19,False,37.0,27.0,1.0,,4.0,5.0,26.0,39.0,,4.0,,,,90.0,67.0,7.3,19.0,0.0,0.0,0.253724,0,,,,3.0,3.0,,,,,,1.0,7.0,,,,,,3.0,2.0,,3.0,,,,,3.0,3.0,1.0,,1.0,2.0,,,
10411552,home,Torino,Aleksei Miranchuk,aleksei-miranchuk,A. Miranchuk,M,59,182,4256,M,324353,EUR,813888000,F,59,59,False,26.0,23.0,1.0,1.0,5.0,5.0,18.0,21.0,,4.0,,,,84.0,39.0,7.3,8.0,0.1309,0.5033,0.0277898,1,,,,5.0,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,,1.0,3.0,,,1.0,,,1.0,Miranchuk,1.0,,,,,,,,
10411552,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,16,16,False,27.0,20.0,,,5.0,5.0,15.0,25.0,,4.0,,,,90.0,52.0,6.4,22.0,0.0,0.0,0.0153535,0,,,,10.0,4.0,2.0,,,,,,3.0,,2.0,6.0,,,4.0,1.0,,1.0,,,3.0,niksivlasic_,1.0,,,,1.0,,1.0,,
