match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_challengeLost,captain,stat_unsuccessfulTouch,player_sofascoreId,stat_outfielderBlock,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_errorLeadToAGoal
14057744,home,Eintracht Frankfurt,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,23,23,False,28.0,23.0,13.0,8.0,0.0,22.0,22.0,1.0,6.0,2.0,10.0,1.0,4.0,1.0,1.0,90.0,42.0,6.7,5.0,0.00292321,0.0413,0,0.1156,0.13,0.01,-0.02,-0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14057744,home,Eintracht Frankfurt,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186,1615,M,921789,EUR,868579200,D,13,13,False,46.0,36.0,6.0,3.0,0.0,12.0,14.0,24.0,32.0,2.0,7.0,,,,,90.0,81.0,7.1,13.0,0.174773,,2,,0.37,0.16,-0.16,,4.0,2.0,1.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0737,3.0,-0.17,,,,,,,,,,,,,,,
14057744,home,Eintracht Frankfurt,Nnamdi Collins,nnamdi-collins,N. Collins,D,34,191,1316,M,1048569,EUR,1073692800,D,34,34,False,43.0,35.0,6.0,3.0,0.0,20.0,24.0,15.0,19.0,,4.0,,,,,90.0,50.0,6.8,9.0,0.00897499,,0,,0.15,0.04,-0.24,,,,1.0,1.0,4.0,6.0,,,,,,,5.0,2.0,,2.0,,,,,Nnamdi Collins,,1.0,,,,,,,,,,,,
14057744,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,61.0,57.0,11.0,8.0,0.0,44.0,45.0,13.0,16.0,9.0,6.0,,,,,90.0,77.0,7.8,5.0,0.0449108,,1,,0.3,0.05,0.45,,,,1.0,4.0,1.0,5.0,,,,,1.0,2.0,1.0,,,1.0,,0.0208,,-0.13,,,,True,1.0,,,,,,,,,,
14057744,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2196,M,965778,EUR,959212800,D,3,3,False,53.0,47.0,4.0,3.0,0.0,28.0,28.0,19.0,25.0,2.0,,,,,,90.0,68.0,6.6,7.0,0.0133285,,0,,0.16,0.09,-0.18,,,,4.0,1.0,4.0,4.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14057744,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,49.0,44.0,9.0,5.0,1.0,23.0,24.0,21.0,25.0,,3.0,,,,,83.0,53.0,7.1,5.0,0.0551123,,0,,0.35,-0.11,-0.08,,,,,,2.0,,,,,,,2.0,,,,1.0,,,1.0,,Hugo Larsson,,1.0,,,,,,,,,,,,
14057744,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,M,8,8,False,47.0,40.0,5.0,4.0,1.0,12.0,15.0,28.0,32.0,,7.0,,,,,90.0,74.0,7.7,18.0,0.098327,,1,,0.28,0.18,-0.02,,7.0,2.0,,2.0,3.0,8.0,,1.0,,,1.0,3.0,3.0,2.0,3.0,,1.0,0.0337,2.0,0.01,,,2.0,,5.0,fareschaibi28,1.0,,,,,,,,
14057744,home,Eintracht Frankfurt,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5674,M,790965,EUR,897955200,M,20,20,False,27.0,23.0,2.0,1.0,0.0,3.0,3.0,20.0,24.0,,2.0,,,,,83.0,53.0,7.5,16.0,0.536596,,2,,0.65,0.34,-0.07,,7.0,2.0,1.0,2.0,4.0,7.0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,,,,0.283,2.0,-0.59,,,,,4.0,doanritsu,,1.0,,,,,,,
14057744,home,Eintracht Frankfurt,Can Uzun,can-uzun,C. Uzun,M,42,186,10657,M,1440948,EUR,1131667200,M,42,42,False,40.0,32.0,1.0,,2.0,7.0,7.0,25.0,33.0,,4.0,,,,,74.0,56.0,10.0,15.0,0.652816,,1,,0.79,0.02,-0.09,,1.0,,,,3.0,5.0,,3.0,1.0,2.0,,,3.0,3.0,1.0,,,0.0494,2.0,0.55,Can Uzun,,1.0,,4.0,can.uzun10,,,1.0,1.0,0.3578,,,,
14057744,home,Eintracht Frankfurt,Jean-Mattéo Bahoya,jean-matteo-bahoya,J. Bahoya,M,19,180,2331,M,1146148,EUR,1115424000,M,19,19,False,29.0,26.0,3.0,2.0,0.0,12.0,13.0,14.0,16.0,,4.0,,,,,67.0,51.0,9.7,9.0,0.249615,,4,,0.27,0.28,-0.03,,3.0,1.0,1.0,,3.0,8.0,1.0,5.0,4.0,,1.0,,2.0,,2.0,,,1.0423,2.0,0.87,Jean Bahoya,,,,2.0,,,1.0,2.0,2.0,1.1631,,,,
