match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceCreated,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_lastManTackle,stat_errorLeadToAShot
14572990,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1342,M,1145999,EUR,1088726400,G,1,1,False,29.0,23.0,8.0,3.0,0.0,23.0,25.0,4.0,1.0,1.0,3.0,12.0,2.0,2.0,2.0,2.0,1.0,1.0,90.0,41.0,7.7,6.0,3.488e-05,77.242395443792,15.0,-3.15,4.095,0.6035,0,0.5611,0.0,-0.04,-0.09,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572990,home,AZ Alkmaar,Elijah Dijkstra,Elijah Dijkstra,,elijah-dijkstra,E. Dijkstra,D,22,172,312,M,1386461,EUR,1154736000,D,22,22,False,35.0,31.0,2.0,1.0,0.0,18.0,19.0,16.0,1.0,7.0,4.0,2.0,,,,,,,66.0,61.0,7.3,7.0,0.0222127,105.36808610678,13.0,24.99,26.88,,0,,-0.02,0.05,0.44,,11.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14572990,home,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187,709,M,1145982,EUR,1086825600,D,3,3,False,77.0,71.0,10.0,5.0,0.0,58.0,60.0,17.0,,1.0,3.0,4.0,,,,,,,90.0,88.0,7.2,7.0,0.00480556,308.45207800704,38.0,-8.925,12.495,,0,,0.12,0.1,0.42,,13.0,,2.0,3.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
14572990,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,98.0,93.0,6.0,3.0,0.0,68.0,68.0,30.0,4.0,4.0,3.0,7.0,,,,,,,90.0,104.0,7.4,5.0,0.0105964,428.46419878905,56.0,42.21,11.97,,0,,0.19,0.11,0.19,,25.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14572990,home,AZ Alkmaar,Mees de Wit,,,mees-de-wit,M. de Wit,D,34,178,170,M,893559,EUR,892771200,D,34,34,False,94.0,87.0,7.0,3.0,0.0,39.0,42.0,52.0,2.0,5.0,2.0,8.0,,,,,,,89.0,114.0,8.7,10.0,0.0923199,477.06048359715,52.0,291.48,17.745,,2,,0.34,0.35,0.15,,48.0,,,3.0,,3.0,2.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.3265,0.7324,0.49,,,,,,,,
14572990,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,513,M,922018,EUR,957398400,M,6,6,False,64.0,60.0,1.0,1.0,1.0,22.0,24.0,40.0,1.0,8.0,2.0,2.0,,,,,,,90.0,82.0,8.1,9.0,0.475849,207.20952242689,28.0,46.095,24.99,,1,,0.67,0.09,0.14,,36.0,2.0,2.0,4.0,2.0,2.0,2.0,,2.0,1.0,3.0,3.0,,1.0,,,,1.0,,0.0331,0.1647,0.15,1.0,,,,,,,
14572990,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190,1196,M,980671,EUR,952560000,M,10,10,False,56.0,46.0,2.0,1.0,0.0,15.0,17.0,39.0,,6.0,,5.0,,,,,,,90.0,74.0,7.8,14.0,0.541699,159.70865885879,22.0,25.725,10.185,,4,,0.55,0.34,0.14,,29.0,3.0,,1.0,1.0,2.0,2.0,1.0,4.0,3.0,,5.0,,1.0,,,,2.0,,0.1105,0.0547,-0.52,2.0,True,1.0,2.0,,,,
14572990,home,AZ Alkmaar,Dave Kwakman,,,dave-kwakman,D. Kwakman,M,23,186,254,M,1146002,EUR,1091836800,M,21,21,False,37.0,32.0,4.0,1.0,0.0,17.0,17.0,20.0,,3.0,,1.0,,,,,,,45.0,48.0,6.6,10.0,0.204541,273.68552070491,28.0,158.34,27.09,,0,,0.05,0.29,-0.05,,14.0,1.0,1.0,5.0,1.0,1.0,,,,,3.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
14572990,home,AZ Alkmaar,Weslley Patati,,,weslley-patati,W. Patati,M,7,167,1129,M,1148468,EUR,1064966400,F,7,7,False,19.0,16.0,,,0.0,3.0,5.0,14.0,,4.0,,5.0,,,,,,,77.0,37.0,5.9,11.0,0.0716868,148.51271812012,16.0,55.23,15.225,,2,,-0.53,0.01,-0.06,,12.0,1.0,2.0,9.0,,5.0,,,,,4.0,,,2.0,1.0,1.0,2.0,,,0.0599,,-0.4,,,,,,,,
14572990,home,AZ Alkmaar,Troy Parrott,,,troy-parrott,T. Parrott,F,9,185,10472,M,966555,EUR,1012780800,F,9,9,False,25.0,21.0,1.0,1.0,0.0,,1.0,24.0,1.0,1.0,,3.0,,,,,,,90.0,36.0,6.3,9.0,0.15575,123.17858618514,12.0,22.89,14.28,,5,,0.1,0.28,-0.06,,21.0,,1.0,4.0,1.0,1.0,,,,,,3.0,,2.0,,1.0,2.0,2.0,,0.6402,0.3265,-0.7,,,,1.0,2.0,1.0,,
