match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,captain,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
14064432,home,Nice,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188.0,2968,M,845183,EUR,942710400,G,80,80,False,30.0,26.0,7.0,3.0,0.0,25.0,26.0,1.0,4.0,11.0,3.0,2.0,3.0,90.0,46.0,7.5,4.0,0.00026461,34.520690404107,5.0,30.45,7.875,0.5963,0,0.7243,-0.01,0.0,0.14,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064432,home,Nice,Antoine Mendy,,,mendy-antoine,A. Mendy,D,5,186.0,6281,M,1120615,EUR,1085529600,D,33,33,False,69.0,59.0,4.0,,0.0,37.0,40.0,22.0,29.0,9.0,,,,90.0,90.0,6.9,14.0,0.0441904,271.99063708468,37.0,90.51,11.76,,1,,0.29,0.27,-0.02,,2.0,3.0,7.0,7.0,1.0,1.0,4.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,0.1377,0.5596,0.0,,,,,,,,,,,,,,,,,,
14064432,home,Nice,Abdulay Juma Bah,,,abdulay-juma-bah,A. J. Bah,D,28,195.0,5965,M,1606792,EUR,1144713600,D,28,28,False,42.0,37.0,2.0,1.0,0.0,29.0,31.0,8.0,11.0,3.0,,,,45.0,50.0,6.2,6.0,0.00327751,105.53707333235,18.0,13.86,7.875,,1,,-0.25,0.21,-0.08,,1.0,1.0,3.0,1.0,1.0,,,,,2.0,,,1.0,1.0,0.2231,,-0.45,1.0,1.0,1.0,,,,,,,,,,,,,,,
14064432,home,Nice,Melvin Bard,,,melvin-bard,M. Bard,D,26,173.0,502,M,906075,EUR,973468800,D,26,26,False,74.0,63.0,7.0,1.0,0.0,47.0,50.0,16.0,24.0,6.0,,,,90.0,94.0,6.9,14.0,0.005594,332.67493496547,32.0,149.73,22.26,,1,,0.07,0.12,0.23,,,,2.0,4.0,,1.0,1.0,1.0,,4.0,3.0,3.0,1.0,1.0,0.0104,,0.0,,1.0,1.0,True,2.0,,,,,,,,,,,,,
14064432,home,Nice,Jonathan Clauss,,,jonathan-clauss,J. Clauss,M,92,178.0,2004,M,821728,EUR,717379200,M,92,92,False,51.0,43.0,4.0,2.0,0.0,20.0,21.0,23.0,30.0,9.0,,,,90.0,74.0,7.2,13.0,0.15845,108.31475146023,17.0,25.2,9.765,,0,,0.35,0.08,-0.03,,,1.0,2.0,4.0,1.0,,,,,3.0,2.0,2.0,,1.0,,,,,,1.0,,,6.0,1.0,1.0,1.0,2.0,,,,,,,,
14064432,home,Nice,Tom Louchet,,,tom-louchet,T. Louchet,M,20,176.0,395,M,1127313,EUR,1052006400,M,20,20,False,37.0,28.0,4.0,2.0,0.0,12.0,13.0,16.0,24.0,4.0,,,,53.0,46.0,5.9,13.0,0.155565,120.31614973183,16.0,31.92,14.385,,0,,0.27,0.28,-0.04,,,1.0,5.0,3.0,,2.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,
14064432,home,Nice,Charles Vanhoutte,,,charles-vanhoutte,C. Vanhoutte,M,24,182.0,622,M,928033,EUR,905904000,M,24,24,False,63.0,54.0,7.0,6.0,0.0,30.0,33.0,24.0,30.0,8.0,,,,88.0,79.0,7.4,11.0,0.0233278,208.1158637791,19.0,109.935,29.82,,0,,0.24,0.22,-0.04,,,2.0,4.0,7.0,2.0,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,
14064432,home,Nice,Morgan Sanson,,,morgan-sanson,M. Sanson,M,8,182.0,499,M,250133,EUR,777168000,M,8,8,False,23.0,18.0,,,0.0,9.0,10.0,9.0,13.0,1.0,,,,63.0,32.0,6.6,7.0,0.133588,147.6433843924,12.0,48.72,25.41,,1,,0.25,0.05,-0.11,,,,2.0,2.0,1.0,,3.0,2.0,,,,,,,0.0528,,-0.4,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,
14064432,home,Nice,Ali Abdi,,,ali-abdi,A. Abdi,M,2,183.0,4213,M,919027,EUR,756345600,M,2,2,False,39.0,32.0,4.0,1.0,0.0,18.0,19.0,14.0,20.0,3.0,,,,90.0,63.0,6.7,15.0,0.104502,128.87786940435,17.0,58.065,18.69,,0,,0.22,0.19,-0.17,,1.0,2.0,3.0,4.0,,,2.0,1.0,,2.0,1.0,1.0,3.0,1.0,,,,,,,,,3.0,1.0,,,2.0,1.0,,,,,,,
14064432,home,Nice,Mohamed-Ali Cho,,,mohamed-ali-cho,M. Cho,F,25,182.0,1757,M,1063235,EUR,1074470400,F,25,25,False,15.0,8.0,1.0,,0.0,5.0,5.0,3.0,10.0,,,,,77.0,30.0,5.9,18.0,0.00163575,98.790558631812,12.0,0.73500000000001,18.69,,1,,-0.34,0.06,-0.07,,1.0,1.0,7.0,3.0,1.0,4.0,,,,,,,5.0,1.0,0.0221,,-0.05,,,,,,2.0,,,2.0,,,1.0,1.0,,,,,
14064432,home,Nice,Sofiane Diop,,,sofiane-diop,S. Diop,M,10,175.0,3842,M,944164,EUR,960508800,F,10,10,False,19.0,17.0,1.0,1.0,0.0,11.0,11.0,6.0,8.0,6.0,,,,63.0,31.0,6.2,6.0,0.111355,146.30084333857,16.0,-34.755,11.865,,3,,0.16,-0.53,-0.03,,2.0,,7.0,2.0,1.0,2.0,1.0,,,,1.0,,,1.0,0.2628,,-0.54,,2.0,1.0,,,2.0,1.0,,1.0,,,1.0,,,,,,
14064432,home,Nice,Bernard Nguene,Bernard Nguene,,bernard-nguene,B. Nguene,F,26,180.0,220,M,2017474,EUR,1154649600,F,49,49,True,14.0,10.0,,,0.0,5.0,7.0,5.0,7.0,3.0,,,,45.0,29.0,6.8,9.0,0.0157098,21.775791665682,4.0,3.465,7.35,,2,,-0.02,-0.23,0.19,,,2.0,3.0,6.0,,1.0,3.0,1.0,,1.0,3.0,1.0,1.0,,0.0781,,-0.38,,2.0,1.0,,,,,,,,,,,,,,,
14064432,home,Nice,Hicham Boudaoui,,,hicham-boudaoui,H. Boudaoui,M,6,176.0,11417,M,985923,EUR,938044800,M,6,6,True,17.0,16.0,2.0,2.0,0.0,8.0,8.0,8.0,9.0,4.0,,,,27.0,23.0,6.8,3.0,0.00657203,88.944365182543,10.0,44.31,14.91,,1,,0.02,0.17,0.16,,,,2.0,2.0,,1.0,,,,,,,,1.0,0.0393,,-0.14,,1.0,,,,1.0,,,2.0,,,,,hicham_boudaoui,,,,
14064432,home,Nice,Isak Jansson,,,isak-jansson,I. Jansson,F,21,176.0,322,M,962064,EUR,1012435200,F,21,21,True,14.0,10.0,,,0.0,3.0,4.0,7.0,10.0,2.0,,,,27.0,21.0,6.5,6.0,0.107605,44.65367402744,4.0,26.775,15.225,,1,,0.21,0.12,0.14,,2.0,,4.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,0.4302,0.4215,-0.21,1.0,,,,,1.0,1.0,,,3.0,,,,,,,,
