match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,captain,stat_totalOffside,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded
10411560,home,Cremonese,Daniel Ciofani,daniel-ciofani,D. Ciofani,F,,191.0,59,M,132410,EUR,491616000,F,9,9,False,3.0,3.0,,,,,3.0,3.0,1.0,1.0,,,,45.0,7.0,6.6,1.0,0.0,0.0,0.0779421,0,,,,1.0,2.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,True,1.0,,,,
10411560,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189.0,177,M,158037,EUR,732326400,D,15,15,True,29.0,22.0,7.0,3.0,15.0,18.0,7.0,11.0,1.0,5.0,,,,78.0,36.0,6.9,7.0,0.0,0.0,0.0190833,0,,,,3.0,2.0,5.0,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
10411560,home,Cremonese,Michele Castagnetti,michele-castagnetti,M. Castagnetti,M,4,180.0,88,M,131910,EUR,630720000,M,19,19,True,38.0,33.0,4.0,3.0,14.0,15.0,19.0,25.0,,2.0,,,,72.0,49.0,7.1,8.0,0.0227,0.0,0.0521698,1,,,,,3.0,5.0,,,2.0,2.0,,1.0,,2.0,3.0,3.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,
10411560,home,Cremonese,Frank Tsadjout,frank-tsadjout,F. Tsadjout,F,74,190.0,194,M,927188,EUR,933120000,F,74,74,True,13.0,11.0,,,1.0,2.0,10.0,11.0,,2.0,,,,45.0,20.0,7.4,3.0,0.1078,0.4168,0.0148961,2,,,,2.0,3.0,3.0,,,,,,,3.0,,1.0,1.0,,,1.0,,,,,,,,2.0,1.0,,,,,,,
10411560,home,Cremonese,David Okereke,david-okereke,D. Okereke,F,77,182.0,887,M,831290,EUR,872812800,F,77,77,True,13.0,10.0,1.0,1.0,3.0,4.0,7.0,9.0,,1.0,,,,45.0,21.0,6.8,6.0,0.17,0.0206,0.0124043,3,,,,3.0,3.0,4.0,,1.0,,,,2.0,1.0,,2.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,,,,,,,,
10411560,home,Cremonese,Leonardo Sernicola,leonardo-sernicola,L. Sernicola,M,17,188.0,112,M,812314,EUR,870220800,D,17,17,True,4.0,3.0,1.0,1.0,,1.0,3.0,3.0,2.0,1.0,,,,8.0,8.0,6.6,2.0,0.0,0.0,0.00367434,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,home,Cremonese,Gianluca Saro,gianluca-saro,G. Saro,G,23,179.0,82,M,962018,EUR,961891200,G,13,13,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,home,Cremonese,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192.0,3101,M,865646,EUR,962409600,G,12,12,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,home,Cremonese,Christian Acella,christian-acella,C. Acella,M,,,46,M,1011494,EUR,1026000000,M,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,home,Cremonese,Marco Benassi,marco-benassi,M. Benassi,M,,183.0,156,,249629,EUR,778982400,M,26,26,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,home,Cremonese,Giacomo Quagliata,giacomo-quagliata,G. Quagliata,M,12,177.0,118,M,973300,EUR,950918400,D,33,33,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,home,Cremonese,Felix Afena-Gyan,felix-afena-gyan,F. Afena-Gyan,F,33,175.0,3208,M,1108921,EUR,1042934400,F,20,20,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Felix,Afena-Gyan,,,,,,,,,,,,,,,,,,,,,,ohenegyanfelix9,,,,,,,,,,
10411560,home,Cremonese,Alberto Basso Ricci,alberto-basso-ricci,A. B. Ricci,F,11,,15,M,1923074,EUR,1088467200,F,99,99,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,away,Salernitana,Guillermo Ochoa,guillermo-ochoa,G. Ochoa,G,13,185.0,4425,M,15497,EUR,490060800,G,13,13,False,48.0,39.0,16.0,7.0,37.0,39.0,2.0,9.0,,10.0,2.0,,,90.0,56.0,6.2,10.0,0.0,0.0,0.00086037,0,-0.5791,,,,,,,,,,,,,,,,,,1.0,,,,,,GuiOchoa,,,,,,,1.0,2.0,1.0,
10411560,away,Salernitana,Flavius Daniliuc,flavius-daniliuc,F. Daniliuc,D,24,186.0,441,M,901885,EUR,988329600,D,5,5,False,62.0,57.0,4.0,2.0,42.0,42.0,15.0,20.0,1.0,7.0,,,,90.0,71.0,6.5,6.0,0.0,0.0,0.00592496,0,,,,,3.0,2.0,,1.0,2.0,2.0,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
10411560,away,Salernitana,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,23,189.0,301,M,224456,EUR,710121600,D,23,23,False,46.0,38.0,2.0,,35.0,36.0,3.0,10.0,2.0,5.0,,,,76.0,53.0,6.8,8.0,0.0,0.0,0.000622,0,,,,4.0,4.0,6.0,,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10411560,away,Salernitana,Lorenzo Pirola,lorenzo-pirola,L. Pirola,D,5,185.0,996,M,965014,EUR,1014163200,D,98,98,False,65.0,56.0,7.0,6.0,47.0,51.0,9.0,14.0,2.0,4.0,,,,89.0,72.0,6.9,10.0,0.0408,0.0,0.0016861,1,,,,3.0,4.0,4.0,,1.0,1.0,1.0,,,4.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411560,away,Salernitana,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,28,179.0,526,M,791566,EUR,886118400,M,20,20,False,62.0,54.0,4.0,3.0,20.0,21.0,35.0,43.0,,3.0,,,,90.0,85.0,7.2,13.0,0.0466,0.0,0.168194,1,,,,,5.0,9.0,2.0,,4.0,2.0,3.0,1.0,,2.0,2.0,2.0,,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,
10411560,away,Salernitana,Emil Bohinen,emil-bohinen,E. Bohinen,M,37,185.0,230,M,824584,EUR,921196800,M,8,8,False,45.0,38.0,2.0,1.0,20.0,22.0,18.0,23.0,,5.0,,,,62.0,59.0,6.5,10.0,0.0,0.0,0.016642,0,,,,2.0,5.0,7.0,,1.0,,,2.0,2.0,,1.0,5.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0
10411560,away,Salernitana,Lassana Coulibaly,coulibaly-lassana,L. Coulibaly,M,29,183.0,2761,M,804621,EUR,829094400,M,18,18,False,63.0,56.0,3.0,2.0,36.0,38.0,20.0,25.0,,9.0,,,,90.0,81.0,6.6,13.0,0.1291,0.0,0.0169682,3,,,,1.0,8.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,,3.0,3.0,1.0,,1.0,3.0,1.0,,,,3.0,,,,,,,,,,,
10411560,away,Salernitana,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183.0,1368,M,377512,EUR,806803200,M,30,30,False,41.0,37.0,3.0,2.0,19.0,19.0,18.0,23.0,1.0,6.0,,,,90.0,68.0,6.2,16.0,0.0,0.0,0.0220516,0,,,,2.0,8.0,8.0,4.0,,2.0,1.0,1.0,1.0,,,6.0,3.0,,,3.0,,1.0,,,,,,,,,True,,,,,
10411560,away,Salernitana,Antonio Candreva,antonio-candreva,A. Candreva,F,87,180.0,936,M,27982,EUR,541468800,F,87,87,False,53.0,48.0,2.0,1.0,18.0,21.0,33.0,40.0,,7.0,,,,90.0,71.0,6.9,13.0,0.0428,0.4229,0.161871,2,,,,,3.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,8.0,3.0,,,,,1.0,,,,2.0,,,,
10411560,away,Salernitana,Erik Botheim,erik-botheim,E. Botheim,F,20,187.0,1101,M,844292,EUR,947462400,F,11,11,False,22.0,20.0,,,7.0,9.0,13.0,13.0,1.0,2.0,,,,62.0,26.0,6.4,4.0,0.0,0.0,0.00972682,0,,,,1.0,6.0,1.0,1.0,,,,,,3.0,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,
10411560,away,Salernitana,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,9,183.0,13210,M,558738,EUR,804556800,F,99,99,False,23.0,17.0,2.0,,8.0,11.0,9.0,12.0,2.0,3.0,,,,90.0,35.0,6.3,12.0,0.0704,0.0,0.00476059,1,,,,3.0,11.0,4.0,1.0,,1.0,1.0,,2.0,6.0,,2.0,,1.0,,2.0,,,,,,pjona_9,,,,,,1.0,,,,
10411560,away,Salernitana,Giulio Maggiore,giulio-maggiore,G. Maggiore,M,18,184.0,222,M,848185,EUR,889660800,M,25,25,True,19.0,15.0,2.0,,5.0,5.0,10.0,14.0,,1.0,,,,28.0,25.0,6.4,6.0,0.0,0.0,0.00901645,0,,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10411560,away,Salernitana,Hans Nicolussi Caviglia,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184.0,1622,M,876259,EUR,961286400,M,41,41,True,15.0,11.0,1.0,1.0,6.0,7.0,5.0,8.0,,3.0,,,,28.0,22.0,6.3,8.0,0.2821,0.0,0.00508119,1,,,,2.0,5.0,4.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,
10411560,away,Salernitana,Junior Sambia,junior-sambia,J. Sambia,M,,185.0,154,M,603738,EUR,842054400,M,6,6,True,13.0,12.0,,,6.0,6.0,8.0,9.0,,,,,,14.0,25.0,7.2,1.0,0.0351,0.0,0.0662592,1,,,,1.0,,4.0,,,1.0,,1.0,,,,1.0,1.0,,,,2.0,2.0,2.0,,1.0,,,,,,,,,,,
10411560,away,Salernitana,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2273,M,338991,EUR,746841600,D,15,15,True,,,,,,,,,,,,,,9.0,4.0,6.6,,0.0454,0.0,0.0,1,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
10411560,away,Salernitana,Pasquale Allocca,allocca-pasquale,P. Allocca,G,,186.0,6,M,1498819,EUR,1115596800,G,70,70,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,away,Salernitana,Andrea Sorrentino,andrea-sorrentino,A. Sorrentino,G,,,9,M,1395441,EUR,1098316800,G,72,72,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Andrea Sorrentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,away,Salernitana,Domen Črnigoj,domen-crnigoj,D. Črnigoj,M,89,187.0,119,M,232096,EUR,816652800,M,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,away,Salernitana,Antonio Iervolino,antonio-iervolino,A. Iervolino,M,39,,60,M,1174458,EUR,1053648000,M,39,39,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Antonio Iervolino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411560,away,Salernitana,Federico Bonazzoli,federico-bonazzoli,F. Bonazzoli,F,90,182.0,985,M,284363,EUR,864172800,F,9,9,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
