match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,captain,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalOffside,stat_savedShotsFromInsideTheBox
12499300,home,Juventus,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,29,29,False,24.0,19.0,6.0,2.0,0.0,19.0,20.0,4.0,3.0,2.0,90.0,28.0,7.0,5.0,3.583e-05,0,0.0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499300,home,Juventus,Nicolò Savona,,,nicolo-savona,N. Savona,D,37,192,2582,M,,1010220,EUR,1048032000,D,37,37,False,67.0,65.0,2.0,1.0,0.0,36.0,36.0,37.0,2.0,,90.0,84.0,7.2,10.0,0.0144599,0,,29.0,6.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12499300,home,Juventus,Pierre Kalulu,,,pierre-kalulu,P. Kalulu,D,15,183,6630,M,Kalulujr_,965330,EUR,960163200,D,15,15,False,116.0,109.0,2.0,,0.0,85.0,86.0,30.0,5.0,,90.0,119.0,7.1,7.0,0.0111636,0,,24.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12499300,home,Juventus,Bremer,,,bremer,Bremer,D,3,188,9433,M,Bremer,885197,EUR,858643200,D,3,3,False,83.0,79.0,5.0,3.0,0.0,55.0,56.0,27.0,2.0,,90.0,98.0,7.8,4.0,0.0134008,0,,24.0,,1.0,8.0,,,,4.0,1.0,,,3.0,,,4.0,2.0,1.0,True,1.0,,,,,,,,,,,
12499300,home,Juventus,Andrea Cambiaso,,,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,D,27,27,False,93.0,87.0,2.0,1.0,0.0,48.0,50.0,45.0,5.0,,90.0,117.0,7.5,12.0,0.0811345,1,,39.0,2.0,5.0,8.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,2.0,1.0,1.0,0.0308,,,,,,,,
12499300,home,Juventus,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,west.mckennie,881931,EUR,904262400,M,16,16,False,23.0,20.0,2.0,,0.0,9.0,10.0,13.0,5.0,,80.0,32.0,6.5,6.0,0.080098,1,,11.0,,3.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,,0.0478,1.0,,,,,,,
12499300,home,Juventus,Manuel Locatelli,,,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,103.0,99.0,11.0,9.0,0.0,47.0,48.0,55.0,7.0,,90.0,111.0,7.2,5.0,0.0268617,0,,52.0,,7.0,5.0,3.0,1.0,,1.0,2.0,1.0,,2.0,,,1.0,,1.0,,3.0,,,,,,,,,,,
12499300,home,Juventus,Nicolás González,,,nicolas-gonzalez,N. González,M,23,180,17229,M,nicoigonzalez,901325,EUR,891820800,M,11,11,False,27.0,21.0,,,0.0,8.0,8.0,21.0,1.0,,90.0,43.0,6.5,14.0,0.0374868,1,,13.0,2.0,9.0,3.0,1.0,2.0,,,1.0,1.0,2.0,1.0,,3.0,1.0,,1.0,,1.0,2.0,1.0,0.0112,,,,,,,,
12499300,home,Juventus,Teun Koopmeiners,,,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,teunkoopmeiners,803033,EUR,888624000,M,8,8,False,62.0,60.0,2.0,2.0,0.0,25.0,25.0,42.0,3.0,,90.0,81.0,7.4,9.0,0.0992445,3,,37.0,5.0,3.0,1.0,,1.0,1.0,,,,2.0,,3.0,1.0,,,1.0,,1.0,1.0,1.0,0.1248,2.0,2.0,,,,,,
12499300,home,Juventus,Kenan Yıldız,Kenan Yıldız,,yildiz-kenan,K. Yıldız,M,10,187,82614,M,KenanYıldız,1149011,EUR,1115164800,M,10,10,False,40.0,37.0,2.0,1.0,0.0,12.0,14.0,30.0,5.0,,90.0,75.0,7.4,15.0,0.0467263,2,,26.0,4.0,8.0,10.0,,6.0,2.0,,5.0,4.0,4.0,3.0,1.0,2.0,,,,,1.0,1.0,1.0,0.0682,,1.0,1.0,0.0131,,,,
