match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_penaltyConceded,stat_fouls,player_sofascoreId,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_hitWoodwork,stat_penaltyWon,stat_blockedScoringAttempt
10382121,home,AZ Alkmaar,Hobie Verhulst,,,hobie-verhulst,H. Verhulst,G,12,189,76,M,97401,EUR,733708800,G,12,12,False,40.0,29.0,15.0,4.0,27.0,31.0,2.0,9.0,12.0,1.0,2.0,90.0,50.0,5.8,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Pantelis Hatzidiakos,,,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,761,M,822163,EUR,853545600,D,3,3,False,62.0,47.0,16.0,8.0,25.0,30.0,24.0,37.0,8.0,,,90.0,83.0,6.9,20.0,0,1.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Sam Beukema,,,sam-beukema,S. Beukema,D,31,188,2244,M,898815,EUR,911260800,D,31,31,False,106.0,97.0,9.0,5.0,64.0,67.0,33.0,39.0,10.0,,,90.0,118.0,6.2,11.0,0,,,,1.0,3.0,1.0,,,5.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Maxim Dekker,Maxim Dekker,,maxim-dekker,M. Dekker,D,4,192,201,M,1119294,EUR,1082505600,D,22,22,False,73.0,66.0,6.0,3.0,40.0,43.0,26.0,30.0,4.0,,,90.0,77.0,6.3,7.0,0,,,,1.0,2.0,1.0,1.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Miloš Kerkez,Milos,Kerkez,milos-kerkez,M. Kerkez,D,6,180,25965,M,1097425,EUR,1068163200,D,5,5,False,43.0,37.0,1.0,,14.0,15.0,23.0,34.0,4.0,,,90.0,68.0,6.3,18.0,0,,6.0,,3.0,8.0,5.0,1.0,,1.0,,2.0,1.0,4.0,1.0,,1.0,2.0,,2.0,miloskerkez,1.0,1.0,1.0,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Tijjani Reijnders,,,tijjani-reijnders,T. Reijnders,M,4,185,38542,M,893549,EUR,901670400,M,6,6,False,44.0,39.0,1.0,1.0,18.0,19.0,21.0,26.0,5.0,,,90.0,50.0,6.4,8.0,1,,1.0,,3.0,5.0,1.0,,,,,,,1.0,,,,,,1.0,tijjanireijnders,2.0,1.0,,1.0,,,,,,,,,,,
10382121,home,AZ Alkmaar,Dani de Wit,,,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,False,23.0,19.0,,,12.0,12.0,7.0,11.0,3.0,,,90.0,33.0,6.6,5.0,0,,,,3.0,6.0,5.0,1.0,,,3.0,4.0,2.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Jordy Clasie,,,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,57.0,50.0,6.0,5.0,24.0,26.0,26.0,31.0,10.0,,,90.0,66.0,6.8,9.0,1,,,,,6.0,4.0,1.0,,1.0,,2.0,,,,1.0,,2.0,,3.0,,2.0,2.0,,1.0,True,1.0,,,,,,,,,
10382121,home,AZ Alkmaar,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,F,2,2,False,25.0,21.0,,,15.0,16.0,7.0,12.0,2.0,,,69.0,37.0,6.6,9.0,0,,3.0,1.0,,1.0,,,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,
10382121,home,AZ Alkmaar,Jens Odgaard,,,jens-odgaard,J. Odgaard,M,21,188,1839,M,826064,EUR,922838400,F,7,7,False,14.0,8.0,1.0,1.0,5.0,6.0,3.0,8.0,2.0,,,74.0,32.0,7.2,16.0,2,,,,3.0,7.0,7.0,,,1.0,,1.0,1.0,5.0,3.0,,3.0,3.0,,,,1.0,,,,,,,2.0,1.0,,,,,,
10382121,home,AZ Alkmaar,Jesper Karlsson,,,jesper-karlsson,J. Karlsson,F,11,179,1275,M,834597,EUR,901324800,F,11,11,False,15.0,12.0,,,4.0,4.0,8.0,14.0,,,,69.0,28.0,6.4,11.0,1,,3.0,,,5.0,2.0,1.0,,,,1.0,,1.0,,,,4.0,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
10382121,home,AZ Alkmaar,Myron Van Brederode,,,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,F,19,19,True,10.0,7.0,,,,,7.0,11.0,,,,21.0,16.0,6.6,6.0,0,,1.0,,,1.0,1.0,,,,,,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Mayckel Lahdo,Mayckel Lahdo,,mayckel-lahdo,M. Lahdo,F,23,171,501,M,1046028,EUR,1041206400,F,23,23,True,14.0,13.0,,,2.0,2.0,11.0,12.0,2.0,,,21.0,21.0,6.5,4.0,0,,,,1.0,3.0,2.0,,,,,2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Riechedly Bazoer,,,riechedly-bazoer,R. Bazoer,D,20,184,357,M,227196,EUR,845078400,M,25,25,True,15.0,13.0,1.0,1.0,2.0,3.0,11.0,14.0,,,,16.0,18.0,6.5,4.0,0,,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Peter Vindahl Jensen,,,vindahl-jensen-peter,P. V. Jensen,G,1,194,252,M,814180,EUR,887587200,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Sem Westerveld,Sem Westerveld,,sem-westerveld,S. Westerveld,G,1,190,103,M,1050825,EUR,1026950400,G,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Mees de Wit,,,mees-de-wit,M. de Wit,D,34,178,170,M,893559,EUR,892771200,D,34,34,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Zico Buurmeester,Zico Buurmeester,,zico-buurmeester,Z. Buurmeester,M,8,182,150,M,1050828,EUR,1023408000,M,28,28,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,14,14,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Fedde de Jong,Fedde,de Jong,fedde-de-jong,F. d. Jong,M,22,185,110,M,1012924,EUR,1055462400,M,32,32,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Yusuf Barası,,,yusuf-barasi,Y. Barası,F,9,182,286,M,1000187,EUR,1049068800,F,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382121,home,AZ Alkmaar,Iman Griffith,,,griffith-iman,I. Griffith,F,11,170,61,M,1002670,EUR,1007251200,F,39,39,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382121,away,Feyenoord,Justin Bijlow,,,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,32.0,23.0,13.0,4.0,21.0,22.0,2.0,10.0,13.0,,1.0,90.0,43.0,6.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
10382121,away,Feyenoord,Marcus Pedersen,,,marcus-pedersen,M. Pedersen,D,16,178,655,M,934409,EUR,963705600,D,2,2,False,21.0,18.0,4.0,1.0,9.0,11.0,9.0,11.0,3.0,,,90.0,36.0,7.0,6.0,0,,1.0,,1.0,2.0,5.0,,,1.0,,3.0,1.0,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,
10382121,away,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,65.0,56.0,5.0,3.0,43.0,47.0,13.0,18.0,5.0,,,90.0,75.0,6.6,10.0,0,,,,2.0,3.0,3.0,,,4.0,1.0,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,True,,,,,,,,,,
10382121,away,Feyenoord,Jacob Rasmussen,,,jacob-rasmussen,J. Rasmussen,D,14,190,358,M,842176,EUR,864777600,D,6,6,False,75.0,64.0,7.0,1.0,44.0,47.0,20.0,28.0,7.0,,,90.0,89.0,7.0,12.0,0,1.0,,,,1.0,4.0,,,10.0,,1.0,1.0,1.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,1.0,,,
10382121,away,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,30.0,25.0,3.0,2.0,11.0,14.0,14.0,17.0,2.0,,,66.0,45.0,6.8,10.0,0,,1.0,,,,5.0,,,1.0,,2.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,
