match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,captain,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,player_sofascoreId,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,player_lastName,stat_totalCross,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_wonContest,stat_goals,stat_errorLeadToAShot,stat_totalOffside,stat_penaltyWon
14083139,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196.0,1913,M,164343,EUR,694310400,G,13,13,False,49.0,33.0,23.0,8.0,0.0,31.0,34.0,2.0,15.0,1.0,13.0,2.0,2.0,1.0,4.0,1.0,1.0,90.0,60.0,7.1,16.0,0.00081702,31.395607653172,6.0,4.935,5.67,0.3885,0,0.404,0.01,-0.02,0.23,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083139,home,Girona FC,Hugo Rincón,rincon-lumbreras-hugo,H. Rincón,D,2,183.0,270,M,1632454,EUR,1043625600,D,2,2,False,35.0,27.0,5.0,2.0,0.0,14.0,18.0,13.0,17.0,1.0,3.0,,,,,,,72.0,55.0,6.1,11.0,0.0251019,136.16617012726,12.0,100.38,31.29,,0,,0.07,0.17,-0.52,,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14083139,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181.0,1573,M,1084081,EUR,1051228800,D,4,4,False,43.0,38.0,4.0,1.0,0.0,27.0,31.0,11.0,12.0,6.0,,,,,,,,90.0,65.0,7.5,7.0,0.00429162,37.80961400798,7.0,6.3,3.78,,0,,0.09,0.0,0.37,,1.0,7.0,1.0,,5.0,5.0,,,1.0,,,Arnau Martinez,True,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
14083139,home,Girona FC,Vitor Reis,reis-vitor,V. Reis,D,12,186.0,12809,M,1485300,EUR,1137024000,D,12,12,False,44.0,41.0,6.0,4.0,0.0,37.0,38.0,4.0,6.0,12.0,,,,,,,,90.0,67.0,7.0,3.0,0.00099512,81.656207584138,13.0,-33.285,4.725,,1,,0.02,0.0,0.51,,5.0,3.0,1.0,,,,,,,,,,,3.0,4.0,,vitorreiss_06,4.0,1.0,1.0,0.1066,-0.23,,,,,,,,,,,,,
14083139,home,Girona FC,Álex Moreno,alex-moreno,Á. Moreno,D,24,179.0,1206,M,294593,EUR,739497600,D,24,24,False,40.0,33.0,4.0,1.0,0.0,21.0,27.0,12.0,13.0,8.0,6.0,,,,,,,90.0,62.0,7.0,8.0,0.00602881,93.948432434068,9.0,59.64,21.315,,0,,-0.04,0.08,0.35,,2.0,3.0,1.0,,2.0,2.0,,,,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,
14083139,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178.0,895,M,973699,EUR,918950400,M,23,23,False,47.0,45.0,3.0,3.0,0.0,26.0,27.0,19.0,20.0,1.0,8.0,,,,,,,90.0,60.0,7.0,7.0,0.0240586,112.4883375877,15.0,26.355,21.525,,0,,0.23,0.2,-0.04,,3.0,3.0,,1.0,3.0,2.0,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,
14083139,home,Girona FC,Axel Witsel,axel-witsel,A. Witsel,D,20,186.0,9808,M,35612,EUR,600566400,M,20,20,False,50.0,45.0,,,0.0,22.0,23.0,23.0,27.0,3.0,5.0,,,,,,,90.0,62.0,6.9,5.0,0.0116679,123.96184428165,16.0,58.485,12.285,,1,,0.18,0.06,-0.02,,2.0,4.0,1.0,,,,,,2.0,1.0,1.0,,,2.0,1.0,2.0,axelwitsel28,,,1.0,0.0243,-0.15,,,,,,,,,,,,,
14083139,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178.0,5432,M,319735,EUR,879552000,M,15,15,False,32.0,25.0,1.0,1.0,1.0,11.0,14.0,14.0,18.0,,7.0,,,,,,,72.0,42.0,6.7,14.0,0.131813,158.63633424867,17.0,90.72,27.51,,2,,0.27,0.31,-0.08,,5.0,1.0,,,1.0,1.0,1.0,,,,2.0,,,,,,viktortsygankov,1.0,,,0.0592,-0.22,,2.0,4.0,,1.0,1.0,0.0361,,,,,,
14083139,home,Girona FC,Azzedine Ounahi,azzedine-ounahi,A. Ounahi,M,18,182.0,33691,M,991421,EUR,956102400,M,18,18,False,42.0,35.0,2.0,1.0,0.0,12.0,16.0,23.0,26.0,,3.0,,,,,,,83.0,61.0,7.8,14.0,0.153908,149.58203046675,19.0,34.335,15.015,,2,,0.27,0.21,-0.04,,6.0,6.0,1.0,1.0,2.0,2.0,3.0,,3.0,1.0,2.0,,,,,1.0,azzedine_ounahi,,,1.0,0.1821,0.51,,1.0,4.0,1.0,1.0,,0.6198,1.0,1.0,1.0,,,
14083139,home,Girona FC,Bryan Gil,bryan-gil,B. Gil,M,21,176.0,3585,M,910026,EUR,981849600,M,21,21,False,15.0,13.0,,,0.0,7.0,7.0,6.0,8.0,1.0,5.0,,,,,,,72.0,28.0,6.3,8.0,0.0151816,132.05561653786,10.0,87.36,27.195,,1,,-0.1,0.09,-0.05,,5.0,3.0,1.0,1.0,,,2.0,,2.0,,,,,1.0,,1.0,bryan11gil,,,1.0,0.0447,-0.38,,,3.0,,,,,,,,,,
