match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork
10437924,home,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,True,43.0,38.0,8.0,3.0,38.0,40.0,3.0,9.0,4.0,4.0,1.0,1.0,90.0,54.0,6.9,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437924,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,,94.0,79.0,18.0,9.0,62.0,66.0,28.0,10.0,,,,,90.0,104.0,6.8,18.0,1,Gonçalo,Inácio,goncaloinacio_25,17.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10437924,home,Sporting CP,José Marsà,jose-marsa,J. Martinez,D,3,181,222,M,962625,EUR,1015200000,D,63,63,False,,74.0,69.0,4.0,1.0,63.0,64.0,10.0,4.0,,,,,72.0,82.0,6.8,6.0,0,,,,6.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
10437924,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,False,,94.0,88.0,5.0,3.0,66.0,69.0,27.0,4.0,,,,,90.0,112.0,7.3,12.0,0,,,,23.0,,,3.0,4.0,1.0,,,,3.0,,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,
10437924,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,M,47,47,False,,33.0,28.0,1.0,1.0,16.0,18.0,20.0,4.0,,,,,90.0,60.0,7.4,10.0,1,,,,14.0,2.0,3.0,6.0,5.0,2.0,1.0,,,1.0,1.0,1.0,,5.0,2.0,,2.0,2.0,,,3.0,1.0,1.0,1.0,1.0,2.0,,,
10437924,home,Sporting CP,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,846425,EUR,986947200,M,15,15,False,,50.0,43.0,2.0,1.0,27.0,28.0,22.0,8.0,,,,,72.0,67.0,7.2,10.0,0,,,ugartemanu,16.0,,,3.0,6.0,2.0,,,,1.0,1.0,,1.0,,,,6.0,3.0,2.0,,1.0,,,,,,,,
10437924,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,,44.0,38.0,4.0,2.0,21.0,22.0,23.0,6.0,,,,,90.0,55.0,8.3,9.0,1,Hidemasa,Morita,,18.0,,,2.0,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,,1.0,1.0,,,1.0,,1.0,,
10437924,home,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,,41.0,35.0,3.0,2.0,21.0,21.0,27.0,7.0,,,,,90.0,63.0,7.8,14.0,4,Nuno,Santos,,15.0,,,2.0,3.0,1.0,,,2.0,,,1.0,,7.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,,1.0,
10437924,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,,32.0,26.0,3.0,2.0,9.0,10.0,23.0,6.0,,,,,64.0,47.0,6.1,15.0,2,Francisco,Trincão,trincao,18.0,,,6.0,1.0,1.0,6.0,1.0,,,,,,1.0,1.0,,,,3.0,,2.0,,,,1.0,1.0,,1.0,
10437924,home,Sporting CP,Paulinho,paulinho,Paulinho,F,26,187,4934,M,205790,EUR,721267200,F,20,20,False,,27.0,16.0,4.0,3.0,9.0,12.0,16.0,5.0,,,,,78.0,43.0,6.4,21.0,0,,,,7.0,1.0,,10.0,4.0,2.0,2.0,1.0,,,,3.0,3.0,1.0,,,2.0,,4.0,1.0,,,,,,1.0,,,
