match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_dispossessed,stat_goals,stat_penaltyConceded,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
11396461,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,33.0,30.0,11.0,8.0,28.0,28.0,2.0,5.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,4.0,1.0,90.0,44.0,7.5,4.0,0.0,0.0,0.00037619,0,-0.5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396461,home,Borussia Dortmund,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,,254119,EUR,801532800,D,17,17,False,55.0,35.0,11.0,2.0,15.0,21.0,23.0,40.0,4.0,1.0,9.0,,,,,,,90.0,86.0,7.1,26.0,0.2195,0.0,0.914416,0,,6.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
11396461,home,Borussia Dortmund,Niklas Süle,niklas-sule,N. Süle,D,25,195,4025,M,NiklasSule,168937,EUR,810086400,D,25,25,False,69.0,66.0,12.0,10.0,40.0,40.0,26.0,29.0,2.0,3.0,6.0,1.0,,,,,,90.0,80.0,7.2,3.0,0.0,0.0,0.0164608,0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11396461,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,81.0,71.0,11.0,6.0,44.0,46.0,27.0,35.0,3.0,5.0,10.0,1.0,,,,,,90.0,94.0,7.3,11.0,0.0,0.0,0.159029,0,,,,1.0,,,,,2.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
11396461,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,rbens,577726,EUR,797990400,D,5,5,False,52.0,45.0,4.0,2.0,27.0,30.0,18.0,25.0,7.0,,6.0,3.0,,,,,,90.0,76.0,7.0,11.0,0.4397,0.0,0.0765177,3,,3.0,,3.0,1.0,1.0,1.0,,,3.0,3.0,1.0,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,
11396461,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,marcel7sabitzer,133908,EUR,763862400,M,20,20,False,35.0,26.0,2.0,,10.0,13.0,16.0,25.0,7.0,2.0,5.0,3.0,,,,,,89.0,55.0,7.4,13.0,0.68,0.0427,0.398038,4,,3.0,,3.0,1.0,3.0,3.0,1.0,,1.0,1.0,1.0,,2.0,,,,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,
11396461,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,M,23,23,False,58.0,51.0,4.0,3.0,28.0,31.0,23.0,28.0,8.0,1.0,5.0,3.0,,,,,,90.0,80.0,8.1,11.0,0.7884,0.97,0.0588569,1,,1.0,,8.0,3.0,1.0,1.0,,2.0,3.0,2.0,1.0,,3.0,,,1.0,,,,,4.0,1.0,,True,1.0,2.0,1.0,,,,,
11396461,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,38.0,35.0,3.0,2.0,15.0,15.0,21.0,28.0,1.0,1.0,5.0,1.0,,,,,,90.0,58.0,7.0,13.0,0.084,0.2766,0.197265,1,,5.0,1.0,7.0,2.0,2.0,,,,,,2.0,,1.0,,,,,1.0,,,,1.0,,,,2.0,1.0,,,,,
11396461,home,Borussia Dortmund,Donyell Malen,donyell-malen,D. Malen,F,14,176,12595,M,donyellmalen,803039,EUR,916704000,F,21,21,False,33.0,25.0,,,10.0,12.0,15.0,23.0,1.0,,4.0,,,,,,,90.0,53.0,7.1,15.0,0.6598,1.0554,0.0683388,7,,2.0,,2.0,,,,,,,,1.0,,,,,1.0,,,1.0,2.0,1.0,4.0,1.0,,,1.0,,,,,,
11396461,home,Borussia Dortmund,Sébastien Haller,sebastien-haller,S. Haller,F,91,190,47139,M,SebHaller,149731,EUR,772243200,F,9,9,False,24.0,14.0,,,6.0,8.0,8.0,16.0,6.0,1.0,2.0,2.0,,,,,,78.0,37.0,6.6,16.0,0.0,0.0,0.590202,0,,,,7.0,,2.0,2.0,,,,,5.0,1.0,2.0,,,2.0,,4.0,,,2.0,,,,,1.0,,1.0,,,,
