match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_lastManTackle,stat_keyPass,stat_accurateCross,captain,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,player_sofascoreId,stat_punches
14053816,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186.0,801,M,2622,EUR,437097600,G,22,22,False,57.0,45.0,28.0,17.0,0.0,32.0,35.0,13.0,22.0,1.0,8.0,1.0,3.0,6.0,1.0,1.0,90.0,69.0,7.1,12.0,0.00746675,0.3454,0,-0.3502,0.17,0.0,-0.37,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053816,home,AFC Ajax,Lucas Rosa,lucas-rosa,L. Rosa,D,2,177.0,710,M,970860,EUR,954720000,D,2,2,False,61.0,54.0,2.0,2.0,0.0,39.0,41.0,15.0,20.0,3.0,2.0,,,,,,90.0,87.0,6.6,10.0,0.0150767,,0,,-0.01,0.04,-0.01,,,,1.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
14053816,home,AFC Ajax,Ko Itakura,ko-itakura,K. Itakura,D,4,189.0,3073,M,790989,EUR,854323200,D,4,4,False,70.0,65.0,4.0,3.0,0.0,53.0,56.0,12.0,14.0,7.0,4.0,,,,,,90.0,89.0,7.2,9.0,0.00571771,,0,,0.08,0.17,0.2,,,,1.0,1.0,2.0,6.0,,,,2.0,3.0,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
14053816,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182.0,1216,M,1000228,EUR,1047859200,D,15,15,False,75.0,72.0,5.0,4.0,0.0,54.0,55.0,18.0,20.0,4.0,4.0,,,,,,90.0,93.0,7.5,5.0,0.0117727,,0,,0.12,0.16,0.18,,,,,,1.0,8.0,1.0,,1.0,,2.0,2.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,
14053816,home,AFC Ajax,Owen Wijndal,owen-wijndal,O. Wijndal,D,5,174.0,794,M,836673,EUR,943747200,D,5,5,False,33.0,28.0,2.0,,0.0,14.0,14.0,14.0,19.0,1.0,3.0,,,,,,73.0,51.0,7.1,8.0,0.384557,,0,,0.31,0.11,0.52,,,,1.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14053816,home,AFC Ajax,Youri Regeer,youri-regeer,Y. Regeer,M,6,177.0,742,M,996940,EUR,1061164800,M,6,6,False,39.0,34.0,2.0,1.0,0.0,22.0,22.0,12.0,17.0,4.0,4.0,,,,,,73.0,57.0,6.9,10.0,0.0647039,,0,,0.18,0.08,0.17,,,,2.0,1.0,4.0,6.0,,1.0,,1.0,3.0,1.0,1.0,1.0,,1.0,3.0,1.0,,,1.0,,,,,,,,,,,
14053816,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182.0,3631,M,959806,EUR,1021507200,M,8,8,False,40.0,32.0,2.0,2.0,0.0,16.0,16.0,16.0,24.0,1.0,4.0,,,,,,90.0,52.0,6.8,13.0,0.285085,,1,,0.21,-0.08,0.21,,,,4.0,2.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,True,1.0,0.0309,-0.08,,,,,,,
14053816,home,AFC Ajax,Raúl Moro,raul-moro,R. Moro,M,18,169.0,1584,M,980383,EUR,1039046400,M,7,7,False,21.0,17.0,,,0.0,5.0,7.0,12.0,14.0,,1.0,,,,,,79.0,30.0,6.4,9.0,0.0931881,,1,,0.29,0.08,-0.11,,,,1.0,,2.0,,1.0,1.0,,2.0,,,2.0,,,,,,,1.0,,,1.0,0.4123,-0.52,,,,,,,
14053816,home,AFC Ajax,Oscar Gloukh,oscar-gloukh,O. Gloukh,M,10,170.0,4711,M,1155158,EUR,1080777600,M,10,10,False,47.0,33.0,3.0,1.0,1.0,10.0,15.0,23.0,32.0,,5.0,,,,,,90.0,71.0,6.6,25.0,0.276272,,3,,0.17,0.34,-0.14,,Oscar Gloukh,,3.0,,7.0,3.0,1.0,3.0,,,1.0,1.0,1.0,2.0,,,3.0,,,1.0,,,1.0,0.3114,-0.51,1.0,1.0,0.0506,,,,
14053816,home,AFC Ajax,Mika Godts,mika-godts,M. Godts,F,11,176.0,3962,M,1149146,EUR,1118102400,M,11,11,False,35.0,23.0,1.0,,0.0,3.0,4.0,20.0,31.0,1.0,2.0,,,,,,90.0,50.0,8.2,18.0,0.312505,,1,,0.51,0.46,-0.12,,Mika Godts,,,1.0,8.0,4.0,2.0,4.0,,,1.0,,2.0,2.0,1.0,,1.0,1.0,,2.0,,,,0.1013,0.53,,1.0,0.7834,1.0,1.0,,
