match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,captain,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_aerialLost,stat_interceptionWon,stat_wonTackle,stat_hitWoodwork,stat_totalOffside,stat_penaltyConceded,stat_goodHighClaim,stat_goals,player_sofascoreId,stat_penaltyWon
12450877,home,Saint-Étienne,Gautier Larsonneur,,,gautier-larsonneur,G. Larsonneur,G,30,181.0,266,M,810526,EUR,856656000,G,30,30,False,27.0,17.0,13.0,4.0,0.0,15.0,18.0,2.0,9.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,90.0,36.0,6.7,10.0,0.00033351,0,-0.5634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450877,home,Saint-Étienne,Marwann Nzuzi,,,marwann-nzuzi,M. Nzuzi,D,68,,80,M,1897372,EUR,1084579200,D,35,35,False,18.0,15.0,4.0,2.0,0.0,11.0,13.0,5.0,6.0,2.0,1.0,,,,,,,45.0,28.0,6.8,5.0,0.106628,1,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0178,0.2389,1.0,,,,,,,,,,,,,,,,,,,,
12450877,home,Saint-Étienne,Dylan Batubinsika,,,dylan-batubinsika,D. Batubinsika,D,28,184.0,4399,M,352912,EUR,824342400,D,21,21,False,65.0,59.0,7.0,4.0,0.0,34.0,37.0,25.0,28.0,2.0,5.0,,,,,,,90.0,76.0,6.5,8.0,0.0400121,1,,,,4.0,2.0,6.0,,,,,1.0,0.0477,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12450877,home,Saint-Étienne,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190.0,1888,M,178721,EUR,559785600,D,5,5,False,72.0,67.0,4.0,1.0,0.0,42.0,43.0,25.0,29.0,8.0,6.0,,,,,,,90.0,89.0,6.8,7.0,0.00897892,1,,,,4.0,2.0,7.0,,,,2.0,,0.2203,,,1.0,1.0,,,True,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,
12450877,home,Saint-Étienne,Yvann Maçon,,,yvann-macon,Y. Maçon,D,27,177.0,147,M,1006486,EUR,907200000,D,27,27,False,58.0,48.0,5.0,3.0,0.0,16.0,18.0,32.0,42.0,1.0,4.0,,,,,,,90.0,76.0,6.6,16.0,0.0344885,1,,2.0,,,6.0,3.0,1.0,,,1.0,3.0,0.0248,,2.0,2.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,
12450877,home,Saint-Étienne,Florian Tardieu,,,florian-tardieu,F. Tardieu,M,10,184.0,201,M,234142,EUR,703900800,M,10,10,False,39.0,32.0,5.0,2.0,0.0,15.0,20.0,17.0,20.0,1.0,7.0,,,,,,,62.0,47.0,6.8,8.0,0.00847736,1,,1.0,,1.0,2.0,1.0,,,,,1.0,0.0238,,,,,,,,1.0,,1.0,1.0,,,3.0,,,,,,,,
12450877,home,Saint-Étienne,Zuriko Davitashvili,,,zuriko-davitashvili,Z. Davitashvili,F,22,175.0,4336,M,921369,EUR,982195200,M,22,22,False,22.0,20.0,,,0.0,7.0,7.0,14.0,16.0,,2.0,,,,,,,62.0,33.0,6.7,7.0,0.0408623,0,,1.0,1.0,,4.0,2.0,1.0,,,2.0,,,,1.0,2.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,
12450877,home,Saint-Étienne,Benjamin Old,Benjamin Old,,benjamin-old,B. Old,M,11,172.0,236,M,1122425,EUR,1029196800,M,11,11,False,12.0,10.0,1.0,,0.0,3.0,3.0,7.0,9.0,,1.0,,,,,,,85.0,21.0,6.5,5.0,0.00692401,1,,,,,3.0,5.0,1.0,,,1.0,,0.0332,,,3.0,2.0,1.0,1.0,,1.0,,,,2.0,,,1.0,,,,,,,
12450877,home,Saint-Étienne,Mathis Amougou,,,mathis-amougou,M. Amougou,M,17,177.0,3772,M,1426224,EUR,1137542400,M,37,37,False,39.0,33.0,1.0,1.0,0.0,8.0,8.0,25.0,32.0,,3.0,,,,,,,90.0,54.0,6.7,12.0,0.0271488,1,,1.0,,,3.0,2.0,1.0,,,2.0,,0.1031,,,4.0,2.0,,,,,,1.0,,,,2.0,,,,,,,,
12450877,home,Saint-Étienne,Mathieu Cafaro,,,mathieu-cafaro,M. Cafaro,M,13,175.0,264,M,816810,EUR,859248000,M,18,18,False,33.0,22.0,,,0.0,5.0,6.0,18.0,29.0,,,,,,,,,90.0,51.0,6.8,16.0,0.116882,5,,2.0,1.0,1.0,4.0,3.0,1.0,,3.0,1.0,2.0,0.2558,0.5077,2.0,1.0,,1.0,,,,1.0,1.0,,2.0,,,,1.0,1.0,,,,,
12450877,home,Saint-Étienne,Ibrahim Sissoko,,,ibrahim-sissoko,I. Sissoko,F,9,190.0,964,M,914738,EUR,817430400,F,9,9,False,16.0,12.0,2.0,2.0,0.0,6.0,7.0,6.0,9.0,2.0,2.0,,,,,,,78.0,25.0,7.0,9.0,0.0278017,2,,,,3.0,10.0,3.0,1.0,1.0,,4.0,2.0,0.1579,,2.0,,,1.0,,,1.0,,1.0,,,6.0,,,,1.0,,,,,
12450877,home,Saint-Étienne,Dennis Appiah,,,dennis-appiah,D. Appiah,D,8,179.0,168,M,123164,EUR,708048000,D,8,8,True,20.0,14.0,1.0,1.0,0.0,5.0,7.0,9.0,15.0,1.0,,,,,,,,45.0,32.0,5.8,9.0,0.00502371,0,,2.0,,1.0,4.0,2.0,,,,,1.0,,,,,,,1.0,,3.0,,,,,,,1.0,,,1.0,,,,
12450877,home,Saint-Étienne,Louis Mouton,Louis Mouton,,louis-mouton,L. Mouton,M,6,180.0,136,M,1172936,EUR,1023062400,M,14,14,True,22.0,20.0,2.0,2.0,0.0,8.0,8.0,12.0,15.0,,2.0,,,,,,,28.0,27.0,7.0,4.0,0.0332488,1,,1.0,,,1.0,2.0,,,1.0,1.0,,0.02,0.0808,1.0,,,,2.0,,1.0,,,,,,,2.0,,,,,,,
12450877,home,Saint-Étienne,Augustine Boakye,Augustine Boakye,,augustine-boakye,A. Boakye,F,20,178.0,540,M,1138352,EUR,973209600,F,20,20,True,8.0,7.0,,,0.0,2.0,2.0,5.0,6.0,,1.0,,,,,,,28.0,14.0,6.6,3.0,0.013192,1,,,,,3.0,3.0,,,,1.0,,0.0396,,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,
12450877,home,Saint-Étienne,Ibrahima Wadji,Ibrahima,Wadji,ibrahima-wadji,I. Wadji,F,99,175.0,591,M,796081,EUR,799632000,F,25,25,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,1.0,,,,,,,12.0,10.0,7.1,1.0,0.00826421,3,,,,,,2.0,,,,1.0,,0.1685,,,2.0,2.0,,,,,,3.0,,,,,,,,,,,,
12450877,home,Saint-Étienne,Ayman Aiki,Ayman Aiki,,ayman-aiki,A. Aiki,F,25,178.0,174,M,1195740,EUR,1119657600,F,39,39,True,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,,,,,12.0,5.0,6.3,2.0,0.00066538,0,,,,,5.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,
12450877,home,Saint-Étienne,Brice Maubleu,,,brice-maubleu,B. Maubleu,G,1,192.0,76,M,72818,EUR,628473600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450877,home,Saint-Étienne,Beres Owusu,Beres Owusu,,beres-owusu,B. Owusu,D,82,185.0,54,M,1507454,EUR,1063929600,D,38,38,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450877,home,Saint-Étienne,Mickael Nade,,,mickael-nade,M. Nade,D,3,186.0,169,M,865847,EUR,920505600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
