match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_clearanceOffLine
12117054,home,Grêmio,Caíque,,,caique,Caíque,G,97,198,375,M,839514,EUR,870307200,G,97,97,False,14.0,5.0,11.0,2.0,0.0,3.0,4.0,2.0,10.0,7.0,1.0,3.0,90.0,22.0,6.7,9.0,0.00146204,0,-0.0967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117054,home,Grêmio,Fábio,,,fabio,Fábio,D,2,172,304,M,40677,EUR,647481600,D,2,2,False,41.0,30.0,7.0,3.0,0.0,11.0,12.0,21.0,36.0,5.0,,,90.0,69.0,6.9,19.0,0.176394,0,,7.0,2.0,3.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,
12117054,home,Grêmio,Pedro Geromel,,,pedro-geromel,P. Geromel,D,3,190,681,M,13338,EUR,496108800,D,3,3,False,32.0,27.0,6.0,2.0,0.0,12.0,14.0,15.0,19.0,4.0,,,90.0,45.0,6.9,6.0,0.00506606,1,,1.0,,1.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,,,,True,1.0,6.0,0.09,,,,,,,,,,,,,,
12117054,home,Grêmio,Gustavo Martins,Gustavo Martins,,gustavo-martins,G. Martins,D,53,191,1207,M,1105796,EUR,1029024000,D,53,53,False,34.0,27.0,5.0,1.0,0.0,21.0,24.0,6.0,10.0,,,,90.0,46.0,6.8,8.0,0.00183736,2,,,,,5.0,2.0,6.0,1.0,1.0,1.0,,1.0,,,,1.0,4.0,0.1012,1.0,1.0,1.0,1.0,,,,,,,,,,
12117054,home,Grêmio,Mayk Silva,,,mayk-silva,Mayk,D,77,172,327,M,944459,EUR,936057600,D,26,26,False,48.0,36.0,3.0,1.0,0.0,13.0,17.0,23.0,32.0,6.0,,,90.0,68.0,6.9,14.0,0.0179739,0,,1.0,,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,,1.0,,,4.0,,,,1.0,,,,,,,,,,,
12117054,home,Grêmio,Cristian Pavón,,,cristian-pavon,C. Pavón,M,7,169,2406,M,358956,EUR,822182400,M,21,21,False,23.0,18.0,1.0,,0.0,4.0,4.0,14.0,23.0,3.0,,,70.0,37.0,6.3,13.0,0.0286725,2,,4.0,,1.0,1.0,6.0,1.0,1.0,,,,,,,,,1.0,0.0589,,,1.0,1.0,3.0,2.0,,,,,,,,
12117054,home,Grêmio,Dodi,,,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,False,32.0,30.0,5.0,5.0,0.0,12.0,13.0,18.0,20.0,6.0,,,78.0,46.0,6.9,5.0,0.0283513,1,,1.0,,,,5.0,4.0,,,1.0,1.0,,1.0,,,1.0,1.0,0.0154,,,1.0,3.0,1.0,,3.0,2.0,,,,,,
12117054,home,Grêmio,Felipe Carballo,,,felipe-carballo,F. Carballo,M,,177,618,M,805038,EUR,844387200,M,8,8,False,40.0,33.0,2.0,1.0,0.0,13.0,15.0,20.0,25.0,7.0,,,79.0,48.0,6.7,8.0,0.0152727,0,,,,,1.0,6.0,5.0,3.0,,2.0,1.0,,,,,,1.0,,,,1.0,2.0,1.0,,2.0,2.0,,,,,,
12117054,home,Grêmio,Gustavo Nunes,Gustavo Nunes,,gustavo-nunes,Gustavo Nunes,M,18,173,2173,M,1514747,EUR,1132444800,M,39,39,False,41.0,31.0,3.0,2.0,0.0,9.0,11.0,23.0,32.0,5.0,,,90.0,66.0,7.2,23.0,0.042033,2,,2.0,1.0,,,9.0,6.0,,,,,5.0,1.0,2.0,,,1.0,0.318,,1.0,,2.0,5.0,1.0,7.0,5.0,1.0,0.9832,,,,
12117054,home,Grêmio,Franco Cristaldo,,,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,F,10,10,False,49.0,43.0,6.0,3.0,0.0,4.0,5.0,41.0,49.0,2.0,,,84.0,63.0,8.0,11.0,0.495046,3,,5.0,2.0,1.0,2.0,2.0,4.0,,,1.0,1.0,1.0,1.0,5.0,,1.0,,0.2837,,1.0,,,,1.0,1.0,,,0.1709,1.0,,,
