match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_firstName,player_lastName,stat_bigChanceCreated,stat_goodHighClaim,stat_punches
12499469,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,17.0,16.0,2.0,1.0,0.0,16.0,16.0,1.0,1.0,12.0,3.0,3.0,1.0,1.0,90.0,29.0,7.6,1.0,0.00015456,0,0.7396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499469,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,85.0,79.0,10.0,7.0,0.0,20.0,21.0,65.0,1.0,1.0,,,,,74.0,93.0,6.9,10.0,0.0773248,2,,edmondtapsoba,59.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,0.046,,,,,,,,,,,,,,,,,,,,
12499469,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,75.0,71.0,5.0,3.0,0.0,14.0,15.0,60.0,3.0,4.0,,,,,90.0,91.0,7.5,9.0,0.0609148,1,,jonatah,57.0,,,4.0,4.0,5.0,1.0,,,2.0,1.0,0.0142,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12499469,home,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,,106.0,97.0,5.0,3.0,0.0,27.0,29.0,80.0,5.0,7.0,,,,,90.0,129.0,8.3,11.0,0.291178,1,,pierohincapie,72.0,3.0,3.0,8.0,4.0,12.0,,1.0,,,,0.0319,,,,1.0,,2.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,
12499469,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,,36.0,31.0,3.0,1.0,0.0,3.0,4.0,44.0,2.0,,,,,,90.0,67.0,7.4,18.0,0.108608,2,,jeremie_frimpong,31.0,12.0,,,1.0,4.0,2.0,,1.0,3.0,,0.0571,1.0,1.0,1.0,,,3.0,,,,3.0,1.0,1.0,,,,,,,,
12499469,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,False,,72.0,68.0,2.0,1.0,0.0,9.0,10.0,63.0,,5.0,,,,,86.0,84.0,7.6,8.0,0.165331,1,,exepalaciosok,60.0,1.0,,,3.0,5.0,,,,1.0,,0.0587,3.0,,,,,1.0,,2.0,1.0,3.0,4.0,,1.0,0.0294,,,,,,
12499469,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,116.0,108.0,6.0,5.0,0.0,26.0,27.0,91.0,2.0,6.0,,,,,90.0,131.0,7.9,11.0,0.140706,1,,Granit_Xhaka,82.0,2.0,5.0,4.0,6.0,8.0,1.0,,,1.0,1.0,0.0408,,,,,,,,2.0,1.0,2.0,1.0,,,,,,,,,
12499469,home,Bayer 04 Leverkusen,Aleix García,aleix-garcia,A. García,M,24,173,4597,M,796047,EUR,867456000,M,24,24,False,,53.0,47.0,5.0,4.0,0.0,10.0,11.0,47.0,1.0,2.0,,,,,57.0,65.0,7.4,12.0,0.0686068,1,,AlexGarcia97,38.0,5.0,,,,2.0,,,,2.0,,0.0282,,,,,,1.0,,1.0,1.0,1.0,,,1.0,0.0168,,,,,,
12499469,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,49.0,45.0,1.0,,0.0,11.0,11.0,47.0,,2.0,,,,,74.0,64.0,7.0,14.0,0.0490925,1,,grimaldo35,35.0,9.0,3.0,,4.0,1.0,1.0,,,2.0,,0.0929,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,
12499469,home,Bayer 04 Leverkusen,Nathan Tella,nathan-tella,N. Tella,M,23,173,3098,M,920379,EUR,931132800,F,19,19,False,,6.0,5.0,,,0.0,1.0,1.0,8.0,1.0,,,,,,45.0,13.0,6.8,4.0,0.0142058,0,,,4.0,3.0,4.0,1.0,5.0,2.0,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,
