match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyWon,stat_goalAssist,stat_totalCross,stat_dispossessed,stat_totalContest,stat_keyPass,stat_wonContest,stat_penaltyConceded,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyMiss,captain,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_saves,stat_errorLeadToAShot
10438123,home,Marítimo,Matouš Trmal,matous-trmal,M. Trmal,G,29,190,50,M,909632,EUR,907286400,G,59,59,False,19.0,16.0,6.0,3.0,16.0,18.0,1.0,1.0,7.0,1.0,1.0,1.0,90.0,25.0,6.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438123,home,Marítimo,Moises Mosquera,moises-mosquera,M. Mosquera,D,3,188,201,M,1066212,EUR,990662400,D,3,3,False,44.0,38.0,3.0,2.0,29.0,29.0,15.0,1.0,4.0,,,,73.0,57.0,6.8,7.0,0,Moises Castillo Mosquera,,9.0,2.0,3.0,4.0,7.0,4.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438123,home,Marítimo,João Afonso,joao-afonso,J. Afonso,M,6,181,26,M,358496,EUR,792288000,D,21,21,False,45.0,44.0,6.0,6.0,30.0,30.0,15.0,2.0,4.0,,,,61.0,55.0,6.9,2.0,0,,,14.0,,2.0,3.0,3.0,3.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10438123,home,Marítimo,Léo,leo,Léo,D,5,190,101,M,903027,EUR,892857600,D,66,66,False,67.0,59.0,12.0,9.0,44.0,47.0,20.0,1.0,4.0,,,,90.0,80.0,7.2,8.0,3,,,15.0,3.0,1.0,3.0,2.0,2.0,,,1.0,,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438123,home,Marítimo,Cláudio Winck,claudio-winck,C. Winck,D,2,183,178,M,155998,EUR,766368000,M,2,2,False,39.0,28.0,3.0,1.0,10.0,12.0,32.0,,7.0,,,,90.0,74.0,6.1,26.0,2,,,18.0,1.0,2.0,7.0,4.0,,1.0,,1.0,,,,3.0,,,2.0,,1.0,5.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,
10438123,home,Marítimo,Stefano Beltrame,stefano-beltrame,S. Beltrame,M,,183,133,M,184425,EUR,729129600,M,10,10,False,23.0,18.0,3.0,2.0,10.0,12.0,12.0,,6.0,,,,73.0,32.0,6.7,8.0,2,,,8.0,,1.0,,3.0,,1.0,,1.0,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10438123,home,Marítimo,Diogo Mendes,mendes-diogo,D. Mendes,M,66,176,79,M,871046,EUR,885600000,M,16,16,False,67.0,61.0,8.0,6.0,28.0,29.0,38.0,,7.0,,,,90.0,78.0,6.9,7.0,1,,,33.0,1.0,1.0,4.0,7.0,,2.0,,4.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10438123,home,Marítimo,Vitor Costa,vitor-costa,V. Costa,M,94,182,61,M,842345,EUR,773020800,M,94,94,False,43.0,38.0,2.0,2.0,15.0,19.0,27.0,,2.0,,,,67.0,62.0,6.1,11.0,1,,,23.0,,,2.0,5.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,3.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10438123,home,Marítimo,Bruno Xadas,bruno-xadas,B. Xadas,M,8,179,249,M,837410,EUR,881020800,F,23,23,False,34.0,26.0,3.0,,8.0,9.0,36.0,,6.0,,,,81.0,57.0,7.6,20.0,5,,,21.0,,,3.0,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,11.0,2.0,1.0,3.0,,,3.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,
10438123,home,Marítimo,Joel Tagueu,joel-tagueu,Joel,F,95,178,140,M,599698,EUR,755136000,F,95,95,False,15.0,12.0,,,4.0,4.0,11.0,,2.0,,,,90.0,30.0,7.3,8.0,3,,,8.0,2.0,3.0,4.0,9.0,,2.0,,2.0,1.0,,,4.0,,3.0,,,,,1.0,2.0,1.0,2.0,,,,,1.0,,,True,,,,,,,
