match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_wonContest,stat_totalClearance,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon,stat_bigChanceCreated,stat_penaltySave,stat_penaltyFaced,stat_goals,stat_goalAssist,stat_penaltyConceded
11406738,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,17.0,16.0,3.0,2.0,15.0,15.0,1.0,2.0,4.0,1.0,2.0,90.0,22.0,6.5,1.0,0.00017347,0,-0.0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406738,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,48.0,41.0,2.0,2.0,12.0,15.0,29.0,37.0,3.0,,,90.0,83.0,6.7,18.0,0.0343218,1,,dilorenzo22,True,4.0,1.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0289,1.0,,,,,,,,,,,,,,,,,,,
11406738,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,107.0,97.0,7.0,3.0,51.0,56.0,46.0,51.0,9.0,,,90.0,118.0,7.2,10.0,0.0176291,0,,,,,3.0,4.0,7.0,1.0,,1.0,,1.0,,2.0,2.0,,,,,1.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
11406738,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,80.0,75.0,8.0,7.0,37.0,39.0,38.0,41.0,3.0,,,90.0,87.0,7.1,5.0,0.048982,0,,,,,1.0,1.0,5.0,,,,,,1.0,4.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11406738,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,44.0,38.0,7.0,6.0,17.0,17.0,21.0,27.0,4.0,,,81.0,62.0,7.2,6.0,0.0143597,1,,,,,,2.0,7.0,1.0,,,1.0,,,5.0,4.0,,1.0,,0.026,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
11406738,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,42.0,36.0,4.0,3.0,13.0,15.0,23.0,27.0,2.0,,,81.0,53.0,7.0,9.0,0.01394,4,,anguiss_29,,,,5.0,4.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,0.2177,,2.0,,,2.0,1.0,1.0,0.0734,,,,,,,,,,,,
11406738,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,67.0,63.0,,,26.0,28.0,37.0,39.0,7.0,,,90.0,76.0,6.8,8.0,0.0302313,1,,StanLobotka,,,2.0,4.0,2.0,,1.0,,1.0,,,2.0,2.0,2.0,,,0.0155,,,,,1.0,,,,,,,,,,,,,,,
11406738,home,Napoli,Jens Cajuste,jens-cajuste,J. Cajuste,M,12,188,1162,M,857671,EUR,934243200,M,24,24,False,28.0,21.0,,,6.0,7.0,15.0,22.0,3.0,,,72.0,45.0,6.8,11.0,0.0231449,0,,,,1.0,1.0,8.0,9.0,1.0,2.0,3.0,,,,5.0,4.0,,1.0,,,,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,
11406738,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,24.0,21.0,1.0,1.0,4.0,5.0,20.0,25.0,2.0,,,61.0,38.0,6.7,10.0,0.0825541,3,,,,6.0,,1.0,,,1.0,,1.0,,,,,2.0,,,0.8662,2.0,,,,,2.0,,1.1017,,,3.0,1.0,1.0,,,,,,,
11406738,home,Napoli,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,227771,M,822471,EUR,914889600,F,9,9,False,15.0,9.0,,,2.0,2.0,7.0,14.0,1.0,,,90.0,30.0,6.9,12.0,0.0172279,2,,Osimhen9,,1.0,1.0,5.0,5.0,,2.0,2.0,,,,,,3.0,2.0,2.0,0.3104,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.9152,,,,1.0,,1.0,,,,,,
