match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_unsuccessfulTouch,stat_penaltyConceded,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_ownGoals,stat_totalOffside,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_penaltyWon
12504370,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,20.0,12.0,11.0,3.0,0.0,9.0,9.0,3.0,11.0,1.0,1.0,4.0,3.0,5.0,1.0,7.0,2.0,90.0,33.0,7.9,8.0,0.00027233,0,0.0594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504370,home,Lecce,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,12,12,False,23.0,16.0,7.0,2.0,1.0,9.0,12.0,7.0,11.0,,6.0,1.0,3.0,,,,,90.0,47.0,6.6,7.0,0.0661669,1,,1.0,8.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,0.009,1.0,,,,,,,,,,,,,,,,,,,,
12504370,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,15.0,10.0,5.0,2.0,0.0,7.0,9.0,3.0,6.0,1.0,1.0,10.0,1.0,,,,,90.0,27.0,5.9,6.0,0.00160749,0,,,1.0,,,,,,,,,1.0,,,True,1.0,1.0,,,,,,,,,,,,,,,,,
12504370,home,Lecce,Gaby Jean,Gaby Jean,,gaby-jean,G. Jean,D,18,191,121,M,1392819,EUR,950918400,D,19,19,False,33.0,22.0,10.0,3.0,0.0,14.0,20.0,8.0,13.0,1.0,1.0,5.0,3.0,,,,,90.0,41.0,6.2,12.0,0.0072586,0,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12504370,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,20.0,15.0,4.0,,0.0,8.0,9.0,8.0,12.0,,3.0,6.0,3.0,,,,,90.0,43.0,6.3,7.0,0.0358411,0,,2.0,2.0,,,,,,3.0,2.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12504370,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,13.0,10.0,2.0,,0.0,8.0,8.0,2.0,7.0,,3.0,1.0,6.0,,,,,82.0,23.0,6.3,7.0,0.00338723,0,,,3.0,2.0,1.0,,,,2.0,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,
12504370,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,5,5,False,9.0,5.0,1.0,,0.0,4.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,56.0,13.0,6.5,6.0,0.0026928,0,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12504370,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,M,50,50,False,15.0,10.0,1.0,,0.0,5.0,6.0,5.0,10.0,3.0,9.0,3.0,7.0,,,,,74.0,32.0,6.8,8.0,0.0218695,2,,4.0,8.0,1.0,2.0,1.0,2.0,,5.0,4.0,,2.0,0.2215,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,
12504370,home,Lecce,Þórir Jóhann Helgason,,,thorir-johann-helgason,J. T. Helgason,M,14,187,318,M,886628,EUR,970099200,M,14,14,False,20.0,14.0,3.0,1.0,1.0,4.0,4.0,11.0,18.0,,1.0,,7.0,,,,,74.0,27.0,7.1,8.0,0.109605,1,,,1.0,,,,,,1.0,1.0,,,0.0802,3.0,,,,,2.0,1.0,,1.0,1.0,1.0,0.5391,,,,,,,,,
12504370,home,Lecce,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,M,7,7,False,15.0,10.0,7.0,2.0,0.0,8.0,9.0,2.0,7.0,1.0,1.0,3.0,5.0,,,,,82.0,29.0,6.1,11.0,0.00519874,1,,1.0,4.0,1.0,,,,1.0,,,1.0,1.0,0.0326,,,4.0,,,1.0,,,,1.0,,,1.0,,,,,,,,
