match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_wasFouled,stat_interceptionWon,stat_challengeLost,stat_bigChanceMissed,stat_penaltyWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,stat_penaltyFaced,stat_lastManTackle,stat_hitWoodwork,stat_penaltyConceded,stat_totalOffside,stat_clearanceOffLine
11369904,home,RSC Anderlecht,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189.0,3882,M,1076,EUR,531532800,G,33,33,False,12.0,11.0,6.0,5.0,9.0,9.0,2.0,3.0,2.0,1.0,1.0,90.0,13.0,6.6,1.0,0.00597771,0,0.0997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369904,home,RSC Anderlecht,Killian Sardella,killian-sardella,K. Sardella,D,54,177.0,482,M,909964,EUR,1020297600,D,54,54,False,65.0,59.0,3.0,1.0,12.0,13.0,48.0,68.0,8.0,,,90.0,106.0,7.1,24.0,0.0849716,1,,,,16.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0154,,,,,,,,,,,,,,,,,,,,,,,,,
11369904,home,RSC Anderlecht,Zeno Debast,zeno-debast,Z. Debast,D,6,191.0,3329,M,1126512,EUR,1066867200,D,56,56,False,129.0,121.0,6.0,2.0,30.0,30.0,91.0,102.0,10.0,,,90.0,143.0,7.5,15.0,0.145828,1,,,,3.0,,1.0,4.0,4.0,3.0,1.0,,1.0,2.0,1.0,0.0754,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369904,home,RSC Anderlecht,Jan Vertonghen,jan-vertonghen,J. Vertonghen,D,,189.0,1673,M,16921,EUR,546220800,D,14,14,False,126.0,118.0,12.0,10.0,29.0,30.0,90.0,97.0,10.0,,,90.0,139.0,8.5,9.0,0.736254,0,,,,1.0,1.0,,2.0,6.0,3.0,2.0,,,,,,,,,,,2.0,True,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,
11369904,home,RSC Anderlecht,Ludwig Augustinsson,ludwig-augustinsson,L. Augustinsson,D,6,181.0,394,M,138546,EUR,766886400,D,15,15,False,66.0,61.0,3.0,,15.0,17.0,48.0,58.0,4.0,,,90.0,100.0,7.9,15.0,0.151437,2,,,,9.0,2.0,2.0,3.0,12.0,2.0,1.0,1.0,,5.0,1.0,0.0685,1.0,1.0,,2.0,,4.0,,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
11369904,home,RSC Anderlecht,Thomas Delaney,thomas-delaney,T. Delaney,M,27,182.0,1294,M,66477,EUR,683856000,M,25,25,False,62.0,49.0,2.0,,9.0,12.0,42.0,53.0,6.0,,,90.0,75.0,7.5,18.0,0.506679,1,,,,3.0,2.0,3.0,8.0,6.0,2.0,1.0,,,1.0,2.0,0.2608,1.0,1.0,,1.0,1.0,3.0,,,4.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
11369904,home,RSC Anderlecht,Mats Rits,mats-rits,M. Rits,M,23,180.0,216,M,70961,EUR,742953600,M,23,23,False,70.0,60.0,9.0,6.0,15.0,17.0,45.0,57.0,6.0,,,89.0,79.0,7.6,14.0,0.496186,1,,,,4.0,,,1.0,1.0,,,1.0,,,,0.0244,,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11369904,home,RSC Anderlecht,Theo Leoni,theo-leoni,T. Leoni,M,6,174.0,569,M,867251,EUR,956275200,M,17,17,False,32.0,29.0,,,8.0,8.0,22.0,26.0,3.0,,,62.0,48.0,6.6,8.0,0.16766,1,,,,2.0,1.0,1.0,5.0,6.0,2.0,2.0,,,2.0,2.0,0.5339,2.0,,,2.0,2.0,1.0,,,1.0,,1.0,,,1.0,,1.0,0.9141,,,,,,,,
11369904,home,RSC Anderlecht,Anders Dreyer,anders-dreyer,A. Dreyer,F,10,174.0,2337,M,809280,EUR,894067200,F,36,36,False,37.0,29.0,2.0,2.0,4.0,4.0,27.0,44.0,2.0,,,90.0,62.0,8.1,21.0,0.73347,7,,,,11.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,,,2.0,1.0705,,3.0,,,,3.0,,,1.0,1.0,,,,,,1.0,0.9956,1.0,,,,,,,
11369904,home,RSC Anderlecht,Kasper Dolberg,kasper-dolberg,K. Dolberg,F,9,187.0,4191,M,795761,EUR,876096000,F,12,12,False,2.0,2.0,,,1.0,1.0,1.0,2.0,,,,34.0,4.0,6.5,2.0,0.00440113,0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,KDolberg,,,,,,
11369904,home,RSC Anderlecht,Alexis Flips,flips-alexis,A. Flips,M,70,173.0,227,M,879672,EUR,948153600,F,8,8,False,40.0,32.0,2.0,1.0,8.0,9.0,25.0,34.0,1.0,,,61.0,56.0,7.3,14.0,0.164189,3,,,,3.0,1.0,,5.0,4.0,1.0,1.0,,,3.0,3.0,0.066,,2.0,,2.0,2.0,1.0,,,2.0,,,,1.0,,,1.0,0.0432,,,,,,,,
