match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_accurateCross,stat_goals,player_sofascoreId,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
11807969,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1387,M,556696,EUR,885427200,G,1,1,False,37.0,31.0,10.0,4.0,29.0,29.0,2.0,8.0,1.0,1.0,1.0,5.0,1.0,90.0,41.0,6.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807969,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2491,M,856739,EUR,963878400,D,4,4,False,54.0,51.0,2.0,,31.0,33.0,20.0,21.0,,1.0,3.0,5.0,,90.0,72.0,6.7,6.0,0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807969,home,Feyenoord,Gernot Trauner,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,93.0,86.0,5.0,2.0,51.0,52.0,35.0,41.0,2.0,5.0,5.0,4.0,,90.0,109.0,7.7,8.0,1,2.0,1.0,1.0,True,3.0,1.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11807969,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,114.0,108.0,8.0,5.0,63.0,65.0,45.0,49.0,,,3.0,8.0,,90.0,121.0,6.9,8.0,1,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11807969,home,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183,1255,M,1392044,EUR,1005696000,D,5,5,False,69.0,60.0,4.0,2.0,32.0,32.0,28.0,39.0,,,2.0,,,90.0,80.0,6.8,12.0,0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
11807969,home,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2173,M,959628,EUR,942710400,M,20,20,False,45.0,39.0,3.0,2.0,11.0,13.0,28.0,32.0,2.0,8.0,,5.0,,90.0,60.0,7.5,7.0,2,1.0,,1.0,,5.0,1.0,1.0,3.0,1.0,,1.0,1.0,,,,3.0,1.0,3.0,2.0,,,,,,,,,,,,
11807969,home,Feyenoord,Quinten Timber,quinten-timber,Q. Timber,M,27,177,8638,M,959805,EUR,992736000,M,8,8,False,34.0,25.0,2.0,1.0,6.0,6.0,19.0,28.0,1.0,6.0,,4.0,,90.0,55.0,7.6,18.0,1,2.0,4.0,1.0,,5.0,,,3.0,1.0,1.0,2.0,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11807969,home,Feyenoord,Javairô Dilrosun,javairo-dilrosun,J. Dilrosun,F,24,175,727,M,803028,EUR,898473600,M,11,11,False,11.0,11.0,,,5.0,5.0,7.0,8.0,,2.0,1.0,2.0,,61.0,18.0,6.7,2.0,0,,,,,2.0,,,1.0,1.0,,1.0,,,,2.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,
11807969,home,Feyenoord,Calvin Stengs,calvin-stengs,C. Stengs,M,23,187,1731,M,857480,EUR,913939200,M,10,10,False,31.0,24.0,1.0,1.0,8.0,8.0,17.0,27.0,,2.0,1.0,4.0,,90.0,47.0,8.3,17.0,2,,3.0,,,5.0,,,1.0,,,2.0,,,,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,
11807969,home,Feyenoord,Igor Paixão,igor-paixao,I. Paixão,F,14,168,12533,M,981815,EUR,962150400,M,14,14,False,31.0,24.0,2.0,,3.0,4.0,23.0,32.0,,3.0,1.0,3.0,,88.0,50.0,7.8,16.0,3,,2.0,,,6.0,1.0,,2.0,2.0,1.0,3.0,,,,5.0,1.0,,4.0,1.0,,1.0,,2.0,2.0,1.0,,,,,,
