match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_wasFouled,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_errorLeadToAShot,stat_totalCross,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,captain,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12530659,home,Adana Demirspor,Deniz Eren Dönmezer,donmezer-deniz-eren,D. E. Donmezer,G,27,190.0,590,M,1550760,EUR,1221955200,G,27,27,False,28.0,12.0,20.0,5.0,0.0,8.0,14.0,4.0,14.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,90.0,40.0,6.5,17.0,0.00371256,0,0.5258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530659,home,Adana Demirspor,Tolga Kalender,tolga-kalender,T. Kalender,D,5,191.0,42,M,903851,EUR,998006400,D,55,55,False,42.0,22.0,10.0,1.0,0.0,14.0,22.0,8.0,20.0,3.0,8.0,6.0,4.0,3.0,,1.0,,,,90.0,67.0,6.9,22.0,0.00210767,0,,3.0,5.0,1.0,1.0,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
12530659,home,Adana Demirspor,Burhan Ersoy,burhan-ersoy,B. Ersoy,D,24,187.0,41,M,1640309,EUR,1055462400,D,24,24,False,9.0,5.0,,,0.0,4.0,7.0,1.0,2.0,,,,,,,,,,,26.0,10.0,5.8,5.0,0.00036155,0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12530659,home,Adana Demirspor,Abdulsamet Burak,abdulsamet-burak,A. Burak,D,3,182.0,40,M,900798,EUR,831945600,D,23,23,False,58.0,39.0,14.0,5.0,0.0,29.0,38.0,10.0,21.0,,3.0,1.0,1.0,1.0,,1.0,,,,84.0,79.0,6.8,22.0,0.00434395,0,,3.0,8.0,2.0,,3.0,6.0,,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12530659,home,Adana Demirspor,İzzet Çelik,celik-izzet,İ. Çelik,M,6,166.0,68,M,826836,EUR,1087689600,M,16,16,False,39.0,28.0,2.0,1.0,0.0,10.0,13.0,18.0,29.0,1.0,9.0,5.0,3.0,2.0,,3.0,,,,90.0,68.0,6.7,23.0,0.0675249,0,,5.0,11.0,3.0,2.0,1.0,1.0,,3.0,2.0,2.0,,5.0,1.0,,,True,2.0,,,,,,,,,,,,,,
12530659,home,Adana Demirspor,Maestro,maestro,Maestro,M,58,173.0,1198,M,1002146,EUR,1059955200,M,58,58,False,41.0,32.0,4.0,1.0,0.0,19.0,22.0,13.0,19.0,,5.0,10.0,2.0,1.0,,3.0,,,,90.0,58.0,6.6,13.0,0.00417569,0,,2.0,6.0,1.0,2.0,2.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12530659,home,Adana Demirspor,Tayfun Aydoğan,tayfun-aydogan,T. Aydoğan,M,8,175.0,43,M,816435,EUR,833328000,M,8,8,False,42.0,34.0,10.0,5.0,0.0,20.0,24.0,15.0,20.0,1.0,4.0,5.0,3.0,1.0,,,,,,90.0,62.0,7.2,9.0,0.0350764,5,,2.0,4.0,,,1.0,2.0,,2.0,,,,,2.0,,,,1.0,1.0,2.0,2.0,1.0,0.448,0.5354,,,,,,,,
12530659,home,Adana Demirspor,Bunyamin Balat,bunyamin-balat,B. Balat,M,,172.0,28,M,996317,EUR,852422400,M,21,21,False,67.0,58.0,4.0,3.0,0.0,27.0,29.0,32.0,41.0,,8.0,11.0,1.0,1.0,,3.0,,,,90.0,94.0,7.5,13.0,0.455124,2,,,2.0,2.0,,1.0,,,3.0,4.0,4.0,,,,,,,2.0,1.0,1.0,,1.0,0.065,,,,,,,,,
12530659,home,Adana Demirspor,Ozan Demirbağ,ozan-demirbag,O. Demirbağ,F,99,178.0,189,M,1654166,EUR,1202774400,F,60,60,False,1.0,,,,0.0,,1.0,,,,1.0,,1.0,,,,,,,27.0,6.0,6.5,4.0,,0,,1.0,3.0,1.0,1.0,,,,,,,,2.0,,Ozan Demirbag,,,,,,,,,,,,,,,,,
12530659,home,Adana Demirspor,Yusuf Barası,yusuf-barasi,Y. Barası,F,9,182.0,285,M,1000187,EUR,1049068800,F,11,11,False,27.0,21.0,,,0.0,9.0,10.0,12.0,19.0,2.0,9.0,3.0,,,,6.0,,,,90.0,46.0,6.5,12.0,0.010399,1,,2.0,6.0,1.0,1.0,,,,2.0,4.0,2.0,,1.0,,,,,,,,,1.0,0.0125,,,,,,,,,
