match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_challengeLost,stat_outfielderBlock,stat_goalAssist,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork
11368695,home,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,13,13,False,27.0,23.0,7.0,3.0,21.0,22.0,2.0,5.0,5.0,5.0,6.0,90.0,36.0,7.4,4.0,0.00118437,0,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368695,home,Villarreal,Yerson Mosquera,yerson-mosquera,Y. Mosquera,D,15,188,3155,M,,1014835,EUR,988761600,D,2,2,False,52.0,42.0,5.0,2.0,17.0,19.0,26.0,36.0,7.0,,,90.0,86.0,7.9,13.0,0.0176841,2,,3.0,1.0,2.0,6.0,15.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,10.0,5.0,0.2211,0.3525,1.0,,,,,,,,,,,,,,,,,
11368695,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,,3041,EUR,494640000,D,3,3,False,60.0,54.0,4.0,2.0,25.0,27.0,29.0,33.0,2.0,,,81.0,68.0,7.0,7.0,0.0135935,0,,,,,1.0,3.0,,,,2.0,1.0,2.0,2.0,1.0,,,,,,,True,1.0,1.0,,,,,,,,,,,,
11368695,home,Villarreal,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186,10320,M,aissamandi23,122810,EUR,688089600,D,23,23,False,81.0,75.0,12.0,9.0,37.0,39.0,38.0,42.0,4.0,,,90.0,87.0,6.9,7.0,0.0293142,2,,,,,1.0,2.0,,2.0,,,,1.0,1.0,1.0,,0.1056,,,,,,1.0,1.0,,,,,,,,,,,,
11368695,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,,868715,EUR,942796800,D,5,5,False,58.0,45.0,6.0,3.0,23.0,27.0,22.0,32.0,8.0,,,90.0,83.0,6.6,18.0,0.0228555,0,,1.0,,2.0,3.0,6.0,2.0,,,,1.0,4.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
11368695,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,,187,342,M,,16701,EUR,584582400,M,6,6,False,30.0,25.0,2.0,1.0,5.0,6.0,21.0,26.0,6.0,,,65.0,50.0,6.3,14.0,0.121492,0,,2.0,1.0,,8.0,5.0,1.0,,,,1.0,2.0,,1.0,2.0,,,,,,,1.0,3.0,6.0,2.0,,,,,,,,,,
11368695,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,10,180,1999,M,,39182,EUR,608688000,M,10,10,False,62.0,56.0,4.0,4.0,22.0,23.0,38.0,46.0,8.0,,,90.0,84.0,8.1,10.0,0.317651,1,,7.0,4.0,,2.0,7.0,,1.0,,,2.0,3.0,2.0,2.0,1.0,0.1297,,3.0,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,
11368695,home,Villarreal,Francis Coquelin,francis-coquelin,F. Coquelin,M,13,178,472,M,,40672,EUR,674092800,M,19,19,False,35.0,28.0,2.0,1.0,13.0,14.0,15.0,21.0,8.0,,,65.0,42.0,6.8,9.0,0.035344,1,,,,,3.0,,,1.0,,,2.0,,,,2.0,0.0614,,,,,,1.0,1.0,,,,,,,,,,,,
11368695,home,Villarreal,Gerard Moreno,gerard-moreno,G. Moreno,F,7,180,4001,M,GerardMoreno9,146866,EUR,702604800,F,7,7,False,37.0,31.0,3.0,2.0,6.0,6.0,25.0,34.0,2.0,,,81.0,63.0,7.3,18.0,0.177281,3,,3.0,,,6.0,4.0,2.0,3.0,,1.0,2.0,1.0,,3.0,1.0,0.1825,,1.0,,,,,5.0,2.0,,1.0,,1.0,,,,,,,
11368695,home,Villarreal,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,asorloth,309078,EUR,818121600,F,11,11,False,14.0,12.0,,,3.0,3.0,9.0,11.0,2.0,,,90.0,26.0,7.1,9.0,0.0667528,2,,,,3.0,7.0,4.0,4.0,1.0,1.0,,,,,1.0,1.0,0.1091,0.4201,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,
